speaker,word,time,time_norm,point,f1,f2,f3,pitch,sentence_norm
lm01,figh,246.414943,0.09405626179321303,8,441.2632036590022,2567.656182839239,4143.383095989124,234.9985648131582,ul figh l' è dulz
lm01,figh,246.414943,0.10581329451738952,9,359.48254690311285,1801.531030479554,3206.956408289244,227.69809607627948,ul figh l' è dulz
lm01,figh,246.414943,0.1175703272415376,10,330.53708236961154,1331.705843971134,2607.631957140499,217.8173932865831,ul figh l' è dulz
lm01,sach,248.91081720605268,0.010957029830365173,1,741.1698499674656,1407.898718988815,2240.1358720472217,362.7954054944484,ul sach l' è pien
lm01,sach,248.91081720605268,0.021914059660730345,2,824.1341584834868,1109.5928017827143,1770.3988665578775,332.0262996187347,ul sach l' è pien
lm01,sach,248.91081720605268,0.03287108949109552,3,900.4811447365779,1314.981159759413,1762.100612879791,298.7415302346216,ul sach l' è pien
lm01,sach,248.91081720605268,0.04382811932146069,4,918.8856741823124,1223.341186671416,1673.87607846636,277.2763892000411,ul sach l' è pien
lm01,sach,248.91081720605268,0.05478514915182586,5,1011.1987279137595,1265.0773470231252,1571.6939644178628,265.35343356838985,ul sach l' è pien
lm01,sach,248.91081720605268,0.06574217898216261,6,980.164915079286,1428.8498705991308,1694.480267267011,254.26780932004343,ul sach l' è pien
lm01,sach,248.91081720605268,0.07669920881252779,7,1018.5407299479012,1372.5949846736064,1763.797655494861,--undefined--,ul sach l' è pien
lm01,sach,248.91081720605268,0.08765623864289296,8,990.0901938512018,1521.9064403627817,1799.3225293252447,--undefined--,ul sach l' è pien
lm01,sach,248.91081720605268,0.09861326847325813,9,864.0627284571844,1439.8115905858092,1867.873605932969,--undefined--,ul sach l' è pien
lm01,sach,248.91081720605268,0.1095702983036233,10,904.4121379505202,1473.064272898054,2237.0072186217367,--undefined--,ul sach l' è pien
lm01,set,251.669955,0.012815266732019381,1,650.2940851833475,1813.7300998901922,2874.111806881051,357.1098831198284,a gn' ho set
lm01,set,251.669955,0.025630533464038763,2,744.8871449260645,1888.0478699617415,2855.485488231265,358.35251111109005,a gn' ho set
lm01,set,251.669955,0.03844580019602972,3,750.0194740771138,1324.4145119937284,2003.1408396539452,--undefined--,a gn' ho set
lm01,set,251.669955,0.051261066928049104,4,729.2722100375695,1677.4018886417903,2131.010017168187,240.12287574083894,a gn' ho set
lm01,set,251.669955,0.06407633366006849,5,783.1767845876253,1309.516373955249,2258.9704251129783,220.19498000141527,a gn' ho set
lm01,set,251.669955,0.07689160039208787,6,736.3192997857168,1226.522166579902,2305.150556495201,206.08523190247945,a gn' ho set
lm01,set,251.669955,0.08970686712410725,7,643.297961703808,791.7680507128274,2354.2969973031895,196.8370085223035,a gn' ho set
lm01,set,251.669955,0.10252213385612663,8,610.6486976113522,922.5842625266539,2457.1830092389405,183.9725508639153,a gn' ho set
lm01,set,251.669955,0.11533740058811759,9,538.0047471243415,1379.2754619567943,2513.8128939532394,173.14837395542148,a gn' ho set
lm01,set,251.669955,0.12815266732013697,10,557.0796621260693,2206.790167780014,2940.4807022224854,160.55861881340527,a gn' ho set
