speaker,word,time,word_duration,vowel_duration,consonant_duration,sentence_norm
lm01,tüss,163.22422245511322,0.3314501523684612,0.14262400495854877,0.0763339744848679,la tüss la vegn cul frecc
lm01,figh,166.844943,0.5646906128712885,0.21895797944341666,0.18079099220099693,a vighi ul figh
lm01,set,169.014943,0.4000000000000057,0.15411283240851503,0.055887167591492926,ul set l' è un nümar
lm01,set,172.264921,0.5774478865257322,0.12237565265328954,0.2450722338724347,a gn' ho set
lm01,pass,174.82072613987998,0.6106717958788863,0.17118498183057795,0.29529195392828456,a fagh un pass
lm01,tus,177.31799741844532,0.3836786612265257,0.18480856980545468,0.05624608646252227,ul me tus l' è grand
lm01,sed,179.85056053973216,0.3515380403908068,0.138606427354091,0.05624608646255069,la sed l' è brüta
lm01,pich,182.694966,0.3199999999999932,0.08236034089156874,0.11488103675907269,l' ass da pich l' è na carta
lm01,tüss,185.82815980715193,0.5423729766029339,0.13458884974963325,0.2551161778835933,a g' ho la tüss
lm01,lagh,187.78790085758897,0.322099142411048,0.14262400495854877,0.09711479656093047,ul lagh l' è sü
lm01,nas,190.53350602285852,0.5242938773828314,0.3092175288761041,0.1486503713652496,a vighi ul nas
lm01,pich,193.15989057895234,0.4801005237337108,0.11000000000001364,0.18502510268604055,a g' ho dai un pich
lm01,pass,195.564943,0.47999999999998977,0.16672947058535215,0.1286472169262538,ti gh' è ul pass lent
lm01,növ,198.654943,0.2898172645290913,0.08331239746510732,0.1365048670639908,ul papa növ l' è giuvin
lm01,göb,202.50238042134296,0.5122411445694581,0.22297555704787442,0.18480856980545468,a vighi ul göb
lm01,lagh,205.13,0.4858124183607231,0.23711810298431146,0.1586943153764082,a vighi ul lagh
lm01,növ,207.73076526945053,0.5504081318118779,0.1627118929808944,0.25310738908137864,cul lì l' è növ
lm01,fögh,210.1680489613137,0.6347772615056897,0.2691776994992381,0.1627118929808944,a vighi ul fögh
lm01,fögh,212.149932,0.3932940167946697,0.14463279376079186,0.07633397448483947,ul fögh l' è russ
lm01,nas,214.78679809731264,0.2872567987193406,0.1699779154449459,0.079111896031975,ul nas l' è lung
lm01,tus,217.659955,0.6896958830014626,0.2812304323126398,0.20489645782777188,a vighi ul tus
lm01,sed,220.6721575357725,0.6187069510878018,0.1506591601674927,0.2571249666858364,a g' ho sed
lm01,sach,222.95,0.34843115071626585,0.12200928820905688,0.0964218625071851,ul sach l' è pien
lm01,figh,225.474943,0.3508346852978548,0.11851853933174539,0.06829881927592396,ul figh l' è dulz
lm01,sed,228.194966,0.5652968529060161,0.18866101119502332,0.138606427354091,a g' ho sed
lm01,növ,230.9125669591559,0.4801005237337108,0.24306344507019162,0.16873825938759524,cul lì l' è növ
lm01,növ,233.279955,0.300520365169092,0.12253611693620314,0.07834276328711098,ul papa növ l' è giuvin
lm01,tüss,235.85222179282664,0.4901444677448694,0.10445701771612903,0.22699313465233217,a g' ho la tüss
lm01,pich,238.51454198478848,0.4861268901404401,0.13000000000002387,0.20073687492890713,a g' ho dai un pich
lm01,pich,240.99970208377488,0.25913375548805107,0.0743251856826248,0.08035155208932565,l' ass da pich l' è na carta
lm01,set,243.769932,0.3418941713581205,0.1406152161563341,0.04419335364912058,ul set l' è un nümar
lm01,figh,246.414943,0.36000000000001364,0.12932735996568567,0.07067264003433138,ul figh l' è dulz
lm01,sach,248.91081720605268,0.3635907732041801,0.12052732813398848,0.09039549610048425,ul sach l' è pien
lm01,set,251.669955,0.6401895775625519,0.14096793405215635,0.2792216435103967,a gn' ho set
lm01,nas,253.854943,0.308791362606172,0.16070310417867972,0.08105243145706709,ul nas l' è lung
lm01,göb,256.339955,0.28000000000002956,0.13257988660973297,0.06590121667403537,ul göb l' è bass
lm01,pass,259.03976572422465,0.5162579980562896,0.14099683215306413,0.24507189012786057,a fagh un pass
lm01,sed,260.88413736004793,0.35354633329927765,0.11143875585355545,0.06628993749365009,la sed l' è brüta
lm01,sach,263.644943,0.5971459779563588,0.12856230301792948,0.28323882383637056,a vighi ul sach
lm01,lagh,265.72237533716424,0.25109824808185977,0.10822307578320078,0.07030750946290709,ul lagh l' è sü
lm01,fögh,267.8328270547653,0.34717294523471764,0.14061501892581418,0.05589897745977623,ul fögh l' è russ
lm01,tus,270.5231590378614,0.6508466590282183,0.22297524429671967,0.271186107928429,a vighi ul tus
lm01,göb,273.1997586209639,0.4198362707928709,0.15869409278769808,0.12856230301792948,a vighi ul göb
lm01,fögh,275.4953905344807,0.6006270094118804,0.22233652118154623,0.16873802271101113,a vighi ul fögh
lm01,figh,277.889955,0.5682597235830826,0.18681709657295187,0.18079073861895267,a vighi ul figh
lm01,tüss,279.96238563941796,0.2973003257289406,0.14061501892587103,0.04218450567776699,la tüss la vegn cul frecc
lm01,nas,283.21305609368596,0.5122404260870326,0.18681709657295187,0.23502796020460437,a vighi ul nas
lm01,pass,285.394921,0.47236491316158435,0.14463259089512803,0.14463259089518488,ti gh' è ul pass lent
lm01,lagh,288.854943,0.4563410156268901,0.18279952460358118,0.18882588255758037,a vighi ul lagh
lm01,tus,291.31358025250523,0.33948483140665076,0.15668530680312642,0.0723162954475356,ul me tus l' è grand
lm01,pich,293.96,0.26177975306706003,0.09843051324810403,0.06428115150896474,l' ass da pich l' è na carta
lm01,tüss,296.9709577596224,0.5122404260870326,0.10445687120210323,0.2651597499744298,a g' ho la tüss
lm01,növ,299.2497637744763,0.26114217800511597,0.10646565718673173,0.06628993749359324,ul papa növ l' è giuvin
lm01,fögh,301.9301069614123,0.5684864336573696,0.2691773219438005,0.12052715907930178,a vighi ul fögh
lm01,növ,304.3586459810671,0.5544249317647996,0.14463259089518488,0.3234145435294522,cul lì l' è növ
lm01,lagh,306.279932,0.3100000000000023,0.1316577928865854,0.06834220711340322,ul lagh l' è sü
lm01,pass,308.864921,0.39467469313331094,0.12454473104861563,0.13057108900261483,ti gh' è ul pass lent
lm01,sach,311.0557982283452,0.33916777165478607,0.10847444317136024,0.0940958815269255,ul sach l' è pien
lm01,sed,313.664943,0.6147673120295281,0.22205564727249794,0.16271166475701193,a g' ho sed
lm01,göb,315.7811697539728,0.288830246027203,0.13860623294124252,0.06384621574579796,ul göb l' è bass
lm01,pass,318.7136960717436,0.5403634298721727,0.10000000000002274,0.3140825016157578,a fagh un pass
lm01,nas,321.159955,0.5553235945266124,0.14262380491049953,0.3455111893607068,a vighi ul nas
lm01,figh,323.499955,0.5496730991119989,0.17275559468032498,0.20690495641946427,a vighi ul figh
lm01,göb,326.449955,0.4824084870373895,0.14061501892587103,0.21694888634272047,a vighi ul göb
lm01,tus,328.655816925398,0.32418307460199003,0.16091926077365315,0.0347015108104074,ul me tus l' è grand
lm01,pich,331.61429512090416,0.4981789241944057,0.09843051324810403,0.21293131437340662,a g' ho dai un pich
lm01,nas,333.584943,0.2799817781048546,0.15869398149339986,0.05775255655618139,ul nas l' è lung
lm01,lagh,336.36,0.40489800000000287,0.19999999999998863,0.13489800000002106,a vighi ul lagh
lm01,sach,338.719932,0.5428630579107221,0.06999999999999318,0.2928630579107221,a vighi ul sach
lm02,pass,10.359932,0.484966,0.12897288007497743,0.3001971863579538,a fagh un pass
lm02,lagh,12.509909,0.40961592303614935,0.20202218772361924,0.14759373531252962,ul lagh l' è sü
lm02,fögh,15.769977,0.577020378577032,0.16101115992223214,0.24918393797488392,a vighi ul fögh
lm02,fögh,18.049955,0.46000000000000085,0.18688773562503513,0.11411424454583496,ul fögh l' è russ
lm02,tüss,21.074796877542116,0.43511289994522073,0.09967343963502984,0.23576602067516106,la tüss la vegn cul frecc
lm02,göb,24.364943,0.3250108625826478,0.13127870211016557,0.10014208686608939,ul göb l' è bass
lm02,tus,27.489694156903564,0.45827621411139674,0.21340084617600397,0.137970371014962,ul me tus l' è grand
lm02,növ,30.87696442675127,0.33388348565383197,0.14383998216607097,0.1220649302390342,ul papa növ l' è giuvin
lm02,növ,34.0966804186167,0.3682175813832984,0.1830971674475208,0.11870281397931848,cul lì l' è növ
lm02,pich,36.92865739182791,0.48048226275859207,0.05923731888008632,0.32072100880927934,a g' ho dai un pich
lm02,figh,39.164966,0.44659923822452186,0.16155632421840238,0.09693379453104711,ul figh l' è dulz
lm02,sed,42.49851732825311,0.5295457293825478,0.19386758906208712,0.20822815121483274,a g' ho sed
lm02,figh,46.23745893515897,0.5023266821598398,0.19428794175493636,0.17053167556387194,a vighi ul figh
lm02,nas,48.904943,0.5372713532518318,0.2375023588078804,0.22976899444395116,a vighi ul nas
lm02,tus,51.674966,0.6070035564050187,0.25669504848035274,0.2351542052512272,a vighi ul tus
lm02,lagh,54.394966,0.44896845287500753,0.24053941605851037,0.15617111341112633,a vighi ul lagh
lm02,göb,57.16,0.3982580275406207,0.10433842632159696,0.18825802754061982,a vighi ul göb
lm02,set,60.009977,0.5227411965045761,0.06821267022554878,0.31952250789861836,a gn' ho set
lm02,sach,62.659977,0.5284975080381713,0.08051584336866568,0.29798166466949993,a vighi ul sach
lm02,nas,65.0377994735847,0.40568545999899186,0.2243835508843972,0.1077041044245135,ul nas l' è lung
lm02,set,67.91,0.4490043384646043,0.09000000000000341,0.1990043384646043,ul set l' è un nümar
lm02,tüss,71.1286688758162,0.46492271743247215,0.06282739424763406,0.29080108194618504,a g' ho la tüss
lm02,pass,74.014966,0.40715986886553424,0.09334355716789844,0.18489204592874842,ti gh' è ul pass lent
lm02,pich,77.149932,0.35999999999999943,0.08616328353961933,0.15179511350551422,l' ass da pich l' è na carta
lm02,sach,80.029977,0.47741360360942053,0.10999999999999943,0.1974136036094194,ul sach l' è pien
lm02,sed,83.02515506334514,0.43440655451217935,0.17412163548628712,0.0969336939820522,la sed l' è brüta
lm02,pass,86.394921,0.47604924696059925,0.09999999999999432,0.30604924696059754,a fagh un pass
lm02,sed,88.684943,0.4299999999999926,0.16549329266931068,0.09450670733068023,la sed l' è brüta
lm02,figh,91.80805589504695,0.5421106589367071,0.27105532946835353,0.11129424123866727,a vighi ul figh
lm02,lagh,94.554943,0.45187669325984814,0.21159944210987192,0.19027725114996485,a vighi ul lagh
lm02,sach,96.559955,0.4529510357403552,0.12000000000000455,0.1729510357403541,ul sach l' è pien
lm02,set,99.239932,0.4399999999999977,0.11078535066842221,0.1592146493315738,ul set l' è un nümar
lm02,lagh,102.22,0.35999999999999943,0.18705221842249387,0.11294778157750329,ul lagh l' è sü
lm02,pich,105.14,0.37999999999999545,0.0987287623891433,0.1707172116618807,l' ass da pich l' è na carta
lm02,göb,108.269932,0.333243343219749,0.11308930964574415,0.10949917283157617,ul göb l' è bass
lm02,sach,111.23,0.48016587900565355,0.12014287537786572,0.21002300362779636,a vighi ul sach
lm02,fögh,113.539955,0.4928308480521224,0.20104766159241194,0.11308930964574415,ul fögh l' è russ
lm02,növ,116.80567618919898,0.3320876553089107,0.21720327725608968,0.046671778583956325,ul papa növ l' è giuvin
lm02,set,120.019955,0.5430525533083994,0.07000766787592738,0.3231123132735263,a gn' ho set
lm02,pich,122.999932,0.4892214283237877,0.05744218902640341,0.2961862871674015,a g' ho dai un pich
lm02,sed,125.4659942044034,0.5510860009720773,0.17053149867213335,0.23694902973392118,a g' ho sed
lm02,növ,128.13842650666004,0.3877345346106722,0.2387439495519459,0.09334349907294381,cul lì l' è növ
lm02,tus,130.649955,0.6253748816060067,0.25489950227938607,0.22797349851751392,a vighi ul tus
lm02,pass,133.779932,0.42430655999524447,0.12000000000000455,0.2043065599952456,ti gh' è ul pass lent
lm02,tüss,136.70524458604828,0.5421102090731154,0.10052374737782088,0.3320873797302113,la tüss la vegn cul frecc
lm02,fögh,141.059955,0.6108613025315606,0.2387439000222571,0.18309682558097506,a vighi ul fögh
lm02,nas,143.924696597053,0.6284305967313344,0.2764403052889577,0.2837777485788706,a vighi ul nas
lm02,figh,146.374966,0.5541825801570326,0.20262655758557457,0.1615560225714603,ul figh l' è dulz
lm02,nas,149.319977,0.3459248754754185,0.160000000000025,0.08592487547539918,ul nas l' è lung
lm02,göb,152.649955,0.45024348759653776,0.10231881429524492,0.22617843160003304,a vighi ul göb
lm02,tus,155.46118909495337,0.4972335361365765,0.2279734985174855,0.1561708218190745,ul me tus l' è grand
lm02,tüss,158.9056559240625,0.5457003429080487,0.06641747594605363,0.3787591195842026,a g' ho la tüss
lm02,pich,161.699955,0.410000000000025,0.11002133925438784,0.18997866074562353,l' ass da pich l' è na carta
lm02,növ,165.57932516579402,0.39065573827048183,0.16694122332381767,0.16514615640639363,cul lì l' è növ
lm02,fögh,168.454966,0.6028581144830127,0.24617115506711684,0.1866869594159084,a vighi ul fögh
lm02,set,170.899977,0.44999999999998863,0.11699162912515249,0.15300837087482932,ul set l' è un nümar
lm02,tüss,174.599955,0.5380457420380651,0.07359774361589189,0.34465284815243535,a g' ho la tüss
lm02,tus,177.18200830312938,0.4362012609429371,0.2400000000000091,0.09820956407230597,ul me tus l' è grand
lm02,lagh,180.629955,0.4644334088507378,0.2349267171046847,0.17950669174604172,a vighi ul lagh
lm02,nas,183.219909,0.37354146687954426,0.21950253405597664,0.10403893282355625,ul nas l' è lung
lm02,sed,186.089977,0.4778521221489882,0.20822776242542318,0.09154841279050174,la sed l' è brüta
lm02,set,189.394966,0.5557734356086428,0.07291565437367353,0.3428577812349829,a gn' ho set
lm02,fögh,191.664943,0.46324072618344303,0.19925242783813246,0.0825730782031826,ul fögh l' è russ
lm02,sach,194.499955,0.48921857123036716,0.1371464110621048,0.19207216016826578,ul sach l' è pien
lm02,tüss,197.37917611710714,0.5253173781690919,0.08687941254336806,0.34246652153714763,la tüss la vegn cul frecc
lm02,göb,201.43,0.39627504538290736,0.09597144408857616,0.19396333963166512,a vighi ul göb
lm02,figh,204.38,0.5513029979573503,0.18612491805345144,0.21517807990389315,a vighi ul figh
lm02,göb,206.64,0.31923754325623577,0.12526799017879853,0.08485896108885527,ul göb l' è bass
lm02,lagh,209.374943,0.4338985037281873,0.23145667618618404,0.14244182754200096,ul lagh l' è sü
lm02,figh,212.099977,0.46506336365266066,0.21000000000000796,0.12506336365265724,ul figh l' è dulz
lm02,nas,215.32394273735508,0.5849206960767503,0.28488365508403035,0.23740304590333494,a vighi ul nas
lm02,sed,218.09640386135942,0.5657264072590351,0.19194288817718075,0.24346440026681648,a g' ho sed
lm02,sach,227.73,0.5333835608407469,0.11769419457445451,0.2656893662662867,a vighi ul sach
lm02,pass,231.049932,0.5151010837079468,0.11412863090433234,0.34246652153717605,a fagh un pass
lm02,növ,236.8884762939376,0.35357900453692537,0.19194288817718075,0.08687941254336806,ul papa növ l' è giuvin
lm02,göb,240.33,0.4684092604490502,0.08586918681612588,0.26973026917528387,a vighi ul göb
lm02,sed,242.72644205601603,0.4273254826260313,0.19295311390442293,0.08283850963434247,la sed l' è brüta
lm02,tüss,245.4541284150435,0.4748060918066983,0.10102257272481552,0.26063823763007576,la tüss la vegn cul frecc
lm02,set,249.2663519926154,0.5172355723511259,0.06738691233780969,0.31620065262870867,a gn' ho set
lm02,nas,251.519977,0.3878993295500379,0.20162111364399493,0.12627821590604071,ul nas l' è lung
lm02,növ,254.78628562619684,0.3437143738031523,0.17389318664513098,0.08610681335485992,ul papa növ l' è giuvin
lm02,lagh,258.294943,0.44985995863351036,0.27358174272740143,0.12627821590609756,a vighi ul lagh
lm02,tus,261.76804024322456,0.6192683708032405,0.2457779267780893,0.26236561402782854,a vighi ul tus
lm02,pass,264.564966,0.5169177045904689,0.0999999999999659,0.34691770459050986,a fagh un pass
lm02,fögh,267.84,0.5774887279357586,0.2666987907908265,0.16078993714489798,a vighi ul fögh
lm02,tüss,271.3704638056114,0.4980412835334391,0.0697055751801372,0.33034381281021297,a g' ho la tüss
lm02,fögh,273.81,0.49440771136113426,0.20608604835865663,0.12223731299707197,ul fögh l' è russ
lm02,tus,277.079955,0.4200000000000159,0.22427011144912967,0.12168504796619573,ul me tus l' è grand
lm02,lagh,280.159932,0.39999999999997726,0.2300000000000182,0.12000000000000455,ul lagh l' è sü
lm02,figh,283.724943,0.5293595492032637,0.23772343284355202,0.1616361163597162,a vighi ul figh
lm02,pich,286.474943,0.37999999999999545,0.12580188605801368,0.15419811394195904,l' ass da pich l' è na carta
lm02,pass,290.31492027856666,0.3450117214333659,0.09597144408860458,0.1470074788927036,ti gh' è ul pass lent
lm02,növ,293.6389223232742,0.4566220287162537,0.20204514544968788,0.19194288817720917,cul lì l' è növ
lm02,pich,296.55402690950547,0.4877749797487354,0.08797345989739824,0.28387342935678817,a g' ho dai un pich
lm02,set,298.749955,0.5336974648446926,0.15771367375850787,0.19598379108617792,ul set l' è un nümar
lm02,figh,302.214989,0.45999999999997954,0.20709627408592723,0.10774351953773476,ul figh l' è dulz
lm02,sed,305.50101788784826,0.513194669442214,0.2070962740858704,0.18790198526824042,a g' ho sed
lm02,göb,307.97917849224535,0.3364051671736661,0.12425776445155634,0.11213505572453641,ul göb l' è bass
lm02,nas,311.27158103280465,0.5384503126234108,0.2677098177207995,0.20709627408592723,a vighi ul nas
lm02,sach,313.944966,0.5035693338539886,0.08383906467872748,0.26973026917528387,a vighi ul sach
lm02,sach,316.114943,0.384872668145249,0.10000000000002274,0.11487266814521035,ul sach l' è pien
lm02,növ,319.2328356624126,0.40213033758743677,0.18759993158784027,0.1324000684121529,ul papa növ l' è giuvin
lm02,pich,322.73940605714836,0.43944819135305124,0.08856778268875587,0.23033146581263964,a g' ho dai un pich
lm02,tüss,325.374943,0.5157165024963319,0.06931133532265221,0.3364051671736661,a g' ho la tüss
lm02,set,327.614966,0.4500000000000455,0.08981191764081586,0.2101880823591955,ul set l' è un nümar
lm02,nas,330.64740122981567,0.3848960020816321,0.19999999999998863,0.11733123189731032,ul nas l' è lung
lm02,pass,333.884943,0.39328638900298074,0.11000000000001364,0.1832863890030012,ti gh' è ul pass lent
lm02,sach,336.5240380761331,0.42227435398979196,0.18999999999999773,0.0863124301228595,ul sach l' è pien
lm02,nas,340.05116795471326,0.5970434048037987,0.30297602234065835,0.22528033717640028,a vighi ul nas
lm02,növ,342.9825649413456,0.46874473744321676,0.27781207499333505,0.13537024745124882,cul lì l' è növ
lm02,göb,345.399932,0.2400000000000091,0.06999999999999318,0.029999999999972715,ul göb l' è bass
lm02,sed,348.084966,0.43754811388572534,0.2007709586148394,0.07677715527091777,la sed l' è brüta
lm02,tus,351.704966,0.6022130902183562,0.22774638749706355,0.26221309021838124,a vighi ul tus
lm02,figh,353.954943,0.40999999999996817,0.19999999999998863,0.06999999999999318,ul figh l' è dulz
lm02,pass,357.5400196416752,0.5182457980783965,0.1020327984520577,0.3394358443554779,a fagh un pass
lm02,figh,360.124966,0.5536193650890482,0.1703594793671641,0.22325988572185906,a vighi ul figh
lm02,set,362.7880135790405,0.5182457980784534,0.06364422081662724,0.3192313298105205,a gn' ho set
lm02,sach,365.611388875553,0.4899594777154448,0.11101688745588945,0.2303314658125828,a vighi ul sach
lm02,sed,368.56564830408763,0.5748184388043001,0.22730078863088465,0.22022920854016093,a g' ho sed
lm02,fögh,371.0351620894597,0.4940003806244704,0.23942349735784774,0.08991008972515147,ul fögh l' è russ
lm02,lagh,373.814966,0.39999999999997726,0.2300000000000182,0.12000000000000455,ul lagh l' è sü
lm02,tüss,376.62635026748603,0.4778367689884817,0.10001234699757333,0.2707404949025545,la tüss la vegn cul frecc
lm02,pich,380.549955,0.5660350955213858,0.06598570753106969,0.40004938799035017,l' ass da pich l' è na carta
lm02,lagh,384.449977,0.5040573294815545,0.2599999999999909,0.1940573294815522,a vighi ul lagh
lm02,fögh,387.194966,0.6346928572074262,0.3264964471193821,0.11819641008804638,a vighi ul fögh
lm02,göb,390.169955,0.39114861254029165,0.0828385096343709,0.20103491972241727,a vighi ul göb
lm02,tus,392.914943,0.49765952349923737,0.23538259444882215,0.14648273045105498,ul me tus l' è grand
