file,token,time,sequence,sample,amplitude
dm-breathy,1,0.764737219470358,0,0,0.6684136127807253
dm-breathy,1,0.764737219470358,0,0.034637402545256046,0.4754550103133743
dm-breathy,1,0.764737219470358,0,0.06927480509051209,0.4817891203768474
dm-breathy,1,0.764737219470358,0,0.10391220763576813,0.4947575503578289
dm-breathy,1,0.764737219470358,0,0.13854961018102419,0.20489747779052764
dm-breathy,1,0.764737219470358,0,0.1731870127262802,0.020928606749959822
dm-breathy,1,0.764737219470358,0,0.20782441527153625,0.14028076667876685
dm-breathy,1,0.764737219470358,0,0.2424618178167923,0.3807650281962145
dm-breathy,1,0.764737219470358,0,0.27709922036204837,0.33182178623102704
dm-breathy,1,0.764737219470358,0,0.31173662290730436,0.5116238025960151
dm-breathy,1,0.764737219470358,0,0.3463740254525604,0.40898709880853074
dm-breathy,1,0.764737219470358,0,0.38101142799781645,0.616128211461034
dm-breathy,1,0.764737219470358,0,0.4156488305430725,0.5114674272751614
dm-breathy,1,0.764737219470358,0,0.45028623308832855,0.5655197786947281
dm-breathy,1,0.764737219470358,0,0.4849236356335846,0.6273507250187983
dm-breathy,1,0.764737219470358,0,0.5195610381788407,0.47098828846087937
dm-breathy,1,0.764737219470358,0,0.5541984407240967,0.7047736351437396
dm-breathy,1,0.764737219470358,0,0.5888358432693527,0.5791390398872062
dm-breathy,1,0.764737219470358,0,0.6234732458146087,0.6746052402869372
dm-breathy,1,0.764737219470358,0,0.6581106483598648,0.6485848619582664
dm-breathy,1,0.764737219470358,0,0.6927480509051208,0.6338822190219611
dm-breathy,1,0.764737219470358,0,0.7273854534503769,0.5794242427903048
dm-breathy,1,0.764737219470358,0,0.7620228559956329,0.790091573721838
dm-breathy,1,0.764737219470358,0,0.796660258540889,0.7378650295589737
dm-breathy,1,0.764737219470358,0,0.831297661086145,0.8641972460486896
dm-breathy,1,0.764737219470358,0,0.865935063631401,0.9006471950855783
dm-breathy,1,0.764737219470358,0,0.9005724661766571,0.5080846174466229
dm-breathy,1,0.764737219470358,0,0.9352098687219131,0.4785589642404602
dm-breathy,1,0.764737219470358,0,0.9698472712671692,0.2503869561427128
dm-breathy,1,0.7778304281379674,1,0,0.4068562241385119
dm-breathy,1,0.7778304281379674,1,0.02267630440664096,0.19820431071126843
dm-breathy,1,0.7778304281379674,1,0.04535260881328192,0.27884056714594607
dm-breathy,1,0.7778304281379674,1,0.06802891321992287,0.3673991769011396
dm-breathy,1,0.7778304281379674,1,0.09070521762656383,0.22200044185340964
dm-breathy,1,0.7778304281379674,1,0.11338152203320478,0.4232783127597136
dm-breathy,1,0.7778304281379674,1,0.13605782643984574,0.27310798630969796
dm-breathy,1,0.7778304281379674,1,0.15873413084648672,0.45976122406947917
dm-breathy,1,0.7778304281379674,1,0.18141043525312767,0.4286595027965541
dm-breathy,1,0.7778304281379674,1,0.20408673965976862,0.507373437477834
dm-breathy,1,0.7778304281379674,1,0.22676304406640957,0.42826527689789223
dm-breathy,1,0.7778304281379674,1,0.24943934847305052,0.46452573073356523
dm-breathy,1,0.7778304281379674,1,0.27211565287969147,0.4745930338902431
dm-breathy,1,0.7778304281379674,1,0.29479195728633245,0.4441561038881117
dm-breathy,1,0.7778304281379674,1,0.31746826169297343,0.48196444760611995
dm-breathy,1,0.7778304281379674,1,0.34014456609961435,0.399472015371979
dm-breathy,1,0.7778304281379674,1,0.36282087050625533,0.5377699571025896
dm-breathy,1,0.7778304281379674,1,0.38549717491289626,0.339015020326091
dm-breathy,1,0.7778304281379674,1,0.40817347931953724,0.5630103478902234
dm-breathy,1,0.7778304281379674,1,0.4308497837261782,0.3619876141308281
dm-breathy,1,0.7778304281379674,1,0.45352608813281914,0.7230336285389696
dm-breathy,1,0.7778304281379674,1,0.4762023925394601,0.8800298130837184
dm-breathy,1,0.7778304281379674,1,0.49887869694610104,0.3545399280887809
dm-breathy,1,0.7778304281379674,1,0.521555001352742,0.6809944818386727
dm-breathy,1,0.7778304281379674,1,0.5442313057593829,0.4432330499020709
dm-breathy,1,0.7778304281379674,1,0.566907610166024,0.4013903946443088
dm-breathy,1,0.7778304281379674,1,0.5895839145726649,0.49994119158200556
dm-breathy,1,0.7778304281379674,1,0.6122602189793058,0.4502112762549112
dm-breathy,1,0.7778304281379674,1,0.6349365233859469,0.4142768970051828
dm-breathy,1,0.7778304281379674,1,0.6576128277925878,0.4644028954744903
dm-breathy,1,0.7778304281379674,1,0.6802891321992287,0.4450989637132872
dm-breathy,1,0.7778304281379674,1,0.7029654366058696,0.3936255933284513
dm-breathy,1,0.7778304281379674,1,0.7256417410125107,0.4648417359256335
dm-breathy,1,0.7778304281379674,1,0.7483180454191516,0.36148176578218516
dm-breathy,1,0.7778304281379674,1,0.7709943498257925,0.5058572342197678
dm-breathy,1,0.7778304281379674,1,0.7936706542324335,0.3698281358729044
dm-breathy,1,0.7778304281379674,1,0.8163469586390745,0.44942031996577303
dm-breathy,1,0.7778304281379674,1,0.8390232630457154,0.4585809784487779
dm-breathy,1,0.7778304281379674,1,0.8616995674523564,0.38997119303646
