sentence,frame,word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
They'll say 'teepus' this Tuesday,She'll say '{word}' this Sunday,teepus,0,0,0,108,space,2.35398983955,2019_Feb_26_1159,59.83255516706681,english,en13,
She'll say 'teebus' this Sunday,We'll say '{word}' this Friday,teebus,0,1,1,61,space,2.02062511444,2019_Feb_26_1159,59.83255516706681,english,en13,
We'll say 'terkus' this Friday,I'll say '{word}' this Thursday,terkus,0,2,2,92,space,1.75144696236,2019_Feb_26_1159,59.83255516706681,english,en13,
I'll say 'tergus' this Thursday,You'll say '{word}' this Monday,tergus,0,3,3,21,space,2.003688097,2019_Feb_26_1159,59.83255516706681,english,en13,
They'll say 'tarp' this Tuesday,They'll say '{word}' this Tuesday,tarp,0,4,4,100,space,1.95356893539,2019_Feb_26_1159,59.83255516706681,english,en13,
They'll say 'tark' this Tuesday,I'll say '{word}' this Thursday,tark,0,5,5,106,space,1.9036450386,2019_Feb_26_1159,59.83255516706681,english,en13,
She'll say 'teepus' this Sunday,She'll say '{word}' this Sunday,teepus,0,6,6,60,space,1.85154414177,2019_Feb_26_1159,59.83255516706681,english,en13,
They'll say 'targ' this Tuesday,You'll say '{word}' this Monday,targ,0,7,7,107,space,1.9363219738,2019_Feb_26_1159,59.83255516706681,english,en13,
You'll say 'terp' this Monday,She'll say '{word}' this Sunday,terp,0,8,8,26,space,1.77019405365,2019_Feb_26_1159,59.83255516706681,english,en13,
They'll say 'terg' this Tuesday,They'll say '{word}' this Tuesday,terg,0,9,9,105,space,5.25527906418,2019_Feb_26_1159,59.83255516706681,english,en13,
You'll say 'teep' this Monday,I'll say '{word}' this Thursday,teep,0,10,10,24,space,1.553565979,2019_Feb_26_1159,59.83255516706681,english,en13,
I'll say 'tarp' this Thursday,They'll say '{word}' this Tuesday,tarp,0,11,11,4,space,1.98635005951,2019_Feb_26_1159,59.83255516706681,english,en13,
They'll say 'terk' this Tuesday,We'll say '{word}' this Friday,terk,0,12,12,104,space,7.40621089935,2019_Feb_26_1159,59.83255516706681,english,en13,
We'll say 'teekus' this Friday,We'll say '{word}' this Friday,teekus,0,13,13,90,space,1.7204349041,2019_Feb_26_1159,59.83255516706681,english,en13,
You'll say 'targus' this Monday,We'll say '{word}' this Friday,targus,0,14,14,47,space,1.8182311058,2019_Feb_26_1159,59.83255516706681,english,en13,
They'll say 'tarb' this Tuesday,I'll say '{word}' this Thursday,tarb,0,15,15,101,space,2.13647890091,2019_Feb_26_1159,59.83255516706681,english,en13,
They'll say 'terb' this Tuesday,We'll say '{word}' this Friday,terb,0,16,16,99,space,1.88703203201,2019_Feb_26_1159,59.83255516706681,english,en13,
We'll say 'terb' this Friday,We'll say '{word}' this Friday,terb,0,17,17,75,space,1.78470301628,2019_Feb_26_1159,59.83255516706681,english,en13,
She'll say 'tergus' this Sunday,You'll say '{word}' this Monday,tergus,0,18,18,69,space,1.98628306389,2019_Feb_26_1159,59.83255516706681,english,en13,
We'll say 'teek' this Friday,You'll say '{word}' this Monday,teek,0,19,19,78,space,1.73647499084,2019_Feb_26_1159,59.83255516706681,english,en13,
I'll say 'terkus' this Thursday,I'll say '{word}' this Thursday,terkus,0,20,20,20,space,2.13710808754,2019_Feb_26_1159,59.83255516706681,english,en13,
We'll say 'terk' this Friday,We'll say '{word}' this Friday,terk,0,21,21,80,space,1.75291490555,2019_Feb_26_1159,59.83255516706681,english,en13,
They'll say 'teebus' this Tuesday,We'll say '{word}' this Friday,teebus,0,22,22,109,space,2.33724403381,2019_Feb_26_1159,59.83255516706681,english,en13,
We'll say 'tarp' this Friday,They'll say '{word}' this Tuesday,tarp,0,23,23,76,space,1.73719000816,2019_Feb_26_1159,59.83255516706681,english,en13,
You'll say 'teeb' this Monday,You'll say '{word}' this Monday,teeb,0,24,24,25,space,1.58661198616,2019_Feb_26_1159,59.83255516706681,english,en13,
You'll say 'teekus' this Monday,We'll say '{word}' this Friday,teekus,0,25,25,42,space,1.85353517532,2019_Feb_26_1159,59.83255516706681,english,en13,
We'll say 'terp' this Friday,She'll say '{word}' this Sunday,terp,0,26,26,74,space,1.82020497322,2019_Feb_26_1159,59.83255516706681,english,en13,
She'll say 'teekus' this Sunday,We'll say '{word}' this Friday,teekus,0,27,27,66,space,1.72036981583,2019_Feb_26_1159,59.83255516706681,english,en13,
She'll say 'tarp' this Sunday,They'll say '{word}' this Tuesday,tarp,0,28,28,52,space,1.51995992661,2019_Feb_26_1159,59.83255516706681,english,en13,
You'll say 'teek' this Monday,You'll say '{word}' this Monday,teek,0,29,29,30,space,1.40340805054,2019_Feb_26_1159,59.83255516706681,english,en13,
They'll say 'teekus' this Tuesday,We'll say '{word}' this Friday,teekus,0,30,30,114,space,1.9040749073,2019_Feb_26_1159,59.83255516706681,english,en13,
I'll say 'tarb' this Thursday,I'll say '{word}' this Thursday,tarb,0,31,31,5,space,1.91991901398,2019_Feb_26_1159,59.83255516706681,english,en13,
You'll say 'terkus' this Monday,I'll say '{word}' this Thursday,terkus,0,32,32,44,space,1.88700079918,2019_Feb_26_1159,59.83255516706681,english,en13,
They'll say 'terpus' this Tuesday,They'll say '{word}' this Tuesday,terpus,0,33,33,110,space,2.08710312843,2019_Feb_26_1159,59.83255516706681,english,en13,
We'll say 'tark' this Friday,I'll say '{word}' this Thursday,tark,0,34,34,82,space,1.80348801613,2019_Feb_26_1159,59.83255516706681,english,en13,
She'll say 'terkus' this Sunday,I'll say '{word}' this Thursday,terkus,0,35,35,68,space,1.77034306526,2019_Feb_26_1159,59.83255516706681,english,en13,
I'll say 'teekus' this Thursday,We'll say '{word}' this Friday,teekus,0,36,36,18,space,1.68690109253,2019_Feb_26_1159,59.83255516706681,english,en13,
We'll say 'teebus' this Friday,We'll say '{word}' this Friday,teebus,0,37,37,85,space,2.43719005585,2019_Feb_26_1159,59.83255516706681,english,en13,
I'll say 'teegus' this Thursday,They'll say '{word}' this Tuesday,teegus,0,38,38,19,space,2.03731799126,2019_Feb_26_1159,59.83255516706681,english,en13,
I'll say 'tark' this Thursday,I'll say '{word}' this Thursday,tark,0,39,39,10,space,2.15367698669,2019_Feb_26_1159,59.83255516706681,english,en13,
You'll say 'terpus' this Monday,They'll say '{word}' this Tuesday,terpus,0,40,40,38,space,1.75306296349,2019_Feb_26_1159,59.83255516706681,english,en13,
I'll say 'targ' this Thursday,You'll say '{word}' this Monday,targ,0,41,41,11,space,1.88709592819,2019_Feb_26_1159,59.83255516706681,english,en13,
She'll say 'tarb' this Sunday,I'll say '{word}' this Thursday,tarb,0,42,42,53,space,1.6032230854,2019_Feb_26_1159,59.83255516706681,english,en13,
You'll say 'tarpus' this Monday,You'll say '{word}' this Monday,tarpus,0,43,43,40,space,2.02044081688,2019_Feb_26_1159,59.83255516706681,english,en13,
I'll say 'tarbus' this Thursday,She'll say '{word}' this Sunday,tarbus,0,44,44,17,space,2.07027721405,2019_Feb_26_1159,59.83255516706681,english,en13,
You'll say 'teeg' this Monday,She'll say '{word}' this Sunday,teeg,0,45,45,31,space,1.82033205032,2019_Feb_26_1159,59.83255516706681,english,en13,
She'll say 'teeg' this Sunday,She'll say '{word}' this Sunday,teeg,0,46,46,55,space,1.73727798462,2019_Feb_26_1159,59.83255516706681,english,en13,
We'll say 'teeg' this Friday,She'll say '{word}' this Sunday,teeg,0,47,47,79,space,1.72017788887,2019_Feb_26_1159,59.83255516706681,english,en13,
We'll say 'tarpus' this Friday,You'll say '{word}' this Monday,tarpus,0,48,48,88,space,1.78711009026,2019_Feb_26_1159,59.83255516706681,english,en13,
We'll say 'targ' this Friday,You'll say '{word}' this Monday,targ,0,49,49,83,space,1.77027201653,2019_Feb_26_1159,59.83255516706681,english,en13,
I'll say 'terbus' this Thursday,I'll say '{word}' this Thursday,terbus,0,50,50,15,space,2.2376999855,2019_Feb_26_1159,59.83255516706681,english,en13,
You'll say 'terbus' this Monday,I'll say '{word}' this Thursday,terbus,0,51,51,39,space,1.93484091759,2019_Feb_26_1159,59.83255516706681,english,en13,
They'll say 'tarkus' this Tuesday,She'll say '{word}' this Sunday,tarkus,0,52,52,118,space,1.85369300842,2019_Feb_26_1159,59.83255516706681,english,en13,
They'll say 'teek' this Tuesday,You'll say '{word}' this Monday,teek,0,53,53,102,space,1.95347619057,2019_Feb_26_1159,59.83255516706681,english,en13,
