sentence,frame,word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
I'll say 'terkus' this Thursday,I'll say '{word}' this Thursday,terkus,0,30,30,20,space,4.28779888153,2019_Feb_22_1407,59.75958271058597,english,en06,
She'll say 'terg' this Sunday,They'll say '{word}' this Tuesday,terg,0,31,31,57,space,1.92027807236,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'teeb' this Thursday,You'll say '{word}' this Monday,teeb,0,32,32,1,space,3.9215400219,2019_Feb_22_1407,59.75958271058597,english,en06,
We'll say 'terpus' this Friday,They'll say '{word}' this Tuesday,terpus,0,33,33,86,space,2.13719797134,2019_Feb_22_1407,59.75958271058597,english,en06,
They'll say 'teeb' this Tuesday,You'll say '{word}' this Monday,teeb,0,34,34,97,space,1.93714499474,2019_Feb_22_1407,59.75958271058597,english,en06,
We'll say 'targus' this Friday,We'll say '{word}' this Friday,targus,0,35,35,95,space,2.1542570591,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'tark' this Thursday,I'll say '{word}' this Thursday,tark,0,36,36,10,space,1.88774681091,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'tarbus' this Thursday,She'll say '{word}' this Sunday,tarbus,0,37,37,17,space,1.75340104103,2019_Feb_22_1407,59.75958271058597,english,en06,
They'll say 'terpus' this Tuesday,They'll say '{word}' this Tuesday,terpus,0,38,38,110,space,2.0372531414,2019_Feb_22_1407,59.75958271058597,english,en06,
We'll say 'terk' this Friday,We'll say '{word}' this Friday,terk,0,39,39,80,space,1.85291385651,2019_Feb_22_1407,59.75958271058597,english,en06,
We'll say 'teeb' this Friday,You'll say '{word}' this Monday,teeb,0,40,40,73,space,1.83626317978,2019_Feb_22_1407,59.75958271058597,english,en06,
They'll say 'terkus' this Tuesday,I'll say '{word}' this Thursday,terkus,0,41,41,116,space,2.47040510178,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'teeg' this Thursday,She'll say '{word}' this Sunday,teeg,0,42,42,7,space,1.88639903069,2019_Feb_22_1407,59.75958271058597,english,en06,
We'll say 'teebus' this Friday,We'll say '{word}' this Friday,teebus,0,43,43,85,space,1.65307712555,2019_Feb_22_1407,59.75958271058597,english,en06,
She'll say 'terkus' this Sunday,I'll say '{word}' this Thursday,terkus,0,44,44,68,space,1.88727211952,2019_Feb_22_1407,59.75958271058597,english,en06,
They'll say 'targ' this Tuesday,You'll say '{word}' this Monday,targ,0,45,45,107,space,1.78705596924,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'targus' this Monday,We'll say '{word}' this Friday,targus,0,46,46,47,space,2.3042371273,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'tarp' this Monday,They'll say '{word}' this Tuesday,tarp,0,47,47,28,space,1.88719987869,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'tergus' this Thursday,You'll say '{word}' this Monday,tergus,0,48,48,21,space,2.1708920002,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'teekus' this Thursday,We'll say '{word}' this Friday,teekus,0,49,49,18,space,1.96979093552,2019_Feb_22_1407,59.75958271058597,english,en06,
They'll say 'terg' this Tuesday,They'll say '{word}' this Tuesday,terg,0,50,50,105,space,2.22058105469,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'terkus' this Monday,I'll say '{word}' this Thursday,terkus,0,51,51,44,space,2.66925096512,2019_Feb_22_1407,59.75958271058597,english,en06,
We'll say 'tarb' this Friday,I'll say '{word}' this Thursday,tarb,0,52,52,77,space,1.86977505684,2019_Feb_22_1407,59.75958271058597,english,en06,
They'll say 'teekus' this Tuesday,We'll say '{word}' this Friday,teekus,0,53,53,114,space,4.37191295624,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'tarkus' this Thursday,She'll say '{word}' this Sunday,tarkus,0,54,54,22,space,2.23714184761,2019_Feb_22_1407,59.75958271058597,english,en06,
She'll say 'targ' this Sunday,You'll say '{word}' this Monday,targ,0,55,55,59,space,1.80239892006,2019_Feb_22_1407,59.75958271058597,english,en06,
We'll say 'teegus' this Friday,They'll say '{word}' this Tuesday,teegus,0,56,56,91,space,1.88700509071,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'tarp' this Thursday,They'll say '{word}' this Tuesday,tarp,0,57,57,4,space,1.83480906487,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'terg' this Thursday,They'll say '{word}' this Tuesday,terg,0,58,58,9,space,3.87114500999,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'teegus' this Thursday,They'll say '{word}' this Tuesday,teegus,0,59,59,19,space,2.43707299232,2019_Feb_22_1407,59.75958271058597,english,en06,
They'll say 'tarp' this Tuesday,They'll say '{word}' this Tuesday,tarp,0,60,60,100,space,1.68712592125,2019_Feb_22_1407,59.75958271058597,english,en06,
She'll say 'terk' this Sunday,We'll say '{word}' this Friday,terk,0,61,61,56,space,2.47069191933,2019_Feb_22_1407,59.75958271058597,english,en06,
She'll say 'terp' this Sunday,She'll say '{word}' this Sunday,terp,0,62,62,50,space,2.00286316872,2019_Feb_22_1407,59.75958271058597,english,en06,
They'll say 'tarb' this Tuesday,I'll say '{word}' this Thursday,tarb,0,63,63,101,space,2.3875451088,2019_Feb_22_1407,59.75958271058597,english,en06,
She'll say 'teepus' this Sunday,She'll say '{word}' this Sunday,teepus,0,64,64,60,space,2.28522920609,2019_Feb_22_1407,59.75958271058597,english,en06,
We'll say 'teep' this Friday,I'll say '{word}' this Thursday,teep,0,65,65,72,space,2.03717088699,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'teebus' this Monday,We'll say '{word}' this Friday,teebus,0,66,66,37,space,2.33714103699,2019_Feb_22_1407,59.75958271058597,english,en06,
They'll say 'terp' this Tuesday,She'll say '{word}' this Sunday,terp,0,67,67,98,space,2.05372285843,2019_Feb_22_1407,59.75958271058597,english,en06,
She'll say 'terb' this Sunday,We'll say '{word}' this Friday,terb,0,68,68,51,space,2.23650503159,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'tarb' this Thursday,I'll say '{word}' this Thursday,tarb,0,69,69,5,space,4.2043659687,2019_Feb_22_1407,59.75958271058597,english,en06,
She'll say 'terbus' this Sunday,I'll say '{word}' this Thursday,terbus,0,70,70,63,space,2.2037768364,2019_Feb_22_1407,59.75958271058597,english,en06,
She'll say 'tarkus' this Sunday,She'll say '{word}' this Sunday,tarkus,0,71,71,70,space,2.20395302773,2019_Feb_22_1407,59.75958271058597,english,en06,
We'll say 'tarpus' this Friday,You'll say '{word}' this Monday,tarpus,0,72,72,88,space,2.21992397308,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'tark' this Monday,I'll say '{word}' this Thursday,tark,0,73,73,34,space,1.87037611008,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'terk' this Thursday,We'll say '{word}' this Friday,terk,0,74,74,8,space,1.8868060112,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'teep' this Monday,I'll say '{word}' this Thursday,teep,0,75,75,24,space,1.72039484978,2019_Feb_22_1407,59.75958271058597,english,en06,
We'll say 'tarkus' this Friday,She'll say '{word}' this Sunday,tarkus,0,76,76,94,space,2.00472211838,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'tarpus' this Monday,You'll say '{word}' this Monday,tarpus,0,77,77,40,space,1.87082505226,2019_Feb_22_1407,59.75958271058597,english,en06,
She'll say 'teegus' this Sunday,They'll say '{word}' this Tuesday,teegus,0,78,78,67,space,21.5305240154,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'teekus' this Monday,We'll say '{word}' this Friday,teekus,0,79,79,42,space,1.97037816048,2019_Feb_22_1407,59.75958271058597,english,en06,
We'll say 'teekus' this Friday,We'll say '{word}' this Friday,teekus,0,80,80,90,space,1.80290198326,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'terp' this Monday,She'll say '{word}' this Sunday,terp,0,81,81,26,space,1.58654880524,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'terpus' this Thursday,They'll say '{word}' this Tuesday,terpus,0,82,82,14,space,1.90344500542,2019_Feb_22_1407,59.75958271058597,english,en06,
They'll say 'terbus' this Tuesday,I'll say '{word}' this Thursday,terbus,0,83,83,111,space,2.10364890099,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'terb' this Thursday,We'll say '{word}' this Friday,terb,0,84,84,3,space,1.70323395729,2019_Feb_22_1407,59.75958271058597,english,en06,
They'll say 'terk' this Tuesday,We'll say '{word}' this Friday,terk,0,85,85,104,space,1.6366109848,2019_Feb_22_1407,59.75958271058597,english,en06,
We'll say 'teek' this Friday,You'll say '{word}' this Monday,teek,0,86,86,78,space,1.91989994049,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'teepus' this Monday,She'll say '{word}' this Sunday,teepus,0,87,87,36,space,2.22059011459,2019_Feb_22_1407,59.75958271058597,english,en06,
They'll say 'tark' this Tuesday,I'll say '{word}' this Thursday,tark,0,88,88,106,space,1.70395302773,2019_Feb_22_1407,59.75958271058597,english,en06,
They'll say 'teebus' this Tuesday,We'll say '{word}' this Friday,teebus,0,89,89,109,space,1.92070603371,2019_Feb_22_1407,59.75958271058597,english,en06,
We'll say 'terg' this Friday,They'll say '{word}' this Tuesday,terg,0,90,90,81,space,1.634526968,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'terpus' this Monday,They'll say '{word}' this Tuesday,terpus,0,91,91,38,space,1.68705797195,2019_Feb_22_1407,59.75958271058597,english,en06,
We'll say 'teeg' this Friday,She'll say '{word}' this Sunday,teeg,0,92,92,79,space,1.85229706764,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'terb' this Monday,We'll say '{word}' this Friday,terb,0,93,93,27,space,1.72024917603,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'terk' this Monday,We'll say '{word}' this Friday,terk,0,94,94,32,space,1.90125989914,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'teek' this Monday,You'll say '{word}' this Monday,teek,0,95,95,30,space,1.970484972,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'tarkus' this Monday,She'll say '{word}' this Sunday,tarkus,0,96,96,46,space,1.98620986938,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'teeb' this Monday,You'll say '{word}' this Monday,teeb,0,97,97,25,space,2.40383887291,2019_Feb_22_1407,59.75958271058597,english,en06,
She'll say 'teeg' this Sunday,She'll say '{word}' this Sunday,teeg,0,98,98,55,space,1.97029995918,2019_Feb_22_1407,59.75958271058597,english,en06,
She'll say 'targus' this Sunday,We'll say '{word}' this Friday,targus,0,99,99,71,space,2.2705719471,2019_Feb_22_1407,59.75958271058597,english,en06,
She'll say 'teep' this Sunday,I'll say '{word}' this Thursday,teep,0,100,100,48,space,1.87038612366,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'terbus' this Monday,I'll say '{word}' this Thursday,terbus,0,101,101,39,space,1.78688597679,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'tarpus' this Thursday,You'll say '{word}' this Monday,tarpus,0,102,102,16,space,1.80387496948,2019_Feb_22_1407,59.75958271058597,english,en06,
They'll say 'tarbus' this Tuesday,She'll say '{word}' this Sunday,tarbus,0,103,103,113,space,1.97042989731,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'targus' this Thursday,We'll say '{word}' this Friday,targus,0,104,104,23,space,1.80375885963,2019_Feb_22_1407,59.75958271058597,english,en06,
They'll say 'teegus' this Tuesday,They'll say '{word}' this Tuesday,teegus,0,105,105,115,space,2.3539750576,2019_Feb_22_1407,59.75958271058597,english,en06,
They'll say 'tarkus' this Tuesday,She'll say '{word}' this Sunday,tarkus,0,106,106,118,space,2.03681898117,2019_Feb_22_1407,59.75958271058597,english,en06,
We'll say 'terkus' this Friday,I'll say '{word}' this Thursday,terkus,0,107,107,92,space,2.17080402374,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'teebus' this Thursday,We'll say '{word}' this Friday,teebus,0,108,108,13,space,2.40409994125,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'targ' this Monday,You'll say '{word}' this Monday,targ,0,109,109,35,space,1.70358300209,2019_Feb_22_1407,59.75958271058597,english,en06,
She'll say 'tark' this Sunday,I'll say '{word}' this Thursday,tark,0,110,110,58,space,1.9531750679,2019_Feb_22_1407,59.75958271058597,english,en06,
We'll say 'terb' this Friday,We'll say '{word}' this Friday,terb,0,111,111,75,space,2.03642988205,2019_Feb_22_1407,59.75958271058597,english,en06,
They'll say 'tarpus' this Tuesday,You'll say '{word}' this Monday,tarpus,0,112,112,112,space,1.93706011772,2019_Feb_22_1407,59.75958271058597,english,en06,
She'll say 'terpus' this Sunday,They'll say '{word}' this Tuesday,terpus,0,113,113,62,space,16.4911520481,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'teek' this Thursday,You'll say '{word}' this Monday,teek,0,114,114,6,space,1.71737504005,2019_Feb_22_1407,59.75958271058597,english,en06,
I'll say 'teep' this Thursday,I'll say '{word}' this Thursday,teep,0,115,115,0,space,1.48696494102,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'tarbus' this Monday,She'll say '{word}' this Sunday,tarbus,0,116,116,41,space,1.6015689373,2019_Feb_22_1407,59.75958271058597,english,en06,
We'll say 'tergus' this Friday,You'll say '{word}' this Monday,tergus,0,117,117,93,space,1.65347003937,2019_Feb_22_1407,59.75958271058597,english,en06,
We'll say 'targ' this Friday,You'll say '{word}' this Monday,targ,0,118,118,83,space,1.65337896347,2019_Feb_22_1407,59.75958271058597,english,en06,
You'll say 'tergus' this Monday,You'll say '{word}' this Monday,tergus,0,119,119,45,space,1.88673782349,2019_Feb_22_1407,59.75958271058597,english,en06,
