sentence,frame,word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
We'll say 'tarkus' this Friday,She'll say '{word}' this Sunday,tarkus,0,0,0,94,space,6.23854613304,2019_Feb_19_1056,59.894585173665995,english,en001,
She'll say 'terbus' this Sunday,I'll say '{word}' this Thursday,terbus,0,1,1,63,space,2.58743906021,2019_Feb_19_1056,59.894585173665995,english,en001,
We'll say 'teegus' this Friday,They'll say '{word}' this Tuesday,teegus,0,2,2,91,space,2.40147614479,2019_Feb_19_1056,59.894585173665995,english,en001,
I'll say 'tarbus' this Thursday,She'll say '{word}' this Sunday,tarbus,0,3,3,17,space,2.57078003883,2019_Feb_19_1056,59.894585173665995,english,en001,
You'll say 'terbus' this Monday,I'll say '{word}' this Thursday,terbus,0,4,4,39,space,5.12186980247,2019_Feb_19_1056,59.894585173665995,english,en001,
She'll say 'tarp' this Sunday,They'll say '{word}' this Tuesday,tarp,0,5,5,52,space,2.28688597679,2019_Feb_19_1056,59.894585173665995,english,en001,
I'll say 'teeb' this Thursday,You'll say '{word}' this Monday,teeb,0,6,6,1,space,7.0396490097,2019_Feb_19_1056,59.894585173665995,english,en001,
She'll say 'tarbus' this Sunday,She'll say '{word}' this Sunday,tarbus,0,7,7,65,space,2.2205991745,2019_Feb_19_1056,59.894585173665995,english,en001,
You'll say 'terkus' this Monday,I'll say '{word}' this Thursday,terkus,0,8,8,44,space,2.32033991814,2019_Feb_19_1056,59.894585173665995,english,en001,
She'll say 'terb' this Sunday,We'll say '{word}' this Friday,terb,0,9,9,51,space,1.95309400558,2019_Feb_19_1056,59.894585173665995,english,en001,
You'll say 'teep' this Monday,I'll say '{word}' this Thursday,teep,0,10,10,24,space,1.90353918076,2019_Feb_19_1056,59.894585173665995,english,en001,
She'll say 'tergus' this Sunday,You'll say '{word}' this Monday,tergus,0,11,11,69,space,2.22062802315,2019_Feb_19_1056,59.894585173665995,english,en001,
I'll say 'targ' this Thursday,You'll say '{word}' this Monday,targ,0,12,12,11,space,2.20333981514,2019_Feb_19_1056,59.894585173665995,english,en001,
They'll say 'teep' this Tuesday,I'll say '{word}' this Thursday,teep,0,13,13,96,space,2.20378780365,2019_Feb_19_1056,59.894585173665995,english,en001,
They'll say 'tarpus' this Tuesday,You'll say '{word}' this Monday,tarpus,0,14,14,112,space,5.10303497314,2019_Feb_19_1056,59.894585173665995,english,en001,
We'll say 'targus' this Friday,We'll say '{word}' this Friday,targus,0,15,15,95,space,2.13466000557,2019_Feb_19_1056,59.894585173665995,english,en001,
She'll say 'teegus' this Sunday,They'll say '{word}' this Tuesday,teegus,0,16,16,67,space,2.17060685158,2019_Feb_19_1056,59.894585173665995,english,en001,
I'll say 'terkus' this Thursday,I'll say '{word}' this Thursday,terkus,0,17,17,20,space,2.06978487968,2019_Feb_19_1056,59.894585173665995,english,en001,
