sentence,frame,word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
She'll say 'teeb' this Sunday,You'll say '{word}' this Monday,teeb,0,25,25,49,space,1.8870370388,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'teebus' this Friday,We'll say '{word}' this Friday,teebus,0,26,26,85,space,1.62030792236,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'teekus' this Sunday,We'll say '{word}' this Friday,teekus,0,27,27,66,space,1.73670101166,2019_Feb_26_1133,59.92256634007378,english,en12,
You'll say 'terg' this Monday,They'll say '{word}' this Tuesday,terg,0,28,28,33,space,1.83675408363,2019_Feb_26_1133,59.92256634007378,english,en12,
You'll say 'teep' this Monday,I'll say '{word}' this Thursday,teep,0,29,29,24,space,1.66940879822,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'teek' this Friday,You'll say '{word}' this Monday,teek,0,30,30,78,space,1.55301594734,2019_Feb_26_1133,59.92256634007378,english,en12,
You'll say 'tarpus' this Monday,You'll say '{word}' this Monday,tarpus,0,31,31,40,space,1.78700709343,2019_Feb_26_1133,59.92256634007378,english,en12,
I'll say 'tarb' this Thursday,I'll say '{word}' this Thursday,tarb,0,32,32,5,space,1.61971592903,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'tarbus' this Sunday,She'll say '{word}' this Sunday,tarbus,0,33,33,65,space,2.00148797035,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'tarkus' this Sunday,She'll say '{word}' this Sunday,tarkus,0,34,34,70,space,1.71979999542,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'terkus' this Friday,I'll say '{word}' this Thursday,terkus,0,35,35,92,space,1.67005896568,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'terbus' this Sunday,I'll say '{word}' this Thursday,terbus,0,36,36,63,space,1.78696107864,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'tarpus' this Friday,You'll say '{word}' this Monday,tarpus,0,37,37,88,space,1.85363101959,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'tark' this Sunday,I'll say '{word}' this Thursday,tark,0,38,38,58,space,1.9538090229,2019_Feb_26_1133,59.92256634007378,english,en12,
You'll say 'teebus' this Monday,We'll say '{word}' this Friday,teebus,0,39,39,37,space,1.65126991272,2019_Feb_26_1133,59.92256634007378,english,en12,
I'll say 'tarp' this Thursday,They'll say '{word}' this Tuesday,tarp,0,40,40,4,space,1.7029299736,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'terb' this Tuesday,We'll say '{word}' this Friday,terb,0,41,41,99,space,2.07051587105,2019_Feb_26_1133,59.92256634007378,english,en12,
I'll say 'teep' this Thursday,I'll say '{word}' this Thursday,teep,0,42,42,0,space,47.9935698509,2019_Feb_26_1133,59.92256634007378,english,en12,
I'll say 'teebus' this Thursday,We'll say '{word}' this Friday,teebus,0,43,43,13,space,3.50439596176,2019_Feb_26_1133,59.92256634007378,english,en12,
You'll say 'tergus' this Monday,You'll say '{word}' this Monday,tergus,0,44,44,45,space,2.05392289162,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'terg' this Friday,They'll say '{word}' this Tuesday,terg,0,45,45,81,space,1.63622283936,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'teepus' this Sunday,She'll say '{word}' this Sunday,teepus,0,46,46,60,space,2.16943788528,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'teeb' this Tuesday,You'll say '{word}' this Monday,teeb,0,47,47,97,space,5.03841900826,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'terkus' this Tuesday,I'll say '{word}' this Thursday,terkus,0,48,48,116,space,2.05354094505,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'tergus' this Tuesday,You'll say '{word}' this Monday,tergus,0,49,49,117,space,1.83701515198,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'terk' this Friday,We'll say '{word}' this Friday,terk,0,50,50,80,space,1.78625512123,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'tarpus' this Sunday,You'll say '{word}' this Monday,tarpus,0,51,51,64,space,2.27010202408,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'teekus' this Tuesday,We'll say '{word}' this Friday,teekus,0,52,52,114,space,1.83699798584,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'teep' this Tuesday,I'll say '{word}' this Thursday,teep,0,53,53,96,space,1.78655982018,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'teek' this Tuesday,You'll say '{word}' this Monday,teek,0,54,54,102,space,1.75124692917,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'terbus' this Friday,I'll say '{word}' this Thursday,terbus,0,55,55,87,space,1.97012615204,2019_Feb_26_1133,59.92256634007378,english,en12,
I'll say 'teeb' this Thursday,You'll say '{word}' this Monday,teeb,0,56,56,1,space,7.15479779243,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'terp' this Friday,She'll say '{word}' this Sunday,terp,0,57,57,74,space,1.52011013031,2019_Feb_26_1133,59.92256634007378,english,en12,
You'll say 'targus' this Monday,We'll say '{word}' this Friday,targus,0,58,58,47,space,1.70293998718,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'teep' this Friday,I'll say '{word}' this Thursday,teep,0,59,59,72,space,2.06794404984,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'terpus' this Tuesday,They'll say '{word}' this Tuesday,terpus,0,60,60,110,space,1.83691596985,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'terp' this Tuesday,She'll say '{word}' this Sunday,terp,0,61,61,98,space,1.8368999958,2019_Feb_26_1133,59.92256634007378,english,en12,
You'll say 'tarb' this Monday,I'll say '{word}' this Thursday,tarb,0,62,62,29,space,2.16976499557,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'tergus' this Sunday,You'll say '{word}' this Monday,tergus,0,63,63,69,space,1.85388994217,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'terk' this Sunday,We'll say '{word}' this Friday,terk,0,64,64,56,space,1.6535961628,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'tarbus' this Tuesday,She'll say '{word}' this Sunday,tarbus,0,65,65,113,space,1.93722701073,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'tark' this Tuesday,I'll say '{word}' this Thursday,tark,0,66,66,106,space,2.03488302231,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'teebus' this Sunday,We'll say '{word}' this Friday,teebus,0,67,67,61,space,1.9363489151,2019_Feb_26_1133,59.92256634007378,english,en12,
I'll say 'teeg' this Thursday,She'll say '{word}' this Sunday,teeg,0,68,68,7,space,1.93471312523,2019_Feb_26_1133,59.92256634007378,english,en12,
You'll say 'terb' this Monday,We'll say '{word}' this Friday,terb,0,69,69,27,space,1.68680715561,2019_Feb_26_1133,59.92256634007378,english,en12,
You'll say 'terk' this Monday,We'll say '{word}' this Friday,terk,0,70,70,32,space,1.60357308388,2019_Feb_26_1133,59.92256634007378,english,en12,
I'll say 'targ' this Thursday,You'll say '{word}' this Monday,targ,0,71,71,11,space,1.55323290825,2019_Feb_26_1133,59.92256634007378,english,en12,
You'll say 'terkus' this Monday,I'll say '{word}' this Thursday,terkus,0,72,72,44,space,1.91800498962,2019_Feb_26_1133,59.92256634007378,english,en12,
You'll say 'terbus' this Monday,I'll say '{word}' this Thursday,terbus,0,73,73,39,space,1.58684897423,2019_Feb_26_1133,59.92256634007378,english,en12,
I'll say 'tark' this Thursday,I'll say '{word}' this Thursday,tark,0,74,74,10,space,1.75374412537,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'terbus' this Tuesday,I'll say '{word}' this Thursday,terbus,0,75,75,111,space,1.91961812973,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'tergus' this Friday,You'll say '{word}' this Monday,tergus,0,76,76,93,space,1.68442797661,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'targ' this Sunday,You'll say '{word}' this Monday,targ,0,77,77,59,space,1.67039299011,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'teeb' this Friday,You'll say '{word}' this Monday,teeb,0,78,78,73,space,1.88708496094,2019_Feb_26_1133,59.92256634007378,english,en12,
I'll say 'teepus' this Thursday,She'll say '{word}' this Sunday,teepus,0,79,79,12,space,4.63599705696,2019_Feb_26_1133,59.92256634007378,english,en12,
I'll say 'tarkus' this Thursday,She'll say '{word}' this Sunday,tarkus,0,80,80,22,space,2.11957597733,2019_Feb_26_1133,59.92256634007378,english,en12,
You'll say 'tarp' this Monday,They'll say '{word}' this Tuesday,tarp,0,81,81,28,space,1.57033586502,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'terg' this Sunday,They'll say '{word}' this Tuesday,terg,0,82,82,57,space,1.85374307632,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'terkus' this Sunday,I'll say '{word}' this Thursday,terkus,0,83,83,68,space,1.81993293762,2019_Feb_26_1133,59.92256634007378,english,en12,
I'll say 'terk' this Thursday,We'll say '{word}' this Friday,terk,0,84,84,8,space,2.10401582718,2019_Feb_26_1133,59.92256634007378,english,en12,
You'll say 'teeb' this Monday,You'll say '{word}' this Monday,teeb,0,85,85,25,space,1.63719582558,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'terk' this Tuesday,We'll say '{word}' this Friday,terk,0,86,86,104,space,2.05367898941,2019_Feb_26_1133,59.92256634007378,english,en12,
I'll say 'teekus' this Thursday,We'll say '{word}' this Friday,teekus,0,87,87,18,space,1.91787815094,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'teepus' this Friday,She'll say '{word}' this Sunday,teepus,0,88,88,84,space,2.02046179771,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'targ' this Friday,You'll say '{word}' this Monday,targ,0,89,89,83,space,2.10335993767,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'teeg' this Tuesday,She'll say '{word}' this Sunday,teeg,0,90,90,103,space,2.12022209167,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'teeg' this Sunday,She'll say '{word}' this Sunday,teeg,0,91,91,55,space,1.61972808838,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'terpus' this Friday,They'll say '{word}' this Tuesday,terpus,0,92,92,86,space,1.85369706154,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'terb' this Sunday,We'll say '{word}' this Friday,terb,0,93,93,51,space,1.92067313194,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'targus' this Tuesday,We'll say '{word}' this Friday,targus,0,94,94,119,space,4.76970696449,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'tarpus' this Tuesday,You'll say '{word}' this Monday,tarpus,0,95,95,112,space,1.85357499123,2019_Feb_26_1133,59.92256634007378,english,en12,
I'll say 'terp' this Thursday,She'll say '{word}' this Sunday,terp,0,96,96,2,space,1.68691110611,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'targ' this Tuesday,You'll say '{word}' this Monday,targ,0,97,97,107,space,1.83715510368,2019_Feb_26_1133,59.92256634007378,english,en12,
You'll say 'teeg' this Monday,She'll say '{word}' this Sunday,teeg,0,98,98,31,space,1.5368950367,2019_Feb_26_1133,59.92256634007378,english,en12,
You'll say 'tarkus' this Monday,She'll say '{word}' this Sunday,tarkus,0,99,99,46,space,1.60309815407,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'terpus' this Sunday,They'll say '{word}' this Tuesday,terpus,0,100,100,62,space,2.62052989006,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'teep' this Sunday,I'll say '{word}' this Thursday,teep,0,101,101,48,space,1.45323801041,2019_Feb_26_1133,59.92256634007378,english,en12,
I'll say 'terbus' this Thursday,I'll say '{word}' this Thursday,terbus,0,102,102,15,space,2.054063797,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'terb' this Friday,We'll say '{word}' this Friday,terb,0,103,103,75,space,5.45525312424,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'tarb' this Sunday,I'll say '{word}' this Thursday,tarb,0,104,104,53,space,1.91986584663,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'teegus' this Tuesday,They'll say '{word}' this Tuesday,teegus,0,105,105,115,space,1.92008090019,2019_Feb_26_1133,59.92256634007378,english,en12,
You'll say 'tark' this Monday,I'll say '{word}' this Thursday,tark,0,106,106,34,space,1.68641400337,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'teek' this Sunday,You'll say '{word}' this Monday,teek,0,107,107,54,space,1.77060508728,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'tark' this Friday,I'll say '{word}' this Thursday,tark,0,108,108,82,space,1.53602313995,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'tarb' this Friday,I'll say '{word}' this Thursday,tarb,0,109,109,77,space,1.50371193886,2019_Feb_26_1133,59.92256634007378,english,en12,
You'll say 'teegus' this Monday,They'll say '{word}' this Tuesday,teegus,0,110,110,43,space,1.47021317482,2019_Feb_26_1133,59.92256634007378,english,en12,
She'll say 'teegus' this Sunday,They'll say '{word}' this Tuesday,teegus,0,111,111,67,space,1.55314517021,2019_Feb_26_1133,59.92256634007378,english,en12,
I'll say 'terb' this Thursday,We'll say '{word}' this Friday,terb,0,112,112,3,space,2.07032799721,2019_Feb_26_1133,59.92256634007378,english,en12,
I'll say 'teegus' this Thursday,They'll say '{word}' this Tuesday,teegus,0,113,113,19,space,1.66800618172,2019_Feb_26_1133,59.92256634007378,english,en12,
I'll say 'tarpus' this Thursday,You'll say '{word}' this Monday,tarpus,0,114,114,16,space,2.67055797577,2019_Feb_26_1133,59.92256634007378,english,en12,
They'll say 'tarb' this Tuesday,I'll say '{word}' this Thursday,tarb,0,115,115,101,space,16.6105818748,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'teegus' this Friday,They'll say '{word}' this Tuesday,teegus,0,116,116,91,space,5.20478701591,2019_Feb_26_1133,59.92256634007378,english,en12,
I'll say 'targus' this Thursday,We'll say '{word}' this Friday,targus,0,117,117,23,space,4.70539689064,2019_Feb_26_1133,59.92256634007378,english,en12,
You'll say 'teekus' this Monday,We'll say '{word}' this Friday,teekus,0,118,118,42,space,4.00558304787,2019_Feb_26_1133,59.92256634007378,english,en12,
We'll say 'teeg' this Friday,She'll say '{word}' this Sunday,teeg,0,119,119,79,space,1.8203318119,2019_Feb_26_1133,59.92256634007378,english,en12,
