sentence,frame,word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
You'll say 'terbus' this Monday,I'll say '{word}' this Thursday,terbus,0,36,36,39,space,2.10144901276,2019_Feb_22_1032,59.97431901050976,english,en05,
They'll say 'terb' this Tuesday,We'll say '{word}' this Friday,terb,0,37,37,99,space,2.00358700752,2019_Feb_22_1032,59.97431901050976,english,en05,
She'll say 'teek' this Sunday,You'll say '{word}' this Monday,teek,0,38,38,54,space,1.77041602135,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'teeb' this Thursday,You'll say '{word}' this Monday,teeb,0,39,39,1,space,1.72046494484,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'tergus' this Thursday,You'll say '{word}' this Monday,tergus,0,40,40,21,space,1.97044086456,2019_Feb_22_1032,59.97431901050976,english,en05,
They'll say 'tarkus' this Tuesday,She'll say '{word}' this Sunday,tarkus,0,41,41,118,space,4.93864679337,2019_Feb_22_1032,59.97431901050976,english,en05,
She'll say 'tergus' this Sunday,You'll say '{word}' this Monday,tergus,0,42,42,69,space,2.00340008736,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'tarpus' this Thursday,You'll say '{word}' this Monday,tarpus,0,43,43,16,space,2.07020998001,2019_Feb_22_1032,59.97431901050976,english,en05,
They'll say 'terg' this Tuesday,They'll say '{word}' this Tuesday,terg,0,44,44,105,space,2.13687586784,2019_Feb_22_1032,59.97431901050976,english,en05,
We'll say 'teegus' this Friday,They'll say '{word}' this Tuesday,teegus,0,45,45,91,space,1.98498797417,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'tarp' this Monday,They'll say '{word}' this Tuesday,tarp,0,46,46,28,space,1.70352101326,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'terg' this Monday,They'll say '{word}' this Tuesday,terg,0,47,47,33,space,1.9037539959,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'terk' this Monday,We'll say '{word}' this Friday,terk,0,48,48,32,space,1.73699808121,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'terp' this Thursday,She'll say '{word}' this Sunday,terp,0,49,49,2,space,2.08736395836,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'tarkus' this Thursday,She'll say '{word}' this Sunday,tarkus,0,50,50,22,space,2.0865008831,2019_Feb_22_1032,59.97431901050976,english,en05,
We'll say 'teeg' this Friday,She'll say '{word}' this Sunday,teeg,0,51,51,79,space,1.93641996384,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'tarkus' this Monday,She'll say '{word}' this Sunday,tarkus,0,52,52,46,space,1.85366916656,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'terk' this Thursday,We'll say '{word}' this Friday,terk,0,53,53,8,space,1.76968502998,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'terp' this Monday,She'll say '{word}' this Sunday,terp,0,54,54,26,space,1.75118708611,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'tarpus' this Monday,You'll say '{word}' this Monday,tarpus,0,55,55,40,space,1.78688120842,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'tarb' this Thursday,I'll say '{word}' this Thursday,tarb,0,56,56,5,space,1.80373001099,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'teeb' this Monday,You'll say '{word}' this Monday,teeb,0,57,57,25,space,1.78712487221,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'targus' this Thursday,We'll say '{word}' this Friday,targus,0,58,58,23,space,1.98716306686,2019_Feb_22_1032,59.97431901050976,english,en05,
We'll say 'tarb' this Friday,I'll say '{word}' this Thursday,tarb,0,59,59,77,space,1.57005810738,2019_Feb_22_1032,59.97431901050976,english,en05,
We'll say 'tarpus' this Friday,You'll say '{word}' this Monday,tarpus,0,60,60,88,space,1.9193110466,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'teek' this Thursday,You'll say '{word}' this Monday,teek,0,61,61,6,space,2.13725304604,2019_Feb_22_1032,59.97431901050976,english,en05,
They'll say 'terbus' this Tuesday,I'll say '{word}' this Thursday,terbus,0,62,62,111,space,2.13713598251,2019_Feb_22_1032,59.97431901050976,english,en05,
They'll say 'terkus' this Tuesday,I'll say '{word}' this Thursday,terkus,0,63,63,116,space,2.06993794441,2019_Feb_22_1032,59.97431901050976,english,en05,
She'll say 'tarb' this Sunday,I'll say '{word}' this Thursday,tarb,0,64,64,53,space,2.03689789772,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'terpus' this Thursday,They'll say '{word}' this Tuesday,terpus,0,65,65,14,space,1.88656306267,2019_Feb_22_1032,59.97431901050976,english,en05,
We'll say 'tarkus' this Friday,She'll say '{word}' this Sunday,tarkus,0,66,66,94,space,1.76974511147,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'terkus' this Monday,I'll say '{word}' this Thursday,terkus,0,67,67,44,space,1.92047309875,2019_Feb_22_1032,59.97431901050976,english,en05,
They'll say 'tarbus' this Tuesday,She'll say '{word}' this Sunday,tarbus,0,68,68,113,space,2.22044920921,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'teekus' this Thursday,We'll say '{word}' this Friday,teekus,0,69,69,18,space,2.03690505028,2019_Feb_22_1032,59.97431901050976,english,en05,
She'll say 'teegus' this Sunday,They'll say '{word}' this Tuesday,teegus,0,70,70,67,space,2.0038049221,2019_Feb_22_1032,59.97431901050976,english,en05,
She'll say 'terbus' this Sunday,I'll say '{word}' this Thursday,terbus,0,71,71,63,space,2.13746213913,2019_Feb_22_1032,59.97431901050976,english,en05,
We'll say 'tarp' this Friday,They'll say '{word}' this Tuesday,tarp,0,72,72,76,space,1.67024898529,2019_Feb_22_1032,59.97431901050976,english,en05,
They'll say 'teep' this Tuesday,I'll say '{word}' this Thursday,teep,0,73,73,96,space,1.95376205444,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'teepus' this Monday,She'll say '{word}' this Sunday,teepus,0,74,74,36,space,1.6868159771,2019_Feb_22_1032,59.97431901050976,english,en05,
We'll say 'teeb' this Friday,You'll say '{word}' this Monday,teeb,0,75,75,73,space,1.58667302132,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'terg' this Thursday,They'll say '{word}' this Tuesday,terg,0,76,76,9,space,1.6844830513,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'terkus' this Thursday,I'll say '{word}' this Thursday,terkus,0,77,77,20,space,4.98840212822,2019_Feb_22_1032,59.97431901050976,english,en05,
They'll say 'tarb' this Tuesday,I'll say '{word}' this Thursday,tarb,0,78,78,101,space,2.03719997406,2019_Feb_22_1032,59.97431901050976,english,en05,
We'll say 'teepus' this Friday,She'll say '{word}' this Sunday,teepus,0,79,79,84,space,1.68696594238,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'targus' this Monday,We'll say '{word}' this Friday,targus,0,80,80,47,space,1.77051615715,2019_Feb_22_1032,59.97431901050976,english,en05,
They'll say 'terk' this Tuesday,We'll say '{word}' this Friday,terk,0,81,81,104,space,1.68688201904,2019_Feb_22_1032,59.97431901050976,english,en05,
We'll say 'teebus' this Friday,We'll say '{word}' this Friday,teebus,0,82,82,85,space,1.87012410164,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'teegus' this Monday,They'll say '{word}' this Tuesday,teegus,0,83,83,43,space,1.75382804871,2019_Feb_22_1032,59.97431901050976,english,en05,
She'll say 'teeg' this Sunday,She'll say '{word}' this Sunday,teeg,0,84,84,55,space,1.86990308762,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'terpus' this Monday,They'll say '{word}' this Tuesday,terpus,0,85,85,38,space,1.66974186897,2019_Feb_22_1032,59.97431901050976,english,en05,
We'll say 'terp' this Friday,She'll say '{word}' this Sunday,terp,0,86,86,74,space,1.6533601284,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'targ' this Thursday,You'll say '{word}' this Monday,targ,0,87,87,11,space,1.75345110893,2019_Feb_22_1032,59.97431901050976,english,en05,
She'll say 'tarbus' this Sunday,She'll say '{word}' this Sunday,tarbus,0,88,88,65,space,4.75548601151,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'tarb' this Monday,I'll say '{word}' this Thursday,tarb,0,89,89,29,space,1.97057580948,2019_Feb_22_1032,59.97431901050976,english,en05,
She'll say 'terp' this Sunday,She'll say '{word}' this Sunday,terp,0,90,90,50,space,1.67024588585,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'teebus' this Thursday,We'll say '{word}' this Friday,teebus,0,91,91,13,space,1.93676900864,2019_Feb_22_1032,59.97431901050976,english,en05,
We'll say 'teep' this Friday,I'll say '{word}' this Thursday,teep,0,92,92,72,space,1.75288105011,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'tark' this Monday,I'll say '{word}' this Thursday,tark,0,93,93,34,space,1.82025003433,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'tarbus' this Monday,She'll say '{word}' this Sunday,tarbus,0,94,94,41,space,2.00172495842,2019_Feb_22_1032,59.97431901050976,english,en05,
They'll say 'targ' this Tuesday,You'll say '{word}' this Monday,targ,0,95,95,107,space,1.68681192398,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'teegus' this Thursday,They'll say '{word}' this Tuesday,teegus,0,96,96,19,space,2.72034192085,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'teek' this Monday,You'll say '{word}' this Monday,teek,0,97,97,30,space,1.75340104103,2019_Feb_22_1032,59.97431901050976,english,en05,
We'll say 'teekus' this Friday,We'll say '{word}' this Friday,teekus,0,98,98,90,space,2.3035800457,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'teebus' this Monday,We'll say '{word}' this Friday,teebus,0,99,99,37,space,1.70348095894,2019_Feb_22_1032,59.97431901050976,english,en05,
They'll say 'tark' this Tuesday,I'll say '{word}' this Thursday,tark,0,100,100,106,space,1.85165500641,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'teeg' this Thursday,She'll say '{word}' this Sunday,teeg,0,101,101,7,space,1.58645200729,2019_Feb_22_1032,59.97431901050976,english,en05,
They'll say 'terp' this Tuesday,She'll say '{word}' this Sunday,terp,0,102,102,98,space,1.60368609428,2019_Feb_22_1032,59.97431901050976,english,en05,
They'll say 'terpus' this Tuesday,They'll say '{word}' this Tuesday,terpus,0,103,103,110,space,1.819865942,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'terb' this Monday,We'll say '{word}' this Friday,terb,0,104,104,27,space,1.72011113167,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'teeg' this Monday,She'll say '{word}' this Sunday,teeg,0,105,105,31,space,1.7868719101,2019_Feb_22_1032,59.97431901050976,english,en05,
You'll say 'targ' this Monday,You'll say '{word}' this Monday,targ,0,106,106,35,space,1.50116181374,2019_Feb_22_1032,59.97431901050976,english,en05,
They'll say 'tergus' this Tuesday,You'll say '{word}' this Monday,tergus,0,107,107,117,space,2.00361585617,2019_Feb_22_1032,59.97431901050976,english,en05,
She'll say 'teebus' this Sunday,We'll say '{word}' this Friday,teebus,0,108,108,61,space,2.20376610756,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'tarbus' this Thursday,She'll say '{word}' this Sunday,tarbus,0,109,109,17,space,1.77020597458,2019_Feb_22_1032,59.97431901050976,english,en05,
She'll say 'terpus' this Sunday,They'll say '{word}' this Tuesday,terpus,0,110,110,62,space,2.18732595444,2019_Feb_22_1032,59.97431901050976,english,en05,
She'll say 'teeb' this Sunday,You'll say '{word}' this Monday,teeb,0,111,111,49,space,1.85380911827,2019_Feb_22_1032,59.97431901050976,english,en05,
They'll say 'tarp' this Tuesday,They'll say '{word}' this Tuesday,tarp,0,112,112,100,space,1.80140209198,2019_Feb_22_1032,59.97431901050976,english,en05,
We'll say 'terpus' this Friday,They'll say '{word}' this Tuesday,terpus,0,113,113,86,space,2.28778386116,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'terb' this Thursday,We'll say '{word}' this Friday,terb,0,114,114,3,space,2.13718008995,2019_Feb_22_1032,59.97431901050976,english,en05,
She'll say 'targus' this Sunday,We'll say '{word}' this Friday,targus,0,115,115,71,space,1.85290908813,2019_Feb_22_1032,59.97431901050976,english,en05,
I'll say 'teepus' this Thursday,She'll say '{word}' this Sunday,teepus,0,116,116,12,space,4.75459885597,2019_Feb_22_1032,59.97431901050976,english,en05,
We'll say 'terb' this Friday,We'll say '{word}' this Friday,terb,0,117,117,75,space,1.95320105553,2019_Feb_22_1032,59.97431901050976,english,en05,
She'll say 'terkus' this Sunday,I'll say '{word}' this Thursday,terkus,0,118,118,68,space,1.80389904976,2019_Feb_22_1032,59.97431901050976,english,en05,
We'll say 'tergus' this Friday,You'll say '{word}' this Monday,tergus,0,119,119,93,space,1.81802511215,2019_Feb_22_1032,59.97431901050976,english,en05,
