sentence,frame,word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
She'll say 'terb' this Sunday,We'll say '{word}' this Friday,terb,0,0,0,51,space,2.45253801346,2019_Feb_26_1033,59.92796021094713,english,en11,
You'll say 'tark' this Monday,I'll say '{word}' this Thursday,tark,0,1,1,34,space,4.43813300133,2019_Feb_26_1033,59.92796021094713,english,en11,
She'll say 'tarb' this Sunday,I'll say '{word}' this Thursday,tarb,0,2,2,53,space,1.82042121887,2019_Feb_26_1033,59.92796021094713,english,en11,
You'll say 'tarp' this Monday,They'll say '{word}' this Tuesday,tarp,0,3,3,28,space,1.71965479851,2019_Feb_26_1033,59.92796021094713,english,en11,
She'll say 'teekus' this Sunday,We'll say '{word}' this Friday,teekus,0,4,4,66,space,1.53662800789,2019_Feb_26_1033,59.92796021094713,english,en11,
They'll say 'tergus' this Tuesday,You'll say '{word}' this Monday,tergus,0,5,5,117,space,1.85399699211,2019_Feb_26_1033,59.92796021094713,english,en11,
I'll say 'teeb' this Thursday,You'll say '{word}' this Monday,teeb,0,6,6,1,space,1.85319399834,2019_Feb_26_1033,59.92796021094713,english,en11,
She'll say 'tergus' this Sunday,You'll say '{word}' this Monday,tergus,0,7,7,69,space,1.80354690552,2019_Feb_26_1033,59.92796021094713,english,en11,
You'll say 'targ' this Monday,You'll say '{word}' this Monday,targ,0,8,8,35,space,1.35373210907,2019_Feb_26_1033,59.92796021094713,english,en11,
We'll say 'tarpus' this Friday,You'll say '{word}' this Monday,tarpus,0,9,9,88,space,1.73687601089,2019_Feb_26_1033,59.92796021094713,english,en11,
I'll say 'terp' this Thursday,She'll say '{word}' this Sunday,terp,0,10,10,2,space,1.87043595314,2019_Feb_26_1033,59.92796021094713,english,en11,
She'll say 'terpus' this Sunday,They'll say '{word}' this Tuesday,terpus,0,11,11,62,space,1.78699994087,2019_Feb_26_1033,59.92796021094713,english,en11,
I'll say 'terkus' this Thursday,I'll say '{word}' this Thursday,terkus,0,12,12,20,space,1.95369195938,2019_Feb_26_1033,59.92796021094713,english,en11,
I'll say 'teebus' this Thursday,We'll say '{word}' this Friday,teebus,0,13,13,13,space,1.85347414017,2019_Feb_26_1033,59.92796021094713,english,en11,
She'll say 'teep' this Sunday,I'll say '{word}' this Thursday,teep,0,14,14,48,space,5.6555249691,2019_Feb_26_1033,59.92796021094713,english,en11,
We'll say 'tarkus' this Friday,She'll say '{word}' this Sunday,tarkus,0,15,15,94,space,1.80382800102,2019_Feb_26_1033,59.92796021094713,english,en11,
I'll say 'teepus' this Thursday,She'll say '{word}' this Sunday,teepus,0,16,16,12,space,1.73700594902,2019_Feb_26_1033,59.92796021094713,english,en11,
I'll say 'tark' this Thursday,I'll say '{word}' this Thursday,tark,0,17,17,10,space,1.83636403084,2019_Feb_26_1033,59.92796021094713,english,en11,
They'll say 'teepus' this Tuesday,She'll say '{word}' this Sunday,teepus,0,18,18,108,space,1.77016282082,2019_Feb_26_1033,59.92796021094713,english,en11,
I'll say 'tergus' this Thursday,You'll say '{word}' this Monday,tergus,0,19,19,21,space,1.97011303902,2019_Feb_26_1033,59.92796021094713,english,en11,
She'll say 'teek' this Sunday,You'll say '{word}' this Monday,teek,0,20,20,54,space,6.63948893547,2019_Feb_26_1033,59.92796021094713,english,en11,
They'll say 'teeb' this Tuesday,You'll say '{word}' this Monday,teeb,0,21,21,97,space,2.00370502472,2019_Feb_26_1033,59.92796021094713,english,en11,
They'll say 'terpus' this Tuesday,They'll say '{word}' this Tuesday,terpus,0,22,22,110,space,1.72014689445,2019_Feb_26_1033,59.92796021094713,english,en11,
They'll say 'terkus' this Tuesday,I'll say '{word}' this Thursday,terkus,0,23,23,116,space,1.65356206894,2019_Feb_26_1033,59.92796021094713,english,en11,
We'll say 'targus' this Friday,We'll say '{word}' this Friday,targus,0,24,24,95,space,1.95148992538,2019_Feb_26_1033,59.92796021094713,english,en11,
She'll say 'terbus' this Sunday,I'll say '{word}' this Thursday,terbus,0,25,25,63,space,3.13504505157,2019_Feb_26_1033,59.92796021094713,english,en11,
She'll say 'teepus' this Sunday,She'll say '{word}' this Sunday,teepus,0,26,26,60,space,2.92120099068,2019_Feb_26_1033,59.92796021094713,english,en11,
They'll say 'targ' this Tuesday,You'll say '{word}' this Monday,targ,0,27,27,107,space,2.13711214066,2019_Feb_26_1033,59.92796021094713,english,en11,
You'll say 'terkus' this Monday,I'll say '{word}' this Thursday,terkus,0,28,28,44,space,1.80385708809,2019_Feb_26_1033,59.92796021094713,english,en11,
You'll say 'terp' this Monday,She'll say '{word}' this Sunday,terp,0,29,29,26,space,1.61962199211,2019_Feb_26_1033,59.92796021094713,english,en11,
She'll say 'terk' this Sunday,We'll say '{word}' this Friday,terk,0,30,30,56,space,1.80147099495,2019_Feb_26_1033,59.92796021094713,english,en11,
She'll say 'tarp' this Sunday,They'll say '{word}' this Tuesday,tarp,0,31,31,52,space,1.96982002258,2019_Feb_26_1033,59.92796021094713,english,en11,
You'll say 'teekus' this Monday,We'll say '{word}' this Friday,teekus,0,32,32,42,space,1.98690009117,2019_Feb_26_1033,59.92796021094713,english,en11,
We'll say 'teep' this Friday,I'll say '{word}' this Thursday,teep,0,33,33,72,space,1.93749308586,2019_Feb_26_1033,59.92796021094713,english,en11,
She'll say 'tark' this Sunday,I'll say '{word}' this Thursday,tark,0,34,34,58,space,1.95362114906,2019_Feb_26_1033,59.92796021094713,english,en11,
You'll say 'terpus' this Monday,They'll say '{word}' this Tuesday,terpus,0,35,35,38,space,3.00402283669,2019_Feb_26_1033,59.92796021094713,english,en11,
You'll say 'targus' this Monday,We'll say '{word}' this Friday,targus,0,36,36,47,space,1.75377106667,2019_Feb_26_1033,59.92796021094713,english,en11,
I'll say 'terbus' this Thursday,I'll say '{word}' this Thursday,terbus,0,37,37,15,space,5.62182021141,2019_Feb_26_1033,59.92796021094713,english,en11,
I'll say 'tarkus' this Thursday,She'll say '{word}' this Sunday,tarkus,0,38,38,22,space,6.70547485352,2019_Feb_26_1033,59.92796021094713,english,en11,
We'll say 'tark' this Friday,I'll say '{word}' this Thursday,tark,0,39,39,82,space,2.02014899254,2019_Feb_26_1033,59.92796021094713,english,en11,
