sentence,frame,word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
They'll say 'terkus' this Tuesday,I'll say '{word}' this Thursday,terkus,0,27,27,116,space,1.98715901375,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'terk' this Tuesday,We'll say '{word}' this Friday,terk,0,28,28,104,space,1.91974496841,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'terk' this Monday,We'll say '{word}' this Friday,terk,0,29,29,32,space,1.85345292091,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'teebus' this Tuesday,We'll say '{word}' this Friday,teebus,0,30,30,109,space,1.85313081741,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'teeg' this Thursday,She'll say '{word}' this Sunday,teeg,0,31,31,7,space,1.68696188927,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'tark' this Thursday,I'll say '{word}' this Thursday,tark,0,32,32,10,space,1.83674192429,2019_Feb_20_1335,60.01250527611049,english,en003,
We'll say 'tarb' this Friday,I'll say '{word}' this Thursday,tarb,0,33,33,77,space,1.65405297279,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'tergus' this Monday,You'll say '{word}' this Monday,tergus,0,34,34,45,space,1.85286617279,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'tarkus' this Thursday,She'll say '{word}' this Sunday,tarkus,0,35,35,22,space,2.35417413712,2019_Feb_20_1335,60.01250527611049,english,en003,
We'll say 'teepus' this Friday,She'll say '{word}' this Sunday,teepus,0,36,36,84,space,1.87032604218,2019_Feb_20_1335,60.01250527611049,english,en003,
She'll say 'tarb' this Sunday,I'll say '{word}' this Thursday,tarb,0,37,37,53,space,1.83710289001,2019_Feb_20_1335,60.01250527611049,english,en003,
She'll say 'tarpus' this Sunday,You'll say '{word}' this Monday,tarpus,0,38,38,64,space,2.18718099594,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'teepus' this Tuesday,She'll say '{word}' this Sunday,teepus,0,39,39,108,space,2.1041469574,2019_Feb_20_1335,60.01250527611049,english,en003,
She'll say 'terpus' this Sunday,They'll say '{word}' this Tuesday,terpus,0,40,40,62,space,2.02002906799,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'teeb' this Tuesday,You'll say '{word}' this Monday,teeb,0,41,41,97,space,1.88671302795,2019_Feb_20_1335,60.01250527611049,english,en003,
We'll say 'targ' this Friday,You'll say '{word}' this Monday,targ,0,42,42,83,space,2.0538110733,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'tarb' this Monday,I'll say '{word}' this Thursday,tarb,0,43,43,29,space,1.73685598373,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'tarp' this Monday,They'll say '{word}' this Tuesday,tarp,0,44,44,28,space,1.66772794724,2019_Feb_20_1335,60.01250527611049,english,en003,
We'll say 'teek' this Friday,You'll say '{word}' this Monday,teek,0,45,45,78,space,1.6370241642,2019_Feb_20_1335,60.01250527611049,english,en003,
She'll say 'tergus' this Sunday,You'll say '{word}' this Monday,tergus,0,46,46,69,space,1.92031407356,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'teeb' this Monday,You'll say '{word}' this Monday,teeb,0,47,47,25,space,1.70384287834,2019_Feb_20_1335,60.01250527611049,english,en003,
We'll say 'tark' this Friday,I'll say '{word}' this Thursday,tark,0,48,48,82,space,1.98707103729,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'teep' this Thursday,I'll say '{word}' this Thursday,teep,0,49,49,0,space,1.73700094223,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'terkus' this Thursday,I'll say '{word}' this Thursday,terkus,0,50,50,20,space,1.92044115067,2019_Feb_20_1335,60.01250527611049,english,en003,
She'll say 'terb' this Sunday,We'll say '{word}' this Friday,terb,0,51,51,51,space,1.81794095039,2019_Feb_20_1335,60.01250527611049,english,en003,
We'll say 'teeb' this Friday,You'll say '{word}' this Monday,teeb,0,52,52,73,space,1.7342479229,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'tarp' this Tuesday,They'll say '{word}' this Tuesday,tarp,0,53,53,100,space,1.88738799095,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'teekus' this Thursday,We'll say '{word}' this Friday,teekus,0,54,54,18,space,1.90379905701,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'teeg' this Tuesday,She'll say '{word}' this Sunday,teeg,0,55,55,103,space,1.85336279869,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'terb' this Tuesday,We'll say '{word}' this Friday,terb,0,56,56,99,space,1.82042813301,2019_Feb_20_1335,60.01250527611049,english,en003,
We'll say 'teegus' this Friday,They'll say '{word}' this Tuesday,teegus,0,57,57,91,space,1.93702697754,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'tarpus' this Tuesday,You'll say '{word}' this Monday,tarpus,0,58,58,112,space,1.95338702202,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'tergus' this Tuesday,You'll say '{word}' this Monday,tergus,0,59,59,117,space,2.2178800106,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'targ' this Tuesday,You'll say '{word}' this Monday,targ,0,60,60,107,space,1.65399909019,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'tarbus' this Tuesday,She'll say '{word}' this Sunday,tarbus,0,61,61,113,space,2.01844596863,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'terp' this Monday,She'll say '{word}' this Sunday,terp,0,62,62,26,space,1.6034860611,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'tarp' this Thursday,They'll say '{word}' this Tuesday,tarp,0,63,63,4,space,1.78698897362,2019_Feb_20_1335,60.01250527611049,english,en003,
We'll say 'terb' this Friday,We'll say '{word}' this Friday,terb,0,64,64,75,space,1.63668298721,2019_Feb_20_1335,60.01250527611049,english,en003,
She'll say 'targ' this Sunday,You'll say '{word}' this Monday,targ,0,65,65,59,space,1.88637590408,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'tarb' this Tuesday,I'll say '{word}' this Thursday,tarb,0,66,66,101,space,1.72029304504,2019_Feb_20_1335,60.01250527611049,english,en003,
She'll say 'terp' this Sunday,She'll say '{word}' this Sunday,terp,0,67,67,50,space,1.75311183929,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'teek' this Thursday,You'll say '{word}' this Monday,teek,0,68,68,6,space,1.36996507645,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'terg' this Monday,They'll say '{word}' this Tuesday,terg,0,69,69,33,space,2.33703398705,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'tarbus' this Thursday,She'll say '{word}' this Sunday,tarbus,0,70,70,17,space,2.020581007,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'teep' this Tuesday,I'll say '{word}' this Thursday,teep,0,71,71,96,space,2.03688383102,2019_Feb_20_1335,60.01250527611049,english,en003,
We'll say 'tarkus' this Friday,She'll say '{word}' this Sunday,tarkus,0,72,72,94,space,2.13470697403,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'tarpus' this Monday,You'll say '{word}' this Monday,tarpus,0,73,73,40,space,1.80420899391,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'targus' this Tuesday,We'll say '{word}' this Friday,targus,0,74,74,119,space,1.88726496696,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'tarbus' this Monday,She'll say '{word}' this Sunday,tarbus,0,75,75,41,space,1.78703403473,2019_Feb_20_1335,60.01250527611049,english,en003,
She'll say 'teebus' this Sunday,We'll say '{word}' this Friday,teebus,0,76,76,61,space,1.9875061512,2019_Feb_20_1335,60.01250527611049,english,en003,
She'll say 'teek' this Sunday,You'll say '{word}' this Monday,teek,0,77,77,54,space,1.78687000275,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'terg' this Tuesday,They'll say '{word}' this Tuesday,terg,0,78,78,105,space,1.8203151226,2019_Feb_20_1335,60.01250527611049,english,en003,
We'll say 'terp' this Friday,She'll say '{word}' this Sunday,terp,0,79,79,74,space,1.73712491989,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'teebus' this Thursday,We'll say '{word}' this Friday,teebus,0,80,80,13,space,2.2868309021,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'teebus' this Monday,We'll say '{word}' this Friday,teebus,0,81,81,37,space,1.93634080887,2019_Feb_20_1335,60.01250527611049,english,en003,
She'll say 'tarkus' this Sunday,She'll say '{word}' this Sunday,tarkus,0,82,82,70,space,1.87025213242,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'teegus' this Tuesday,They'll say '{word}' this Tuesday,teegus,0,83,83,115,space,1.80310297012,2019_Feb_20_1335,60.01250527611049,english,en003,
We'll say 'teebus' this Friday,We'll say '{word}' this Friday,teebus,0,84,84,85,space,1.91792011261,2019_Feb_20_1335,60.01250527611049,english,en003,
We'll say 'teekus' this Friday,We'll say '{word}' this Friday,teekus,0,85,85,90,space,2.02006387711,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'terbus' this Monday,I'll say '{word}' this Thursday,terbus,0,86,86,39,space,1.80360794067,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'tergus' this Thursday,You'll say '{word}' this Monday,tergus,0,87,87,21,space,2.15197086334,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'teeg' this Monday,She'll say '{word}' this Sunday,teeg,0,88,88,31,space,1.65337991714,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'tarb' this Thursday,I'll say '{word}' this Thursday,tarb,0,89,89,5,space,1.81951093674,2019_Feb_20_1335,60.01250527611049,english,en003,
She'll say 'terbus' this Sunday,I'll say '{word}' this Thursday,terbus,0,90,90,63,space,1.83719277382,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'terb' this Monday,We'll say '{word}' this Friday,terb,0,91,91,27,space,1.75350904465,2019_Feb_20_1335,60.01250527611049,english,en003,
We'll say 'tergus' this Friday,You'll say '{word}' this Monday,tergus,0,92,92,93,space,2.07053589821,2019_Feb_20_1335,60.01250527611049,english,en003,
She'll say 'teeb' this Sunday,You'll say '{word}' this Monday,teeb,0,93,93,49,space,1.83704996109,2019_Feb_20_1335,60.01250527611049,english,en003,
We'll say 'teeg' this Friday,She'll say '{word}' this Sunday,teeg,0,94,94,79,space,1.65327906609,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'targ' this Thursday,You'll say '{word}' this Monday,targ,0,95,95,11,space,1.75291991234,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'teegus' this Monday,They'll say '{word}' this Tuesday,teegus,0,96,96,43,space,1.85153007507,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'targus' this Thursday,We'll say '{word}' this Friday,targus,0,97,97,23,space,1.67036104202,2019_Feb_20_1335,60.01250527611049,english,en003,
We'll say 'tarpus' this Friday,You'll say '{word}' this Monday,tarpus,0,98,98,88,space,2.01810383797,2019_Feb_20_1335,60.01250527611049,english,en003,
She'll say 'teeg' this Sunday,She'll say '{word}' this Sunday,teeg,0,99,99,55,space,1.83734989166,2019_Feb_20_1335,60.01250527611049,english,en003,
We'll say 'targus' this Friday,We'll say '{word}' this Friday,targus,0,100,100,95,space,1.90274500847,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'terp' this Tuesday,She'll say '{word}' this Sunday,terp,0,101,101,98,space,1.8037481308,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'terb' this Thursday,We'll say '{word}' this Friday,terb,0,102,102,3,space,1.7199640274,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'teepus' this Thursday,She'll say '{word}' this Sunday,teepus,0,103,103,12,space,1.93689703941,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'tarkus' this Monday,She'll say '{word}' this Sunday,tarkus,0,104,104,46,space,1.95389199257,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'terpus' this Monday,They'll say '{word}' this Tuesday,terpus,0,105,105,38,space,1.96982002258,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'teepus' this Monday,She'll say '{word}' this Sunday,teepus,0,106,106,36,space,1.91977787018,2019_Feb_20_1335,60.01250527611049,english,en003,
She'll say 'tarbus' this Sunday,She'll say '{word}' this Sunday,tarbus,0,107,107,65,space,2.01984286308,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'tark' this Monday,I'll say '{word}' this Thursday,tark,0,108,108,34,space,1.85101294518,2019_Feb_20_1335,60.01250527611049,english,en003,
She'll say 'terk' this Sunday,We'll say '{word}' this Friday,terk,0,109,109,56,space,1.78704714775,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'terkus' this Monday,I'll say '{word}' this Thursday,terkus,0,110,110,44,space,1.75361084938,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'terbus' this Thursday,I'll say '{word}' this Thursday,terbus,0,111,111,15,space,1.83741307259,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'terpus' this Tuesday,They'll say '{word}' this Tuesday,terpus,0,112,112,110,space,2.23714590073,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'teekus' this Tuesday,We'll say '{word}' this Friday,teekus,0,113,113,114,space,2.00402593613,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'tarpus' this Thursday,You'll say '{word}' this Monday,tarpus,0,114,114,16,space,2.08650112152,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'teeb' this Thursday,You'll say '{word}' this Monday,teeb,0,115,115,1,space,1.97000980377,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'teek' this Monday,You'll say '{word}' this Monday,teek,0,116,116,30,space,1.95389604568,2019_Feb_20_1335,60.01250527611049,english,en003,
You'll say 'targ' this Monday,You'll say '{word}' this Monday,targ,0,117,117,35,space,1.90409612656,2019_Feb_20_1335,60.01250527611049,english,en003,
I'll say 'terpus' this Thursday,They'll say '{word}' this Tuesday,terpus,0,118,118,14,space,1.9544980526,2019_Feb_20_1335,60.01250527611049,english,en003,
They'll say 'terbus' this Tuesday,I'll say '{word}' this Thursday,terbus,0,119,119,111,space,2.21832084656,2019_Feb_20_1335,60.01250527611049,english,en003,
