sentence,frame,word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
We'll say 'terk' this Friday,We'll say '{word}' this Friday,terk,0,0,0,80,space,2.41981482506,2019_Feb_25_1235,59.97834987122892,english,en09,
You'll say 'tarbus' this Monday,She'll say '{word}' this Sunday,tarbus,0,1,1,41,space,2.01889204979,2019_Feb_25_1235,59.97834987122892,english,en09,
She'll say 'teeg' this Sunday,She'll say '{word}' this Sunday,teeg,0,2,2,55,space,1.88700199127,2019_Feb_25_1235,59.97834987122892,english,en09,
We'll say 'teeb' this Friday,You'll say '{word}' this Monday,teeb,0,3,3,73,space,2.23739099503,2019_Feb_25_1235,59.97834987122892,english,en09,
She'll say 'terbus' this Sunday,I'll say '{word}' this Thursday,terbus,0,4,4,63,space,1.72037911415,2019_Feb_25_1235,59.97834987122892,english,en09,
She'll say 'terk' this Sunday,We'll say '{word}' this Friday,terk,0,5,5,56,space,1.45309114456,2019_Feb_25_1235,59.97834987122892,english,en09,
I'll say 'teeb' this Thursday,You'll say '{word}' this Monday,teeb,0,6,6,1,space,1.72004795074,2019_Feb_25_1235,59.97834987122892,english,en09,
We'll say 'terbus' this Friday,I'll say '{word}' this Thursday,terbus,0,7,7,87,space,1.80395317078,2019_Feb_25_1235,59.97834987122892,english,en09,
You'll say 'terg' this Monday,They'll say '{word}' this Tuesday,terg,0,8,8,33,space,1.45260310173,2019_Feb_25_1235,59.97834987122892,english,en09,
I'll say 'terk' this Thursday,We'll say '{word}' this Friday,terk,0,9,9,8,space,1.53631997108,2019_Feb_25_1235,59.97834987122892,english,en09,
I'll say 'teebus' this Thursday,We'll say '{word}' this Friday,teebus,0,10,10,13,space,1.58646798134,2019_Feb_25_1235,59.97834987122892,english,en09,
You'll say 'terpus' this Monday,They'll say '{word}' this Tuesday,terpus,0,11,11,38,space,1.55373311043,2019_Feb_25_1235,59.97834987122892,english,en09,
She'll say 'tarpus' this Sunday,You'll say '{word}' this Monday,tarpus,0,12,12,64,space,4.65496206284,2019_Feb_25_1235,59.97834987122892,english,en09,
I'll say 'terb' this Thursday,We'll say '{word}' this Friday,terb,0,13,13,3,space,2.06994891167,2019_Feb_25_1235,59.97834987122892,english,en09,
You'll say 'terkus' this Monday,I'll say '{word}' this Thursday,terkus,0,14,14,44,space,1.76933503151,2019_Feb_25_1235,59.97834987122892,english,en09,
