sentence,frame,word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
I'll say 'tarbus' this Thursday,She'll say '{word}' this Sunday,tarbus,0,0,0,17,space,2.33819007874,2019_Feb_22_1002,59.80474325320497,english,en04,
She'll say 'teekus' this Sunday,We'll say '{word}' this Friday,teekus,0,1,1,66,space,2.27005600929,2019_Feb_22_1002,59.80474325320497,english,en04,
They'll say 'teebus' this Tuesday,We'll say '{word}' this Friday,teebus,0,2,2,109,space,2.28667783737,2019_Feb_22_1002,59.80474325320497,english,en04,
She'll say 'targus' this Sunday,We'll say '{word}' this Friday,targus,0,3,3,71,space,2.30476284027,2019_Feb_22_1002,59.80474325320497,english,en04,
She'll say 'teeb' this Sunday,You'll say '{word}' this Monday,teeb,0,4,4,49,space,2.25333714485,2019_Feb_22_1002,59.80474325320497,english,en04,
They'll say 'teepus' this Tuesday,She'll say '{word}' this Sunday,teepus,0,5,5,108,space,2.45366692543,2019_Feb_22_1002,59.80474325320497,english,en04,
She'll say 'terpus' this Sunday,They'll say '{word}' this Tuesday,terpus,0,6,6,62,space,2.32027387619,2019_Feb_22_1002,59.80474325320497,english,en04,
We'll say 'teeg' this Friday,She'll say '{word}' this Sunday,teeg,0,7,7,79,space,2.25355195999,2019_Feb_22_1002,59.80474325320497,english,en04,
We'll say 'terb' this Friday,We'll say '{word}' this Friday,terb,0,8,8,75,space,2.45367097855,2019_Feb_22_1002,59.80474325320497,english,en04,
You'll say 'teek' this Monday,You'll say '{word}' this Monday,teek,0,9,9,30,space,2.11811184883,2019_Feb_22_1002,59.80474325320497,english,en04,
They'll say 'tark' this Tuesday,I'll say '{word}' this Thursday,tark,0,10,10,106,space,2.55390691757,2019_Feb_22_1002,59.80474325320497,english,en04,
We'll say 'terk' this Friday,We'll say '{word}' this Friday,terk,0,11,11,80,space,2.28674006462,2019_Feb_22_1002,59.80474325320497,english,en04,
She'll say 'terp' this Sunday,She'll say '{word}' this Sunday,terp,0,12,12,50,space,2.42042899132,2019_Feb_22_1002,59.80474325320497,english,en04,
They'll say 'teekus' this Tuesday,We'll say '{word}' this Friday,teekus,0,13,13,114,space,2.55434012413,2019_Feb_22_1002,59.80474325320497,english,en04,
You'll say 'terk' this Monday,We'll say '{word}' this Friday,terk,0,14,14,32,space,2.1868159771,2019_Feb_22_1002,59.80474325320497,english,en04,
You'll say 'terpus' this Monday,They'll say '{word}' this Tuesday,terpus,0,15,15,38,space,2.56992506981,2019_Feb_22_1002,59.80474325320497,english,en04,
I'll say 'targ' this Thursday,You'll say '{word}' this Monday,targ,0,16,16,11,space,2.51821804047,2019_Feb_22_1002,59.80474325320497,english,en04,
They'll say 'teegus' this Tuesday,They'll say '{word}' this Tuesday,teegus,0,17,17,115,space,2.60282301903,2019_Feb_22_1002,59.80474325320497,english,en04,
We'll say 'teek' this Friday,You'll say '{word}' this Monday,teek,0,18,18,78,space,2.57088208199,2019_Feb_22_1002,59.80474325320497,english,en04,
She'll say 'teegus' this Sunday,They'll say '{word}' this Tuesday,teegus,0,19,19,67,space,2.45443296432,2019_Feb_22_1002,59.80474325320497,english,en04,
I'll say 'teek' this Thursday,You'll say '{word}' this Monday,teek,0,20,20,6,space,2.55388092995,2019_Feb_22_1002,59.80474325320497,english,en04,
