sentence,frame,word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
You'll say 'terkus' this Monday,I'll say '{word}' this Thursday,terkus,0,0,0,44,space,2.22050404549,2019_Feb_25_1301,60.01825888117131,english,en10,
You'll say 'tarp' this Monday,They'll say '{word}' this Tuesday,tarp,0,1,1,28,space,2.06972694397,2019_Feb_25_1301,60.01825888117131,english,en10,
They'll say 'teeg' this Tuesday,She'll say '{word}' this Sunday,teeg,0,2,2,103,space,4.60522603989,2019_Feb_25_1301,60.01825888117131,english,en10,
They'll say 'terpus' this Tuesday,They'll say '{word}' this Tuesday,terpus,0,3,3,110,space,2.00390505791,2019_Feb_25_1301,60.01825888117131,english,en10,
You'll say 'teeg' this Monday,She'll say '{word}' this Sunday,teeg,0,4,4,31,space,1.5695950985,2019_Feb_25_1301,60.01825888117131,english,en10,
They'll say 'terbus' this Tuesday,I'll say '{word}' this Thursday,terbus,0,5,5,111,space,2.15338802338,2019_Feb_25_1301,60.01825888117131,english,en10,
I'll say 'tarp' this Thursday,They'll say '{word}' this Tuesday,tarp,0,6,6,4,space,1.90144586563,2019_Feb_25_1301,60.01825888117131,english,en10,
They'll say 'targus' this Tuesday,We'll say '{word}' this Friday,targus,0,7,7,119,space,1.87038993835,2019_Feb_25_1301,60.01825888117131,english,en10,
I'll say 'terb' this Thursday,We'll say '{word}' this Friday,terb,0,8,8,3,space,1.68692684174,2019_Feb_25_1301,60.01825888117131,english,en10,
We'll say 'teepus' this Friday,She'll say '{word}' this Sunday,teepus,0,9,9,84,space,2.20357489586,2019_Feb_25_1301,60.01825888117131,english,en10,
She'll say 'terk' this Sunday,We'll say '{word}' this Friday,terk,0,10,10,56,space,1.78490400314,2019_Feb_25_1301,60.01825888117131,english,en10,
You'll say 'teebus' this Monday,We'll say '{word}' this Friday,teebus,0,11,11,37,space,1.95145702362,2019_Feb_25_1301,60.01825888117131,english,en10,
I'll say 'terbus' this Thursday,I'll say '{word}' this Thursday,terbus,0,12,12,15,space,2.03732204437,2019_Feb_25_1301,60.01825888117131,english,en10,
We'll say 'teek' this Friday,You'll say '{word}' this Monday,teek,0,13,13,78,space,1.88541698456,2019_Feb_25_1301,60.01825888117131,english,en10,
We'll say 'teep' this Friday,I'll say '{word}' this Thursday,teep,0,14,14,72,space,1.90371584892,2019_Feb_25_1301,60.01825888117131,english,en10,
I'll say 'terk' this Thursday,We'll say '{word}' this Friday,terk,0,15,15,8,space,1.66975998878,2019_Feb_25_1301,60.01825888117131,english,en10,
I'll say 'tark' this Thursday,I'll say '{word}' this Thursday,tark,0,16,16,10,space,1.90371513367,2019_Feb_25_1301,60.01825888117131,english,en10,
You'll say 'tarpus' this Monday,You'll say '{word}' this Monday,tarpus,0,17,17,40,space,1.85287714005,2019_Feb_25_1301,60.01825888117131,english,en10,
She'll say 'targ' this Sunday,You'll say '{word}' this Monday,targ,0,18,18,59,space,1.82042193413,2019_Feb_25_1301,60.01825888117131,english,en10,
You'll say 'terpus' this Monday,They'll say '{word}' this Tuesday,terpus,0,19,19,38,space,1.95376992226,2019_Feb_25_1301,60.01825888117131,english,en10,
They'll say 'teebus' this Tuesday,We'll say '{word}' this Friday,teebus,0,20,20,109,space,2.30357313156,2019_Feb_25_1301,60.01825888117131,english,en10,
She'll say 'tarkus' this Sunday,She'll say '{word}' this Sunday,tarkus,0,21,21,70,space,1.88684105873,2019_Feb_25_1301,60.01825888117131,english,en10,
I'll say 'tarkus' this Thursday,She'll say '{word}' this Sunday,tarkus,0,22,22,22,space,1.93723797798,2019_Feb_25_1301,60.01825888117131,english,en10,
She'll say 'tarp' this Sunday,They'll say '{word}' this Tuesday,tarp,0,23,23,52,space,1.75349283218,2019_Feb_25_1301,60.01825888117131,english,en10,
She'll say 'teekus' this Sunday,We'll say '{word}' this Friday,teekus,0,24,24,66,space,1.92060279846,2019_Feb_25_1301,60.01825888117131,english,en10,
We'll say 'tarp' this Friday,They'll say '{word}' this Tuesday,tarp,0,25,25,76,space,1.97035598755,2019_Feb_25_1301,60.01825888117131,english,en10,
They'll say 'teepus' this Tuesday,She'll say '{word}' this Sunday,teepus,0,26,26,108,space,2.15298295021,2019_Feb_25_1301,60.01825888117131,english,en10,
They'll say 'tergus' this Tuesday,You'll say '{word}' this Monday,tergus,0,27,27,117,space,1.87018489838,2019_Feb_25_1301,60.01825888117131,english,en10,
They'll say 'tark' this Tuesday,I'll say '{word}' this Thursday,tark,0,28,28,106,space,1.88714194298,2019_Feb_25_1301,60.01825888117131,english,en10,
I'll say 'teek' this Thursday,You'll say '{word}' this Monday,teek,0,29,29,6,space,2.28512310982,2019_Feb_25_1301,60.01825888117131,english,en10,
We'll say 'terp' this Friday,She'll say '{word}' this Sunday,terp,0,30,30,74,space,1.68645906448,2019_Feb_25_1301,60.01825888117131,english,en10,
I'll say 'tarbus' this Thursday,She'll say '{word}' this Sunday,tarbus,0,31,31,17,space,2.08713006973,2019_Feb_25_1301,60.01825888117131,english,en10,
She'll say 'tarbus' this Sunday,She'll say '{word}' this Sunday,tarbus,0,32,32,65,space,1.97043180466,2019_Feb_25_1301,60.01825888117131,english,en10,
She'll say 'teebus' this Sunday,We'll say '{word}' this Friday,teebus,0,33,33,61,space,1.95393204689,2019_Feb_25_1301,60.01825888117131,english,en10,
We'll say 'targ' this Friday,You'll say '{word}' this Monday,targ,0,34,34,83,space,1.72037506104,2019_Feb_25_1301,60.01825888117131,english,en10,
She'll say 'teep' this Sunday,I'll say '{word}' this Thursday,teep,0,35,35,48,space,1.7202808857,2019_Feb_25_1301,60.01825888117131,english,en10,
I'll say 'teepus' this Thursday,She'll say '{word}' this Sunday,teepus,0,36,36,12,space,1.70342588425,2019_Feb_25_1301,60.01825888117131,english,en10,
You'll say 'terg' this Monday,They'll say '{word}' this Tuesday,terg,0,37,37,33,space,1.95379400253,2019_Feb_25_1301,60.01825888117131,english,en10,
You'll say 'targ' this Monday,You'll say '{word}' this Monday,targ,0,38,38,35,space,1.66756701469,2019_Feb_25_1301,60.01825888117131,english,en10,
They'll say 'terg' this Tuesday,They'll say '{word}' this Tuesday,terg,0,39,39,105,space,1.97010803223,2019_Feb_25_1301,60.01825888117131,english,en10,
She'll say 'terpus' this Sunday,They'll say '{word}' this Tuesday,terpus,0,40,40,62,space,4.00462293625,2019_Feb_25_1301,60.01825888117131,english,en10,
I'll say 'teegus' this Thursday,They'll say '{word}' this Tuesday,teegus,0,41,41,19,space,1.8850209713,2019_Feb_25_1301,60.01825888117131,english,en10,
We'll say 'tarbus' this Friday,She'll say '{word}' this Sunday,tarbus,0,42,42,89,space,1.93507909775,2019_Feb_25_1301,60.01825888117131,english,en10,
She'll say 'terp' this Sunday,She'll say '{word}' this Sunday,terp,0,43,43,50,space,1.60344791412,2019_Feb_25_1301,60.01825888117131,english,en10,
You'll say 'tarkus' this Monday,She'll say '{word}' this Sunday,tarkus,0,44,44,46,space,1.78702807426,2019_Feb_25_1301,60.01825888117131,english,en10,
You'll say 'tark' this Monday,I'll say '{word}' this Thursday,tark,0,45,45,34,space,2.08704209328,2019_Feb_25_1301,60.01825888117131,english,en10,
She'll say 'teepus' this Sunday,She'll say '{word}' this Sunday,teepus,0,46,46,60,space,1.88459300995,2019_Feb_25_1301,60.01825888117131,english,en10,
She'll say 'tarb' this Sunday,I'll say '{word}' this Thursday,tarb,0,47,47,53,space,2.1035900116,2019_Feb_25_1301,60.01825888117131,english,en10,
You'll say 'teeb' this Monday,You'll say '{word}' this Monday,teeb,0,48,48,25,space,2.80431103706,2019_Feb_25_1301,60.01825888117131,english,en10,
They'll say 'teegus' this Tuesday,They'll say '{word}' this Tuesday,teegus,0,49,49,115,space,2.05308198929,2019_Feb_25_1301,60.01825888117131,english,en10,
They'll say 'tarbus' this Tuesday,She'll say '{word}' this Sunday,tarbus,0,50,50,113,space,2.18714404106,2019_Feb_25_1301,60.01825888117131,english,en10,
You'll say 'targus' this Monday,We'll say '{word}' this Friday,targus,0,51,51,47,space,1.81795501709,2019_Feb_25_1301,60.01825888117131,english,en10,
You'll say 'terb' this Monday,We'll say '{word}' this Friday,terb,0,52,52,27,space,1.88698720932,2019_Feb_25_1301,60.01825888117131,english,en10,
She'll say 'tergus' this Sunday,You'll say '{word}' this Monday,tergus,0,53,53,69,space,7.78744411469,2019_Feb_25_1301,60.01825888117131,english,en10,
They'll say 'teekus' this Tuesday,We'll say '{word}' this Friday,teekus,0,54,54,114,space,1.98703312874,2019_Feb_25_1301,60.01825888117131,english,en10,
She'll say 'terbus' this Sunday,I'll say '{word}' this Thursday,terbus,0,55,55,63,space,2.22013902664,2019_Feb_25_1301,60.01825888117131,english,en10,
