speaker,file,date,word,time,rel.time,proportion,maximum,minimum
it07,it07-001,28/07/2017 15:38:24,pata,0.9091365761914098,0.009181576191409802,0.11476970239262242,0.3056449212165775,0.6878673357736637
it07,it07-001,28/07/2017 15:38:24,pata,0.9167225859777667,0.01676758597776673,0.20959482472208393,0.2617839364704761,0.7185494763002903
it07,it07-001,28/07/2017 15:38:24,pata,0.9238035389564059,0.02384853895640593,0.29810673695507384,0.27464238766374616,0.7493950084217703
it07,it07-001,28/07/2017 15:38:24,pata,0.93125498595136,0.031299985951360076,0.3912498243920006,0.2676399993546449,0.7658087570067333
it07,it07-001,28/07/2017 15:38:24,pata,0.9386040349255242,0.038649034925524295,0.48311293656905324,0.2707843007035241,0.764578950675942
it07,it07-001,28/07/2017 15:38:24,pata,0.946031475408807,0.046076475408807105,0.5759559426100883,0.27840068483439173,0.7463690623155285
it07,it07-001,28/07/2017 15:38:24,pata,0.9534745421062741,0.05351954210627419,0.6689942763284268,0.2927652405722091,0.7448210876434149
it07,it07-001,28/07/2017 15:38:24,pata,0.9607457836054452,0.06079078360544521,0.7598847950680644,0.306320355701484,0.7493798584026418
it07,it07-001,28/07/2017 15:38:24,pata,0.9681318658532,0.06817686585320004,0.8522108231649997,0.29643140702504206,0.7300812531423518
it07,it07-002,28/07/2017 15:38:29,pogo,0.916091659042934,0.006359462878299693,0.051493165553225285,0.26313828541684303,0.7892749560439705
it07,it07-002,28/07/2017 15:38:29,pogo,0.9237085326323327,0.013976336467698358,0.11316770320565049,0.2393409875523272,0.7640224948246367
it07,it07-002,28/07/2017 15:38:29,pogo,0.9319358870483171,0.022203690883682792,0.1797853611926118,0.17004448411942283,0.738403631959994
it07,it07-002,28/07/2017 15:38:29,pogo,0.9395817922346782,0.029849596070043893,0.24169497040017768,0.15375134254572156,0.7203089778718453
it07,it07-002,28/07/2017 15:38:29,pogo,0.9469444603375633,0.037212264172929,0.30131118245937594,0.1697782916389771,0.5678538989718247
it07,it07-002,28/07/2017 15:38:29,pogo,0.9543978790803542,0.04466568291571993,0.3616622109353313,0.20718675669438094,0.6773896839879551
it07,it07-002,28/07/2017 15:38:29,pogo,0.9610752494050253,0.05134305324039101,0.41572950280706444,0.28601935594070016,0.7129475269734963
it07,it07-002,28/07/2017 15:38:29,pogo,0.9684460565096377,0.058713860345003366,0.4754116171242677,0.2874249692540593,0.8422865454764905
it07,it07-002,28/07/2017 15:38:29,pogo,0.9757925950859033,0.06606039892126903,0.5348972268982723,0.28482372250394744,0.7023770921070356
it07,it07-002,28/07/2017 15:38:29,pogo,0.983070488094892,0.07333829193025765,0.5938270070954815,0.30682925723241006,0.6979510688111222
it07,it07-002,28/07/2017 15:38:29,pogo,0.9905653400022282,0.08083314383759388,0.6545135237788773,0.29714688181922494,0.679317561940837
it07,it07-002,28/07/2017 15:38:29,pogo,0.9978291442269721,0.08809694806233781,0.7133292257727164,0.27632043091938213,0.6545405805266321
it07,it07-002,28/07/2017 15:38:29,pogo,1.005227484416199,0.09549528825156473,0.7732342780504645,0.2503513511327067,0.6527089249233717
it07,it07-002,28/07/2017 15:38:29,pogo,1.0123324218724532,0.1026002257078189,0.8307636209653531,0.25572952136570365,0.7151240409268727
it07,it07-002,28/07/2017 15:38:29,pogo,1.0192212467236579,0.10948905055902358,0.8865430799100207,0.27172488990334537,0.7716461414844852
it07,it07-003,28/07/2017 15:38:35,podo,1.0709277942414077,0.009476222812835777,0.07289402163719835,0.300528327479625,0.8434178861509498
it07,it07-003,28/07/2017 15:38:35,podo,1.0787400961570393,0.017288524728467314,0.13298865175744098,0.2735535410981868,0.7503228636950482
it07,it07-003,28/07/2017 15:38:35,podo,1.0872267578383277,0.025775186409755735,0.1982706646904289,0.2061631408024954,0.7100126623199856
it07,it07-003,28/07/2017 15:38:35,podo,1.0950788699632255,0.033627298534653516,0.25867152718964265,0.19262974929898574,0.7021193274232036
it07,it07-003,28/07/2017 15:38:35,podo,1.1026346621487655,0.04118309072019355,0.31679300553995066,0.1888745021223197,0.6893330344338532
it07,it07-003,28/07/2017 15:38:35,podo,1.1105127876622927,0.04906121623372073,0.37739397102862127,0.16525975799118506,0.6849529831225876
it07,it07-003,28/07/2017 15:38:35,podo,1.1180593431653991,0.056607771736827184,0.4354443979755941,0.19555288517967487,0.7935303348530537
it07,it07-003,28/07/2017 15:38:35,podo,1.1245235276308767,0.06307195620230477,0.48516889386388323,0.3102772701352618,0.8607797020433745
it07,it07-003,28/07/2017 15:38:35,podo,1.1317182762476679,0.07026670481909592,0.5405131139930459,0.3316252436783333,0.8379191602085928
it07,it07-003,28/07/2017 15:38:35,podo,1.1393413820295788,0.07788981060100686,0.5991523892385148,0.3057190816303875,0.7225113911773301
it07,it07-003,28/07/2017 15:38:35,podo,1.1468583765706382,0.08540680514206622,0.6569754241697408,0.29468360425293766,0.6900421895807417
it07,it07-003,28/07/2017 15:38:35,podo,1.154099988557823,0.09264841712925098,0.7126801317634697,0.25347188268878323,0.5920265332316565
it07,it07-003,28/07/2017 15:38:35,podo,1.1625001795609786,0.10104860813240668,0.7772969856338982,0.1594824414645072,0.6021439716987078
it07,it07-003,28/07/2017 15:38:35,podo,1.1689075736630918,0.1074560022345199,0.8265846325732307,0.2509788966396397,0.6626401224656255
it07,it07-003,28/07/2017 15:38:35,podo,1.176027647580713,0.11457607615214105,0.8813544319395472,0.2653069000871138,0.6821672964460512
it07,it07-004,28/07/2017 15:38:39,paca,0.8769268124168159,0.00472716404623541,0.05326560536930098,0.2032803381938929,0.7669191084365458
