speaker,file,date,word,time,rel.time,proportion,maximum,minimum
kb04,kb04-001,26/05/2017 17:55:20,poto,1.6432168469874546,0.013239846987454618,0.16714148271673127,0.3070740608307837,0.7358585385355112
kb04,kb04-001,26/05/2017 17:55:20,poto,1.648602952812706,0.01862595281270596,0.23513635566010854,0.29427961081993315,0.7505313312837804
kb04,kb04-001,26/05/2017 17:55:20,poto,1.6539234753652967,0.023946475365296704,0.3023032971746487,0.3101876159709755,0.690906505052701
kb04,kb04-001,26/05/2017 17:55:20,poto,1.6594993197279213,0.029522319727921298,0.3726934531220606,0.280356156874684,0.6703348983082064
kb04,kb04-001,26/05/2017 17:55:20,poto,1.6648974050035041,0.03492040500350413,0.4408395561432804,0.3018559216498139,0.6666239895873193
kb04,kb04-001,26/05/2017 17:55:20,poto,1.6703313477318966,0.04035434773189661,0.5094383281292344,0.2958109594288151,0.6645766519171665
kb04,kb04-001,26/05/2017 17:55:20,poto,1.675795417631314,0.04581841763131389,0.5784174292866597,0.2890150278516744,0.6760287869538352
kb04,kb04-001,26/05/2017 17:55:20,poto,1.6812465648931956,0.05126956489319556,0.6472333934531245,0.30603999091607853,0.6473190250337648
kb04,kb04-001,26/05/2017 17:55:20,poto,1.6867286296685404,0.056751629668540415,0.7164396641727575,0.298662894477973,0.6338643282933157
kb04,kb04-001,26/05/2017 17:55:20,poto,1.69206287965422,0.06208587965422008,0.7837799025178842,0.3163393219070276,0.6220406649727641
kb04,kb04-002,26/05/2017 17:55:24,pugu,1.6261227724381655,0.014830241825920965,0.21186059751315578,0.3677468947737418,0.7907510205331043
kb04,kb04-002,26/05/2017 17:55:24,pugu,1.631282882780423,0.01999035216817857,0.285576459545407,0.38451113916161184,0.8019651308866326
kb04,kb04-002,26/05/2017 17:55:24,pugu,1.6365428839640461,0.02525035335180159,0.3607193335971641,0.3815977169468855,0.7970872171402448
kb04,kb04-002,26/05/2017 17:55:24,pugu,1.6419116267048235,0.030619096092578957,0.4374156584654119,0.3754755826241262,0.782320963535618
kb04,kb04-002,26/05/2017 17:55:24,pugu,1.6473582487787126,0.036065718166468086,0.5152245452352563,0.3683372450070427,0.7846500865497587
kb04,kb04-002,26/05/2017 17:55:24,pugu,1.6527291123610388,0.04143658174879428,0.5919511678399159,0.3788716015791171,0.792084450328822
kb04,kb04-002,26/05/2017 17:55:24,pugu,1.6581247339751592,0.046832203362914715,0.6690314766130646,0.37189462641688487,0.7679128735384035
kb04,kb04-002,26/05/2017 17:55:24,pugu,1.6637220802655424,0.052429549653297824,0.7489935664756802,0.36473657711600005,0.7669213190487655
kb04,kb04-003,26/05/2017 17:55:28,poko,1.3471972419598466,0.01880430327054161,0.2551811970321172,0.3576746211412333,0.7711707046550834
kb04,kb04-003,26/05/2017 17:55:28,poko,1.352538083476265,0.02414514478696006,0.3276583482304575,0.3613380818908762,0.7824286952350706
kb04,kb04-003,26/05/2017 17:55:28,poko,1.3579342221777493,0.029541283488444314,0.40088590223152765,0.3481826089391266,0.7982448566288322
kb04,kb04-003,26/05/2017 17:55:28,poko,1.363290400883906,0.03489746219460099,0.4735711846421868,0.3447790650075252,0.7853172298707962
kb04,kb04-003,26/05/2017 17:55:28,poko,1.3688357974287495,0.04044285873944453,0.548824221565271,0.3335037730071768,0.7770255008931134
kb04,kb04-003,26/05/2017 17:55:28,poko,1.3743230949207297,0.04593015623142471,0.6232888333261568,0.33570140074948707,0.7614463643678231
kb04,kb04-003,26/05/2017 17:55:28,poko,1.379711375543675,0.051318436854369986,0.6964097503591299,0.3602566598770752,0.7899232467077237
kb04,kb04-004,26/05/2017 17:55:32,putu,1.2607444683576736,0.01317109647558845,0.23636937990682047,0.33210809357205806,0.7361419345850713
kb04,kb04-004,26/05/2017 17:55:32,putu,1.2660428108321864,0.018469438950101225,0.3314537889805609,0.33848426699240286,0.7523972413083816
kb04,kb04-004,26/05/2017 17:55:32,putu,1.2712618102357458,0.023688438353660635,0.4251143019864296,0.34791908244545205,0.7529306008111135
kb04,kb04-004,26/05/2017 17:55:32,putu,1.2766230517652164,0.02904967988313123,0.5213275017151212,0.35605338928019575,0.7560768328618913
kb04,kb04-004,26/05/2017 17:55:32,putu,1.2819863738441422,0.03441300196205699,0.6175780391237466,0.3600591517513471,0.7604780991119368
kb04,kb04-005,26/05/2017 17:55:36,podo,1.3336750655409093,0.016645249214379598,0.18815356774659003,0.436823375778882,0.7771779795024257
kb04,kb04-005,26/05/2017 17:55:36,podo,1.339333131509865,0.022303315183335393,0.252110873815935,0.41053136136424134,0.7560889128903397
kb04,kb04-005,26/05/2017 17:55:36,podo,1.3449198407303333,0.027890024403803615,0.3152615817600242,0.4050193133430805,0.7559774592271048
kb04,kb04-005,26/05/2017 17:55:36,podo,1.3504111273656336,0.03338131103910391,0.3773336576204654,0.404635395977643,0.7516758346336325
kb04,kb04-005,26/05/2017 17:55:36,podo,1.3560290205186258,0.038999204192096126,0.44083686062697097,0.4023194731062191,0.777538131437296
kb04,kb04-005,26/05/2017 17:55:36,podo,1.3613517636190695,0.0443219472925398,0.5010037642069936,0.41062902870125384,0.7919936160476623
kb04,kb04-005,26/05/2017 17:55:36,podo,1.3669365395519657,0.04990672322543599,0.56413261877121,0.41629817600401775,0.7893359839828848
kb04,kb04-005,26/05/2017 17:55:36,podo,1.3723710069334978,0.05534119060696807,0.6255624245655501,0.42640890809412063,0.7896103526946292
kb04,kb04-005,26/05/2017 17:55:36,podo,1.3779649993107943,0.06093518298426459,0.6887954594201021,0.4080932698830408,0.753035225356311
