ab03	1.6046	24/03/2017 14:44:27	Mowie paka teraz	a	67.4925	69.3639	69.6964	81.3198	89.2325	90.4431	59.1101	-14.7758	*	*	*	*	*	*	*	*	*	*	*	*	44.6064	-7.5252	43.1332	-5.2848	41.0257	-4.3140	39.0727	-2.9130	37.0009	-1.7287	34.9636	-0.3147	32.9024	1.2227	30.7479	2.6524	28.5175	4.0277	26.2391	5.5257	23.9008	7.2014	21.4386	8.5482	18.9060	10.1105	16.2691	11.3252	13.5477	12.5997	10.7332	13.8655	7.8789	14.4951	4.9763	15.0112	2.1306	14.8070	-0.6665	14.2696	-3.3330	13.1765	-5.8418	11.6283	-8.3575	10.2943	-9.8713	6.2264	*	*	*	*	*	*	-17.0198	-3.0493	-18.7454	-5.0058	-20.6784	-6.5064	-22.4251	-8.2563	-23.5721	-10.7900	*	*	*	*	-27.7770	-16.6748
ab03	1.2401	24/03/2017 14:44:32	Mowie poko teraz	O	73.4597	84.2544	86.6435	80.8945	-67.2512	67.3482	51.3891	-23.8146	*	*	*	*	*	*	*	*	*	*	*	*	43.1652	-10.4128	46.5164	2.1301	43.8807	2.5690	41.0985	2.4964	37.7958	0.6424	35.1644	0.3616	32.5354	-0.1921	29.8574	-1.3505	27.5507	-1.1662	25.2724	-0.9063	23.0078	-0.5766	20.7523	-0.0706	18.4889	0.7639	16.1837	2.5547	13.7327	5.2386	11.0262	8.9870	8.1971	11.1502	5.2493	12.9181	2.3247	13.6386	-0.6488	14.1819	-3.5301	14.0026	-6.3797	13.5785	-9.0205	12.4074	-11.4735	10.7725	-13.8369	9.0475	*	*	*	*	-18.1606	-0.8489	-19.2947	-4.0310	-21.3461	-5.4125	-23.3774	-6.8119	-25.1775	-8.5304	-27.2234	-9.8864	*	*	-29.4701	-14.7534
ab03	1.1465	24/03/2017 14:44:36	Mowie pugu teraz	u	58.1351	-4.9366	6.4215	84.2692	34.0460	34.2577	59.4375	-14.3925	*	*	*	*	*	*	*	*	45.8969	-14.2708	43.6363	-14.0651	41.7592	-13.2300	39.7480	-12.7040	37.8625	-11.9399	35.9827	-11.1637	34.1329	-10.2834	32.5433	-8.4664	30.8555	-6.6695	29.0484	-4.9870	26.9780	-4.2431	24.9250	-3.2172	22.8755	-1.7280	20.8944	1.7131	18.6780	5.0020	16.2398	8.3168	13.6047	10.3328	10.7930	12.8688	7.8539	14.7574	4.7974	16.3826	1.7947	16.8300	-1.3042	17.4247	-4.1696	16.6821	-7.1613	16.4120	-9.9283	15.3010	-12.6081	13.9914	-14.6543	11.1319	-15.3855	5.5708	-15.8024	0.1301	-15.2241	-6.5129	-15.5969	-10.5930	-15.7652	-14.5560	-16.9621	-16.5426	-17.9903	-18.6463	-18.6430	-21.1128	-19.0939	-23.6534	-19.8922	-25.6229
ab03	1.3349	24/03/2017 14:44:40	Mowie podo teraz	O	61.3186	49.2285	48.2628	75.8475	-27.5558	26.9746	59.1914	-14.6805	*	*	*	*	*	*	*	*	50.1573	-7.0431	46.6961	-8.4345	42.9878	-10.7683	40.4434	-11.1800	39.3520	-8.3491	38.4638	-4.5389	36.7183	-2.5717	34.3797	-2.2813	31.9569	-2.4228	29.5639	-2.6698	27.3187	-2.4124	25.0863	-2.1440	22.8935	-1.5717	20.6724	-1.0740	18.4286	-0.5862	16.1611	0.2347	13.8125	2.0631	11.2986	4.4511	8.6576	6.3091	5.9590	7.4767	3.1646	8.5807	0.2721	9.6257	-2.6114	10.1530	-5.4396	10.1703	-8.2241	9.8691	-10.9905	9.4020	-13.3817	7.8868	-15.3828	5.5647	-17.1683	3.0057	-18.3678	-0.4494	-19.5292	-3.6149	-20.3836	-6.9894	-21.7480	-9.2833	-21.9785	-13.0329	-22.3900	-16.2104	*	*	-23.2798	-21.7785
ab03	1.2321	24/03/2017 14:44:44	Mowie putu teraz	u	73.1999	105.9016	108.6533	83.8912	-14.1004	12.8129	68.6157	-3.6476	*	*	*	*	*	*	*	*	52.4785	-3.1052	48.2404	-5.5927	44.1238	-8.4921	40.5748	-10.8920	43.4933	1.6348	41.1186	2.5501	38.7537	3.4997	36.2832	4.1300	33.8455	4.8594	31.4674	5.8866	29.0228	6.7421	26.6581	8.3141	24.2285	10.0554	21.7495	12.4519	19.0739	13.8727	16.3107	15.5986	13.4550	16.2925	10.5179	17.4512	7.5670	17.7730	4.6045	17.8618	1.6140	17.9178	-1.2887	17.3481	-4.1321	16.5247	-6.7944	15.0820	-9.4683	13.8350	-11.6325	11.2234	-13.7188	8.7463	-15.2759	5.3179	-16.3338	1.2489	-17.5882	-1.9529	-18.6277	-5.2146	-19.4511	-8.5172	-20.0412	-11.8722	-20.6988	-14.8341	-21.2021	-17.7645	-21.9231	-20.2076	-22.9218	-22.1848
ab03	1.3181	24/03/2017 14:44:48	Mowie poto teraz	O	73.6623	29.1721	28.1822	74.7773	-16.9708	16.4883	62.6100	-10.6784	*	*	*	*	*	*	*	*	*	*	51.0990	-0.3323	48.6697	0.6163	46.1494	1.3258	43.4730	1.5861	40.6179	1.2131	37.6792	0.2947	34.9517	-0.3547	32.4634	-0.4698	30.1454	-0.0561	27.8362	0.3673	25.5196	0.7384	23.1950	1.0544	20.8648	1.3412	18.5361	1.8217	16.1838	2.5702	13.7757	3.5268	11.2536	5.1996	8.6338	6.5592	5.9384	7.6350	3.2492	8.0714	0.5501	8.2501	-2.1804	8.3471	-4.7951	7.8338	-7.3877	7.2031	-9.8357	6.1255	-12.1431	4.7283	-14.2555	2.9610	-15.8145	0.1556	-17.2175	-2.6680	-18.5935	-5.2753	-20.2957	-7.1334	-21.4966	-9.6646	-22.6168	-12.1346	-23.8586	-14.2888	*	*	-26.6830	-17.9163
ab03	1.4706	24/03/2017 14:44:52	Mowie pada teraz	a	69.3459	101.6144	100.2892	74.1769	-56.1111	55.4405	62.0496	-11.3345	*	*	*	*	*	*	*	*	*	*	*	*	47.3608	-2.0064	44.6356	-1.9921	41.9863	-1.9982	39.3652	-2.1320	36.8137	-2.2871	34.4721	-1.9701	32.1924	-1.5149	29.9366	-0.9945	27.6605	-0.5764	25.3723	-0.2412	23.0776	0.0320	20.7791	0.2656	18.4730	0.4074	16.1645	0.5818	13.8378	1.0576	11.4045	2.6878	8.8130	4.6748	6.0698	6.6276	3.4088	7.1099	0.6597	7.7075	-1.9670	7.4529	-4.6587	7.3393	-7.1847	6.5560	-9.6056	5.4728	-11.8404	3.9563	-13.7871	1.8791	-15.6070	-0.2813	-17.4062	-2.3040	-18.9955	-4.5619	-20.4793	-6.8327	*	*	*	*	*	*	*	*	-28.7917	-15.5232
ab03	1.2619	24/03/2017 14:44:56	Mowie puku teraz	u	57.8781	8.8811	7.9250	83.0139	38.4227	38.5253	61.3788	-12.1198	*	*	*	*	*	*	*	*	45.4156	-15.0873	43.3427	-14.6054	41.5224	-13.7044	39.5898	-13.0508	37.7607	-12.1852	35.9580	-11.2299	34.1357	-10.2750	32.0928	-9.9836	30.3488	-8.6235	28.5532	-7.2131	26.9162	-4.5751	25.0044	-2.6891	22.9729	-0.8802	20.9053	1.8503	18.6275	3.8701	16.2224	6.5333	13.6414	8.8715	10.8514	11.8978	7.9095	14.1734	4.9967	14.8546	1.9055	16.1624	-1.2095	16.9564	-4.3476	17.4279	-7.1359	16.3198	-9.9364	15.3271	-12.5362	13.7875	-15.0617	12.1707	-17.1505	9.6475	-18.0153	4.7890	-18.4552	-0.2808	-17.3397	-7.5003	-17.3414	-11.9736	-17.2463	-16.1115	-18.7946	-17.5143	-20.0094	-19.3251	*	*	-20.8004	-24.5923
ab03	0.7441	24/03/2017 14:45:04	Mowie paga teraz	a	72.6975	-29.6734	28.1448	75.9563	13.3095	13.4602	62.7491	-10.5156	*	*	*	*	*	*	*	*	*	*	*	*	*	*	45.6611	0.2556	43.3487	1.2863	41.1389	2.6043	38.8497	3.7858	36.4469	4.6812	33.9780	5.3701	31.4871	5.9754	28.9755	6.4880	26.4428	6.8812	23.8994	7.1894	21.3482	7.4123	18.7957	7.6378	16.2350	7.8206	13.6619	8.0561	11.0594	8.4342	8.4109	8.9018	5.7414	9.1450	3.0943	9.0040	0.5156	8.4209	-2.0126	7.6442	-4.4928	6.7376	-6.9468	5.7976	-9.3027	4.6135	-11.4772	3.0301	-13.3333	0.8308	-15.0924	-1.3645	-16.7140	-3.6391	-18.2464	-5.8913	-19.5517	-8.3523	-20.9087	-10.5563	-20.9614	-14.4646	-21.0013	-18.0273	-20.8598	-21.5027	-22.3096	-22.8795
ab03	1.3320	24/03/2017 14:45:08	Mowie pata teraz	a	75.9837	97.3999	99.0007	72.1505	-35.2258	35.4405	64.2997	-8.7004	*	*	*	*	*	*	*	*	*	*	*	*	*	*	47.3516	3.9605	44.8396	4.8807	42.0189	4.9539	38.8300	3.7272	35.6846	2.1137	32.8545	1.0383	30.2536	0.4304	27.8725	0.5625	25.5226	0.7590	23.1916	1.0249	20.8558	1.2285	18.5168	1.3887	16.1746	1.6255	13.8072	2.2755	11.3736	3.2008	8.8808	3.9628	6.3443	4.5233	3.7262	5.1991	1.1214	5.4233	-1.4084	5.1124	-3.7562	4.0671	-6.1373	3.2175	-8.4270	2.1288	-10.5904	0.7688	-12.6128	-0.8333	-14.6699	-2.2541	-16.7735	-3.5244	-18.7953	-4.9172	-20.6433	-6.5639	-22.0417	-8.8378	-23.1866	-11.3326	-24.2059	-13.8345	-25.2949	-16.1010	-26.7258	-17.8677
