index,speaker,word,time,word.duration,vowel.duration,closure.duration,rvt,consonant.duration,sentence.duration
45,SC01,baga,119.464989,359.99999999999943,141.2123838249073,51.51231126914979,27.275304905941766,78.78761617509156,1.5799540000000007
46,SC01,pogo,122.309977,369.99999999999034,121.5342014664742,58.49051132936722,8.31871577304355,66.80922710241077,1.5799549999999982
47,SC01,budu,125.049977,409.9999999999966,125.36239812074257,--undefined--,--undefined--,--undefined--,1.5299779999999998
48,SC01,poto,127.419977,359.99999999999943,125.36228384281856,59.018214431915794,35.27752423086383,94.29573866277963,1.5749209999999891
49,SC01,pugu,130.139955,390.0000000000148,94.26459859716374,--undefined--,--undefined--,--undefined--,1.5249430000000075
50,SC01,pada,132.474989,360.00000000001364,139.93919791744247,59.32062251559955,6.240283624492804,65.56090614009236,1.5299320000000023
51,SC01,poco,134.840023,400.0000000000057,123.4185981633118,69.42560520514007,30.902930557175523,100.3285357623156,1.589886000000007
52,SC01,pata,137.309977,370.00000000000455,109.99999999998522,90.48375430182887,9.516245698165449,99.99999999999432,1.5999549999999942
53,SC01,boco,139.735011,390.0000000000148,130.39626644402347,64.58865450915141,29.160397405689764,93.74905191484117,1.5699319999999943
54,SC01,podo,142.224989,379.99999999999545,136.05199797530076,--undefined--,--undefined--,--undefined--,1.5699769999999944
55,SC01,boto,144.639977,480.0000000000182,120.50319820670552,121.13097725864463,42.00250709465081,163.13348435329544,1.6599999999999966
56,SC01,paca,147.88,360.00000000001364,123.41859816328338,51.806865138075864,30.93777507868367,82.74464021675954,1.5299319999999739
57,SC01,bodo,150.285011,370.00000000000455,152.57259772943144,47.94253014526362,7.348223440772017,55.290753586035635,1.5449440000000152
58,SC01,pucu,152.714966,379.99999999999545,95.573478468026,56.44225813122716,33.557741868747826,89.99999999997499,1.5
59,SC01,paga,155.1,330.0000000000125,131.19299804762363,52.205750195469136,12.373492468782388,64.57924266425152,1.5749210000000176
60,SC01,bada,157.494966,349.9999999999943,141.42662578461795,40.55345559382317,8.019918621556599,48.57337421537977,1.5899319999999761
61,SC01,bogo,159.924989,369.9999999999761,141.88279788851332,50.45809902094334,15.844355918375186,66.30245493931852,1.5299320000000023
62,SC01,putu,162.439977,390.0000000000148,105.29712420014903,68.5910713324347,11.408928667577811,80.0000000000125,1.5699779999999919
63,SC01,bata,164.944966,379.99999999999545,129.99999999999545,78.18910109870103,11.81089890130238,90.00000000000341,1.5899319999999761
64,SC01,bucu,167.294989,400.0000000000057,106.8979984091527,66.10589391556232,33.979136998425474,100.0850309139878,1.5349199999999996
65,SC01,butu,169.760023,360.00000000001364,103.98259845254643,61.65017805187745,1.1070554763819018,62.75723352825935,1.5748749999999916
66,SC01,bugu,172.519977,389.99999999998636,104.95439843808185,60.21470496844472,9.21703239754379,69.43173736598851,1.54997800000001
67,SC01,pudu,175.605011,379.99999999999545,113.70059830792911,47.62270155802639,3.7854747583025983,51.40817631632899,1.5599100000000021
68,SC01,baga,178.239977,349.9999999999943,126.50152111842772,--undefined--,--undefined--,--undefined--,1.5749209999999891
69,SC01,pogo,180.899955,370.00000000000455,120.00000000000455,--undefined--,--undefined--,--undefined--,1.579999999999984
70,SC01,budu,183.210023,379.99999999999545,110.78519835132283,60.237877791109895,9.245660912625908,69.4835387037358,1.5749199999999917
71,SC01,poto,185.834989,379.99999999999545,130.2211980620882,72.69590872351728,27.55345733422132,100.2493660577386,1.5599090000000047
72,SC01,pugu,189.750023,379.99999999999545,90.37739865502203,57.916820719270845,13.559367235558284,71.47618795482913,1.5748749999999916
73,SC01,pada,192.649977,349.9999999999943,129.24939807652436,62.82186029309855,7.5049460824345715,70.32680637553312,1.5749209999999891
74,SC01,poco,194.974966,379.99999999999545,120.99067329032209,68.09171240806222,30.91761430161455,99.00932670967677,1.6099320000000148
75,SC01,pata,197.275011,370.00000000000455,119.48095614030763,71.91332831635577,8.08667168362831,79.99999999998408,1.5599099999999737
76,SC01,boco,199.624989,409.9999999999966,126.33399811991808,72.90583174167864,32.81560595672772,105.72143769840636,1.6149199999999837
77,SC01,podo,201.974989,379.99999999999545,134.1083980042299,59.71109706857192,2.4275963819491153,62.13869345052103,1.6249430000000018
78,SC01,boto,204.374989,409.9999999999966,125.62413902026037,97.3632157440818,27.01264523565783,124.37586097973963,1.6149660000000097
79,SC01,paca,206.794989,380.0000000000239,134.1083980042015,61.34288510301644,24.857906202953473,86.20079130596991,1.619954000000007
80,SC01,bodo,209.194989,390.0000000000148,151.46357572015745,50.717068983686886,7.8193552961636215,58.53642427985051,1.5849430000000098
81,SC01,pucu,211.584989,389.99999999998636,95.79624094416772,65.94038490283083,34.05961509719191,100.00000000002274,1.5849429999999813
82,SC01,paga,213.95,360.00000000001364,159.9999999999966,--undefined--,--undefined--,--undefined--,1.5249430000000075
83,SC01,bada,216.634989,370.00000000000455,150.5669301292869,--undefined--,--undefined--,--undefined--,1.5849430000000098
84,SC01,bogo,219.339955,389.99999999998636,140.34244680323127,54.875760932588946,15.124239067404233,69.99999999999318,1.5649879999999996
85,SC01,putu,221.899977,400.0000000000057,102.03899848147557,81.84143097926722,13.9089680057225,95.75039898498972,1.5999549999999942
86,SC01,bata,224.43,379.99999999999545,129.99999999999545,85.28811220602961,14.711887793993128,100.00000000002274,1.579954999999984
87,SC01,bucu,227.139977,420.0000000000159,103.98259845254643,70.79906910556133,38.16115227516548,108.96022138072681,1.6299319999999966
88,SC01,baca,229.689977,390.0000000000148,137.99559794637162,53.40986872775488,48.52354163770656,101.93341036546144,1.5999549999999942
89,SC01,butu,232.304989,389.99999999998636,112.72879832239369,71.3668743812832,10.529232019507617,81.89610640079081,1.5949659999999994
90,SC01,bugu,235.189977,430.0000000000068,126.33399811991808,63.742862931263744,30.897669119809734,94.64053205107348,1.6199550000000045
91,SC01,pudu,237.749977,409.9999999999966,128.27759809101735,--undefined--,--undefined--,--undefined--,1.5899780000000021
92,SC01,baga,240.294989,360.00000000001364,139.76340789099595,50.83404194769514,19.402550161316867,70.23659210901201,1.619909000000007
93,SC01,pogo,242.834989,419.9999999999875,143.7131655941073,--undefined--,--undefined--,--undefined--,1.6249430000000018
94,SC01,budu,245.434989,400.0000000000057,117.58779825007082,60.92248151463764,9.986493135698993,70.90897465033663,1.5799089999999865
95,SC01,poto,248.200023,380.0000000000239,130.2211980620882,75.52395537203438,15.377592341906166,90.90154771394054,1.579954000000015
96,SC01,pugu,251.449977,380.0000000000239,85.9692192393311,57.71973455642865,16.311046204236845,74.0307807606655,1.5699780000000203
97,SC01,pada,253.794989,350.00000000002274,130.22119806205978,57.93224536233765,9.185512351280067,67.11775771361772,1.5599539999999763
98,SC01,poco,256.149977,379.99999999999545,120.50297850959168,54.83372509155515,30.437487869619417,85.27121296117457,1.5749209999999891
99,SC01,pata,258.659977,349.9999999999659,125.21134405858447,71.69644226263472,13.092213678760345,84.78865594139506,1.589932000000033
100,SC01,boco,261.119955,399.99999999997726,134.1081076585624,61.972789115600335,28.142333920357032,90.11512303595737,1.5449879999999894
101,SC01,podo,263.374966,390.0000000000432,141.59590668299415,51.25105051212131,14.361239008337634,65.61228952045894,1.5549660000000358
102,SC01,boto,266.11,399.99999999997726,130.4673671504588,72.02353120516136,27.509101644341172,99.53263284950253,1.5749209999999607
103,SC01,paca,268.534966,389.99999999998636,134.1081076585624,63.34584451582259,29.385351372184232,92.73119588800682,1.599999999999966
104,SC01,bodo,270.919955,379.99999999999545,157.431256816551,47.97115057010615,1.6407899557293604,49.61194052583551,1.5899769999999762
105,SC01,pucu,273.444966,409.99999999996817,109.81316061901225,44.138754816742676,51.94042809756638,96.07918291430906,1.5849890000000073
106,SC01,paga,275.944989,370.00000000000455,146.74148011914667,35.641102019496884,23.11299702830638,58.754099047803265,1.5949659999999994
107,SC01,bada,278.369977,349.9999999999659,144.7978843560236,62.315415259718065,8.573707702964839,70.8891229626829,1.6099780000000123
108,SC01,bogo,280.974966,389.99999999998636,146.74148011914667,70.7421098247778,6.491604165489662,77.23371399026746,1.6199550000000045
109,SC01,putu,283.594989,410.000000000025,128.27732036907946,75.1212195322637,1.89383860754333,77.01505813980702,1.5249430000000075
110,SC01,bata,286.079977,370.00000000000455,135.07990554012395,74.62024784678079,10.587716466432084,85.20796431321287,1.5699779999999919
111,SC01,bucu,288.594966,399.99999999997726,94.26439451362967,63.98677280594711,35.298348638889365,99.28512144483648,1.659954999999968
112,SC01,baca,291.099977,369.9999999999477,138.9670970664838,56.993513788540895,37.37985553107137,94.37336931961227,1.614966000000038
113,SC01,butu,293.879977,439.9999999999977,104.95417121103401,74.15835070793264,7.3950354754401815,81.55338618337282,1.5999550000000227
114,SC01,bugu,296.519977,410.000000000025,110.60072304360347,63.821535253850925,32.636134607628264,96.45766986147919,1.5999550000000227
115,SC01,pudu,298.889977,389.99999999998636,129.111905975833,45.944272496001304,4.943821528172521,50.888094024173824,1.5699320000000512
116,SC01,baga,301.619977,349.9999999999659,140.39433411176105,--undefined--,--undefined--,--undefined--,1.579954999999984
117,SC01,pogo,304.144966,370.00000000000455,138.2509038044759,--undefined--,--undefined--,--undefined--,1.6199550000000045
118,SC01,budu,306.585011,399.99999999997726,129.0341768841472,56.21797003169604,5.3511298591502054,61.569099890846246,1.579954999999984
119,SC01,poto,309.304989,390.0000000000432,132.10641919096133,74.06706893124237,9.194065933854745,83.26113486509712,1.5749660000000176
120,SC01,pugu,312.574989,389.99999999998636,101.38399612327476,55.29770378416288,23.86670074332642,79.1644045274893,1.5449429999999893
121,SC01,pada,315.004989,359.9999999999568,135.17866149771862,58.00583881318744,8.179635038572997,66.18547385176043,1.5599090000000047
122,SC01,poco,317.494989,360.00000000001364,115.7211268882179,57.24211946574087,25.46647282787262,82.70859229361349,1.5299770000000308
123,SC01,pata,319.779977,370.00000000000455,121.86561150173247,74.015207028026,10.837032087408716,84.85223911543471,1.579999999999984
124,SC01,boco,322.019977,400.0000000000341,125.97368348798454,76.29036427130131,17.735952240684583,94.0263165119859,1.6349210000000198
125,SC01,podo,324.324966,370.00000000000455,141.3231461112332,54.9364482081387,0.5113468832291801,55.44779509136788,1.604989000000046
126,SC01,boto,326.629977,370.00000000000455,127.56057083157657,73.47926809262617,28.96016107581545,102.43942916844162,1.6249439999999709
127,SC01,paca,329.02,370.00000000000455,138.8254540090088,68.1872752739423,32.98727071700114,101.17454599094344,1.589932000000033
128,SC01,bodo,331.404966,389.99999999998636,143.37130764909034,--undefined--,--undefined--,--undefined--,1.5849890000000073
129,SC01,pucu,333.839955,400.0000000000341,104.45623843003204,70.34858592169257,26.520639418549763,96.86922534024234,1.579999999999984
130,SC01,paga,336.634989,359.9999999999568,147.65153158595012,42.970521541917606,27.029478458075573,69.99999999999318,1.5899769999999762
131,SC01,bada,339.094989,379.99999999999545,149.99999999997726,59.12280170997519,10.877198290017986,69.99999999999318,1.5949659999999994
132,SC01,bogo,341.664966,410.000000000025,149.99999999997726,--undefined--,--undefined--,--undefined--,1.5900230000000306
133,SC01,putu,344.15,410.000000000025,109.09021817349185,79.69608128547634,0.3039187145077449,79.99999999998408,1.6049889999999891
134,SC01,bata,346.825011,379.99999999999545,130.0582576531042,79.51202578300354,11.894154930473633,91.40618071347717,1.534920999999997
135,SC01,bucu,349.67,419.9999999999591,111.62480381250361,61.26158063892717,35.446203892774975,96.70778453170215,1.5999549999999658
136,SC01,baca,352.535011,379.99999999999545,143.37130764909034,61.44991545687617,39.184808252116454,100.63472370899262,1.5749210000000176
137,SC01,butu,355.164989,449.99999999998863,131.08233842200434,67.27020182648857,12.938155435620047,80.20835726210862,1.5849880000000098
138,SC01,bugu,357.724966,430.0000000000068,116.69954919494785,71.57542236700465,31.725028438074787,103.30045080507944,1.6799550000000067
139,SC01,pudu,360.605011,420.0000000000159,120.84153073277548,51.03046740947548,7.8880575837843026,58.91852499325978,1.589932000000033
140,SC01,baga,363.429955,349.9999999999659,141.81102503903276,43.14057207210453,25.04840288889909,68.18897496100362,1.5600000000000023
141,SC01,pogo,366.114966,360.00000000001364,133.13049995991832,58.78690976788903,9.943867306844822,68.73077707473385,1.5400000000000205
142,SC01,budu,368.58,390.0000000000432,124.93785380848976,47.40300691923949,6.172315481535406,53.575322400774894,1.5999550000000227
143,SC01,poto,371.09,370.00000000000455,136.2027422666756,70.81973041636047,13.753113311054221,84.57284372741469,1.5
