speaker,file,word,time,rel.time,proportion,maximum,minimum
SC01,SC01-001,pugu,1.5029783533610175,0.013176532203983848,0.048762026205359466,0.3450363008087295,0.867355220699714
SC01,SC01-001,pugu,1.5104047924216597,0.02060297126462607,0.07624484266127446,0.346924687697004,0.8830349151534375
SC01,SC01-001,pugu,1.5179870001165974,0.02818517895956374,0.10430410776922487,0.34700788225698115,0.8854826920253307
SC01,SC01-001,pugu,1.525460260677803,0.0356584395207693,0.13196019524987532,0.34214929552012147,0.8994825951793437
SC01,SC01-001,pugu,1.5328258151843022,0.04302399402726853,0.15921769792985427,0.33541623562629524,0.8986143372361886
SC01,SC01-001,pugu,1.5401519248271855,0.05035010367015191,0.1863292281002589,0.3309239851830497,0.9040022745022036
SC01,SC01-001,pugu,1.5474034789732467,0.05760165781621307,0.21316485281742903,0.3246710062495612,0.8892629923362778
SC01,SC01-001,pugu,1.5545997927365294,0.06479797157949574,0.23979605098663198,0.3192391536479478,0.8899412461454649
SC01,SC01-001,pugu,1.5617563481598822,0.07195452700284855,0.26628011657318507,0.32111074522115846,0.8899487569193307
SC01,SC01-001,pugu,1.5689772481030764,0.07917542694604274,0.29300230013449086,0.31589174707807366,0.8894668559734187
SC01,SC01-001,pugu,1.576185479433224,0.08638365827619032,0.3196776013118886,0.3151067674830695,0.8812098574668455
SC01,SC01-001,pugu,1.583367165271669,0.09356534411463535,0.3462546663265392,0.3098845595383133,0.883942384408934
SC01,SC01-001,pugu,1.590312320760653,0.10051049960361946,0.37195641005633084,0.2960474269463461,0.8896463082539025
SC01,SC01-001,pugu,1.5972261735842703,0.10742435242723669,0.3975423128831225,0.28283717216824567,0.8892159607233706
SC01,SC01-001,pugu,1.6039929719064314,0.11419115074939779,0.42258401520688255,0.2811721712283297,0.8957829852832753
SC01,SC01-001,pugu,1.6109528120744159,0.12115099091738224,0.4483401021197778,0.2774736042669616,0.8867021264619156
SC01,SC01-001,pugu,1.6179819262006445,0.12818010504361088,0.4743525492430045,0.2718752388446628,0.9029016292101998
SC01,SC01-001,pugu,1.6251951786419956,0.13539335748496195,0.5010464319069644,0.26348862937169704,0.9096236079543916
SC01,SC01-001,pugu,1.6327951033474093,0.14299328219037566,0.5291712618627624,0.2648212796794273,0.8981548041725291
