ps02	1.3353	0.0079	07/02/2017 16:21:26	M�wie pata teraz	kinematics	53.8597	-4.8608	7.0570	60.7487	-27.3385	27.0053
ps02	1.3501	0.0227	07/02/2017 16:21:26	M�wie pata teraz	kinematics	54.0550	30.9742	28.5073	60.3997	-35.8930	35.1424
ps02	1.3648	0.0374	07/02/2017 16:21:26	M�wie pata teraz	kinematics	54.6998	63.5037	61.1069	59.8669	-46.4063	45.6050
ps02	1.3796	0.0521	07/02/2017 16:21:26	M�wie pata teraz	kinematics	56.0181	95.0735	93.3958	59.0109	-56.7063	56.1770
ps02	1.3943	0.0669	07/02/2017 16:21:26	M�wie pata teraz	kinematics	57.8404	112.2683	111.6461	57.9540	-59.7641	59.8918
ps02	1.4090	0.0816	07/02/2017 16:21:26	M�wie pata teraz	kinematics	59.7579	111.9702	112.5054	56.9061	-52.4958	53.2531
ps02	1.4238	0.0963	07/02/2017 16:21:26	M�wie pata teraz	kinematics	61.4006	98.7244	100.0912	56.1715	-39.2387	40.4060
ps02	1.4385	0.1111	07/02/2017 16:21:26	M�wie pata teraz	kinematics	62.8516	72.2218	74.2416	55.6890	-20.0644	21.3594
ps02	1.4532	0.1258	07/02/2017 16:21:26	M�wie pata teraz	kinematics	63.5788	40.7994	42.8222	55.6866	-1.7536	2.8313
ps02	1.4680	0.1406	07/02/2017 16:21:26	M�wie pata teraz	kinematics	63.7648	17.0292	18.6164	55.9440	9.0094	8.4325
ps02	1.4827	0.1553	07/02/2017 16:21:26	M�wie pata teraz	kinematics	63.6526	-2.2169	1.2376	56.2351	12.6110	12.6749
ps02	1.4975	0.1700	07/02/2017 16:21:26	M�wie pata teraz	kinematics	63.3952	-8.5754	8.6515	56.4625	7.2940	7.8612
ps02	1.5122	0.1848	07/02/2017 16:21:26	M�wie pata teraz	kinematics	63.2163	-2.4910	3.1231	56.5069	-3.1147	2.4006
ps02	1.5269	0.1995	07/02/2017 16:21:26	M�wie pata teraz	kinematics	63.2461	5.5592	5.0058	56.3547	-11.0814	10.6193
ps02	1.5417	0.2143	07/02/2017 16:21:26	M�wie pata teraz	kinematics	63.4507	12.1549	11.8743	56.0226	-14.0782	14.1005
ps02	1.3781	0.0099	07/02/2017 16:21:33	M�wie puku teraz	kinematics	53.4294	-22.3449	21.3224	66.7371	49.3780	49.1608
ps02	1.3928	0.0246	07/02/2017 16:21:33	M�wie puku teraz	kinematics	53.0564	-37.0704	35.9525	67.4516	51.3886	51.3607
ps02	1.4075	0.0394	07/02/2017 16:21:33	M�wie puku teraz	kinematics	52.3032	-50.6874	50.0400	68.3053	48.3804	48.7141
ps02	1.4223	0.0541	07/02/2017 16:21:33	M�wie puku teraz	kinematics	51.3361	-53.6092	53.8465	69.0855	42.0958	42.6365
ps02	1.4370	0.0689	07/02/2017 16:21:33	M�wie puku teraz	kinematics	50.3432	-44.0193	44.9325	69.6484	31.4068	32.2119
ps02	1.4518	0.0836	07/02/2017 16:21:33	M�wie puku teraz	kinematics	49.6938	-28.0457	29.4685	69.9522	20.6728	21.4844
ps02	1.4665	0.0984	07/02/2017 16:21:33	M�wie puku teraz	kinematics	49.5345	-1.1720	3.2393	70.1115	9.0818	9.7569
ps02	1.4812	0.1131	07/02/2017 16:21:33	M�wie puku teraz	kinematics	49.9349	33.0992	30.7527	70.1581	0.2007	0.6949
ps02	1.4960	0.1278	07/02/2017 16:21:33	M�wie puku teraz	kinematics	50.6411	64.0654	61.7698	70.0660	-4.8259	4.5175
ps02	1.5107	0.1426	07/02/2017 16:21:33	M�wie puku teraz	kinematics	51.7836	95.8681	94.0376	69.9091	-8.8806	8.6102
ps02	1.5254	0.1573	07/02/2017 16:21:33	M�wie puku teraz	kinematics	53.4396	118.2931	117.1425	69.7668	-13.3617	13.0507
ps02	1.5402	0.1720	07/02/2017 16:21:33	M�wie puku teraz	kinematics	55.5786	131.3221	130.7095	69.5809	-18.8960	18.4612
ps02	1.5549	0.1868	07/02/2017 16:21:33	M�wie puku teraz	kinematics	57.5084	134.2894	134.3970	69.3435	-24.2339	23.8673
ps02	1.5697	0.2015	07/02/2017 16:21:33	M�wie puku teraz	kinematics	59.6045	125.1466	126.2011	68.9219	-30.9956	30.4475
ps02	1.5844	0.2163	07/02/2017 16:21:33	M�wie puku teraz	kinematics	61.3678	101.6727	103.5744	68.3213	-39.0175	38.5223
ps02	1.5991	0.2310	07/02/2017 16:21:33	M�wie puku teraz	kinematics	62.7264	68.6979	71.0366	67.6243	-45.8125	45.3917
ps02	1.6138	0.2457	07/02/2017 16:21:33	M�wie puku teraz	kinematics	63.4685	38.0725	40.3060	66.9801	-50.6443	50.3277
ps02	1.3627	0.0074	07/02/2017 16:21:44	M�wie paka teraz	kinematics	53.4158	-42.3705	42.4228	58.7681	12.2549	10.3143
