index,speaker,file,word,voicing
1,SC01,SC01-119,budu,97.88517730775348
1,SC01,SC01-120,poto,91.87229563190446
1,SC01,SC01-121,pugu,151.83313882006487
1,SC01,SC01-122,pada,88.54621040385302
1,SC01,SC01-123,poco,141.6331621332615
1,SC01,SC01-124,pata,168.0749327018237
1,SC01,SC01-125,boco,95.79521296559757
1,SC01,SC01-126,podo,95.48420478708563
1,SC01,SC01-127,boto,94.39951769273591
1,SC01,SC01-128,paca,95.61512888019597
1,SC01,SC01-129,bodo,98.31280300726175
1,SC01,SC01-130,pucu,147.3702904624049
1,SC01,SC01-131,paga,107.06572725732555
1,SC01,SC01-132,bada,162.57670140713398
1,SC01,SC01-133,bogo,162.00220138768185
1,SC01,SC01-134,putu,99.14228893386567
1,SC01,SC01-135,bata,147.74325056388705
1,SC01,SC01-136,bucu,85.21257136759385
1,SC01,SC01-137,baca,143.71963017862387
1,SC01,SC01-138,butu,95.51803625974686
1,SC01,SC01-139,bugu,184.55188135277078
1,SC01,SC01-140,pudu,93.04657770591041
1,SC01,SC01-141,baga,134.73391498321106
1,SC01,SC01-142,pogo,81.19864921088794
1,SC01,SC01-143,budu,160.062596685705
1,SC01,SC01-144,poto,80.45222886394698
