index,speaker,file,word,time,word.duration,c1.duration,vowel.duration,closure.duration,rvot,c2.duration,v2.duration,sentence.duration
1,it05,it05-001,pudu,1.3485534429347694,529.3571740086085,156.64651067601687,145.84330304318803,58.67736513796884,11.543484475418087,70.22084961338693,156.64651067601665,1.9249889999999998
2,it05,it05-002,pugu,4.444989,397.95573329050706,135.07788153653877,100.82986094672731,--undefined--,--undefined--,--undefined--,93.6277280219615,1.4599539999999998
3,it05,it05-003,putu,6.734966,421.11184791667887,127.6249461662946,90.02665697864565,102.50356038572761,10.930027407365372,113.43358779309298,90.02665697864565,1.5
4,it05,it05-004,poto,9.382062854388183,378.1119015905539,111.63303761244947,93.62770896527906,97.98189407006319,9.683504964025147,107.66539903408834,65.18575597873699,1.4299769999999992
5,it05,it05-005,pata,12.074966,359.99999999999943,89.46720897611193,102.63037328886426,95.07068857709378,14.761816170638653,109.83250474773243,58.069912987290806,1.3999550000000003
6,it05,it05-006,pucu,14.724989,349.99999999999966,99.99999999999964,119.99999999999922,--undefined--,--undefined--,--undefined--,89.99999999999986,1.4749660000000002
7,it05,it05-007,paga,17.524966,346.40518002384727,89.99999999999986,114.16319227932092,--undefined--,--undefined--,--undefined--,76.40518002384766,1.3950110000000002
8,it05,it05-008,poco,20.009977,367.4616656984142,100.98300511372926,90.02657452185403,75.82450307975819,37.60898081777597,113.43348389753416,63.018602165296755,1.3149210000000018
9,it05,it05-009,paca,22.465083400957866,369.1089555395948,88.22604303141546,109.83242091666057,90.244522909245,16.590612184813835,106.83513509405884,64.21535649745991,1.4149659999999997
10,it05,it05-010,pogo,25.254966,367.63215353240497,103.69875702892983,100.82976346447481,78.90828544255513,6.563194064039379,85.4714795065945,77.63215353240582,1.424989
11,it05,it05-011,pada,27.934989,357.52646360136,89.24727152624357,149.44411370627364,--undefined--,--undefined--,--undefined--,59.41753918442316,1.779954
12,it05,it05-012,podo,31.124989,355.9528227949294,102.07790847976739,118.83506627518159,--undefined--,--undefined--,--undefined--,75.95282279492821,1.3649430000000002
13,it05,it05-013,pudu,33.669955,352.904055090427,140.44140408486783,77.4228304511766,--undefined--,--undefined--,--undefined--,66.6196448068277,1.469977
14,it05,it05-014,pugu,36.604966,380.00000000000256,149.40511024902747,66.6196448068348,--undefined--,--undefined--,--undefined--,93.75453825586533,1.429977000000001
15,it05,it05-015,putu,39.18,365.86147123961865,111.98660859738396,98.01339140261689,58.94521001597042,24.895023594645238,83.84023361061566,72.02123762900214,1.4099320000000048
16,it05,it05-016,poto,41.729977,342.8586593827774,100.00000000000142,79.01034377679395,85.2692737816767,11.959397017477613,97.22867079915432,66.6196448068277,1.3549209999999974
17,it05,it05-017,pata,44.48053258623038,322.29503838978957,79.42241376962045,99.99999999999432,72.02200077158238,11.433102804666362,83.45510357624875,59.41752104392606,1.2950109999999952
18,it05,it05-018,pucu,46.974989,366.59622908785394,127.26675836543677,61.21805198465324,76.0171585446372,26.613105076691568,102.63026362132877,75.48115511643516,1.3449430000000007
19,it05,it05-019,paga,49.40666389951935,328.32510048064734,90.02654703625979,102.63026362132877,--undefined--,--undefined--,--undefined--,70.00000000000028,1.3599540000000019
20,it05,it05-020,poco,51.924989,350.04852347304194,97.97419177153444,82.82442327335104,69.95464852607824,32.67561509525052,102.63026362132877,66.6196448068277,1.3349660000000014
21,it05,it05-021,paca,54.254966,339.9999999999963,102.17439737282064,82.82442327335104,80.70132849529443,14.299850858527918,95.00117935382235,60.000000000002274,1.3349660000000014
22,it05,it05-022,pogo,56.809977,342.41669568401534,117.35032809338009,77.4228304511766,57.108113105009295,16.713655464720034,73.82176856972933,73.82176856972933,1.3399999999999963
23,it05,it05-023,pada,59.44735803268731,342.1008787377673,102.63026362132877,106.23132550278314,--undefined--,--undefined--,--undefined--,69.48191142507909,1.3549659999999975
24,it05,it05-024,podo,61.894989,344.9160024593283,99.02721476448306,109.10297202354258,--undefined--,--undefined--,--undefined--,81.42012837577539,1.3449430000000007
25,it05,it05-025,pudu,64.84244026046534,347.49173953466084,125.3869130430445,81.4200734045869,41.2439362337409,19.440816853290244,60.68475308703114,79.9999999999983,1.3599999999999994
26,it05,it05-026,pugu,67.224989,370.1791787694475,127.54736002378309,78.16327046840854,68.61530319436326,17.689974614484072,86.30527780884734,78.16327046840854,1.469932
27,it05,it05-027,putu,69.904989,363.7099245425617,119.44970432881519,78.16327046839433,70.33576737610758,17.59791190085025,87.93367927695783,78.16327046839433,1.3949659999999966
28,it05,it05-028,poto,72.2676430385084,330.56549802259383,96.07568661741084,87.93367927694362,70.0002233732846,13.048251499384378,83.04847487266898,63.50765725557039,1.3099770000000035
29,it05,it05-029,pata,74.72186647070627,348.1335292937189,98.13352929371888,92.38944247300651,77.20919831704975,10.724480959893867,87.93367927694362,69.67687825004987,1.3649429999999967
30,it05,it05-030,pucu,77.6147436808922,355.2333191077963,120.50170863878407,76.53486900029804,61.37940923740359,29.8110729757326,91.19048221313619,67.00625925557802,1.4149660000000068
31,it05,it05-031,paga,80.2081415209186,338.70750536306105,113.98810276641314,99.3324895535892,44.539550026868824,7.569296952070204,52.10884697893903,73.27806606411968,1.3549660000000046
32,it05,it05-032,poco,82.959977,332.6853088860844,91.68189160853046,71.6496645960234,91.71030300301197,23.906201231497448,115.61650423450942,53.7372484470211,1.329977999999997
33,it05,it05-033,paca,85.86,340.0000000000034,97.66900940435619,82.33099059565063,82.86320015605497,17.136799843939343,99.99999999999432,60.000000000002274,1.3499319999999955
