index,burst,voicing,file_name,vowel,correct_answer,side_condition,condition,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,key_resp_5.keys,key_resp_5.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,participant,
23,5,1,../data/raw/stimuli/piti1.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,1,22,61,22,,,,,,,,,,,,,,,,z,0.753096103668,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
10,5,2,../data/raw/stimuli/pata2.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,1,23,62,9,,,,,,,,,,,,,,,,z,0.402601003647,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
36,5,0,../data/raw/stimuli/putu0.wav,u,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,1,24,63,35,,,,,,,,,,,,,,,,z,0.785703897476,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
17,1,0,../data/raw/stimuli/pidi1.wav,i,,t_left,burst,,,,,,,,,0,0,0,0,,,,,1,25,64,16,,,,,,,,,,,,,,,,slash,0.902477025986,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
1,0,5,../data/raw/stimuli/pada.wav,a,,t_left,confound,,,,,,,,,0,0,0,0,,,,,1,26,65,0,,,,,,,,,,,,,,,,slash,0.500634908676,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
38,5,2,../data/raw/stimuli/putu2.wav,u,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,1,27,66,37,,,,,,,,,,,,,,,,slash,1.28611803055,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
2,0,0,../data/raw/stimuli/pada0.wav,a,,t_left,burst,,,,,,,,,0,0,0,0,,,,,1,28,67,1,,,,,,,,,,,,,,,,slash,1.93702602386,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
15,0,5,../data/raw/stimuli/pidi.wav,i,,t_left,confound,,,,,,,,,0,0,0,0,,,,,1,29,68,14,,,,,,,,,,,,,,,,slash,0.600636005402,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
28,5,6,../data/raw/stimuli/piti6.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,1,30,69,27,,,,,,,,,,,,,,,,slash,0.91978096962,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
24,5,2,../data/raw/stimuli/piti2.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,1,31,70,23,,,,,,,,,,,,,,,,z,0.702997922897,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
39,5,3,../data/raw/stimuli/putu3.wav,u,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,1,32,71,38,,,,,,,,,,,,,,,,slash,0.919828176498,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
14,5,6,../data/raw/stimuli/pata6.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,1,33,72,13,,,,,,,,,,,,,,,,z,0.952395915985,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
27,5,5,../data/raw/stimuli/piti5.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,1,34,73,26,,,,,,,,,,,,,,,,z,0.719801902771,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
6,4,0,../data/raw/stimuli/pada4.wav,a,,t_left,burst,,,,,,,,,0,0,0,0,,,,,1,35,74,5,,,,,,,,,,,,,,,,z,0.619936943054,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
37,5,1,../data/raw/stimuli/putu1.wav,u,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,1,36,75,36,,,,,,,,,,,,,,,,z,0.935739994049,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
12,5,4,../data/raw/stimuli/pata4.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,1,37,76,11,,,,,,,,,,,,,,,,z,0.835901975632,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
18,2,0,../data/raw/stimuli/pidi2.wav,i,,t_left,burst,,,,,,,,,0,0,0,0,,,,,1,38,77,17,,,,,,,,,,,,,,,,z,0.786736011505,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
37,5,1,../data/raw/stimuli/putu1.wav,u,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,2,0,78,36,,,,,,,,,,,,,,,,slash,2.1032910347,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
2,0,0,../data/raw/stimuli/pada0.wav,a,,t_left,burst,,,,,,,,,0,0,0,0,,,,,2,1,79,1,,,,,,,,,,,,,,,,z,0.634875059128,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
19,3,0,../data/raw/stimuli/pidi3.wav,i,,t_left,burst,,,,,,,,,0,0,0,0,,,,,2,2,80,18,,,,,,,,,,,,,,,,z,1.17032408714,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
24,5,2,../data/raw/stimuli/piti2.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,2,3,81,23,,,,,,,,,,,,,,,,z,0.753221988678,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
34,4,0,../data/raw/stimuli/pudu4.wav,u,,t_left,burst,,,,,,,,,0,0,0,0,,,,,2,4,82,33,,,,,,,,,,,,,,,,slash,0.419100999832,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
31,1,0,../data/raw/stimuli/pudu1.wav,u,,t_left,burst,,,,,,,,,0,0,0,0,,,,,2,5,83,30,,,,,,,,,,,,,,,,slash,0.452815055847,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
28,5,6,../data/raw/stimuli/piti6.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,2,6,84,27,,,,,,,,,,,,,,,,z,0.619220972061,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
25,5,3,../data/raw/stimuli/piti3.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,2,7,85,24,,,,,,,,,,,,,,,,z,0.469609975815,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
6,4,0,../data/raw/stimuli/pada4.wav,a,,t_left,burst,,,,,,,,,0,0,0,0,,,,,2,8,86,5,,,,,,,,,,,,,,,,z,0.535253047943,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
12,5,4,../data/raw/stimuli/pata4.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,2,9,87,11,,,,,,,,,,,,,,,,z,0.269430875778,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
4,2,0,../data/raw/stimuli/pada2.wav,a,,t_left,burst,,,,,,,,,0,0,0,0,,,,,2,10,88,3,,,,,,,,,,,,,,,,slash,0.349949121475,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
11,5,3,../data/raw/stimuli/pata3.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,2,11,89,10,,,,,,,,,,,,,,,,slash,0.218905925751,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
30,0,0,../data/raw/stimuli/pudu0.wav,u,,t_left,burst,,,,,,,,,0,0,0,0,,,,,2,12,90,29,,,,,,,,,,,,,,,,slash,0.719325780869,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
14,5,6,../data/raw/stimuli/pata6.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,2,13,91,13,,,,,,,,,,,,,,,,slash,1.51895499229,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
1,0,5,../data/raw/stimuli/pada.wav,a,,t_left,confound,,,,,,,,,0,0,0,0,,,,,2,14,92,0,,,,,,,,,,,,,,,,slash,0.336170911789,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
36,5,0,../data/raw/stimuli/putu0.wav,u,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,2,15,93,35,,,,,,,,,,,,,,,,z,0.569322824478,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
9,5,1,../data/raw/stimuli/pata1.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,2,16,94,8,,,,,,,,,,,,,,,,z,0.670035839081,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
27,5,5,../data/raw/stimuli/piti5.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,2,17,95,26,,,,,,,,,,,,,,,,z,0.452586889267,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
22,5,0,../data/raw/stimuli/piti0.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,2,18,96,21,,,,,,,,,,,,,,,,z,0.134094953537,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
8,5,0,../data/raw/stimuli/pata0.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,2,19,97,7,,,,,,,,,,,,,,,,z,0.402934074402,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
26,5,4,../data/raw/stimuli/piti4.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,2,20,98,25,,,,,,,,,,,,,,,,slash,1.18721699715,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
33,3,0,../data/raw/stimuli/pudu3.wav,u,,t_left,burst,,,,,,,,,0,0,0,0,,,,,2,21,99,32,,,,,,,,,,,,,,,,slash,0.535554885864,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
10,5,2,../data/raw/stimuli/pata2.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,2,22,100,9,,,,,,,,,,,,,,,,z,0.552456140518,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
38,5,2,../data/raw/stimuli/putu2.wav,u,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,2,23,101,37,,,,,,,,,,,,,,,,slash,0.286646127701,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
15,0,5,../data/raw/stimuli/pidi.wav,i,,t_left,confound,,,,,,,,,0,0,0,0,,,,,2,24,102,14,,,,,,,,,,,,,,,,slash,0.51998591423,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
5,3,0,../data/raw/stimuli/pada3.wav,a,,t_left,burst,,,,,,,,,0,0,0,0,,,,,2,25,103,4,,,,,,,,,,,,,,,,z,0.402826070786,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
13,5,5,../data/raw/stimuli/pata5.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,2,26,104,12,,,,,,,,,,,,,,,,slash,0.819971084595,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
32,2,0,../data/raw/stimuli/pudu2.wav,u,,t_left,burst,,,,,,,,,0,0,0,0,,,,,2,27,105,31,,,,,,,,,,,,,,,,slash,0.66975903511,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
3,1,0,../data/raw/stimuli/pada1.wav,a,,t_left,burst,,,,,,,,,0,0,0,0,,,,,2,28,106,2,,,,,,,,,,,,,,,,slash,0.95328783989,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
17,1,0,../data/raw/stimuli/pidi1.wav,i,,t_left,burst,,,,,,,,,0,0,0,0,,,,,2,29,107,16,,,,,,,,,,,,,,,,z,2.05401086807,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
35,5,0,../data/raw/stimuli/pudu5.wav,u,,t_left,burst,,,,,,,,,0,0,0,0,,,,,2,30,108,34,,,,,,,,,,,,,,,,z,1.35111808777,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
23,5,1,../data/raw/stimuli/piti1.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,2,31,109,22,,,,,,,,,,,,,,,,z,1.50355505943,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
39,5,3,../data/raw/stimuli/putu3.wav,u,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,2,32,110,38,,,,,,,,,,,,,,,,slash,1.08512401581,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
21,5,0,../data/raw/stimuli/pidi5.wav,i,,t_left,burst,,,,,,,,,0,0,0,0,,,,,2,33,111,20,,,,,,,,,,,,,,,,z,0.35279417038,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
18,2,0,../data/raw/stimuli/pidi2.wav,i,,t_left,burst,,,,,,,,,0,0,0,0,,,,,2,34,112,17,,,,,,,,,,,,,,,,slash,0.619677066803,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
20,4,0,../data/raw/stimuli/pidi4.wav,i,,t_left,burst,,,,,,,,,0,0,0,0,,,,,2,35,113,19,,,,,,,,,,,,,,,,slash,0.503383874893,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
16,0,0,../data/raw/stimuli/pidi0.wav,i,,t_left,burst,,,,,,,,,0,0,0,0,,,,,2,36,114,15,,,,,,,,,,,,,,,,slash,0.45264005661,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
7,5,0,../data/raw/stimuli/pada5.wav,a,,t_left,burst,,,,,,,,,0,0,0,0,,,,,2,37,115,6,,,,,,,,,,,,,,,,z,1.01994204521,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
29,0,5,../data/raw/stimuli/pudu.wav,u,,t_left,confound,,,,,,,,,0,0,0,0,,,,,2,38,116,28,,,,,,,,,,,,,,,,slash,0.61939406395,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
17,1,0,../data/raw/stimuli/pidi1.wav,i,,t_left,burst,,,,,,,,,0,0,0,0,,,,,3,0,117,16,,,,,,,,,,,,,,,,z,1.01955008507,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
28,5,6,../data/raw/stimuli/piti6.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,3,1,118,27,,,,,,,,,,,,,,,,slash,0.618818044662,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
13,5,5,../data/raw/stimuli/pata5.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,3,2,119,12,,,,,,,,,,,,,,,,slash,1.40400004387,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
5,3,0,../data/raw/stimuli/pada3.wav,a,,t_left,burst,,,,,,,,,0,0,0,0,,,,,3,3,120,4,,,,,,,,,,,,,,,,slash,0.367209911346,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
7,5,0,../data/raw/stimuli/pada5.wav,a,,t_left,burst,,,,,,,,,0,0,0,0,,,,,3,4,121,6,,,,,,,,,,,,,,,,slash,0.302783966064,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
37,5,1,../data/raw/stimuli/putu1.wav,u,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,3,5,122,36,,,,,,,,,,,,,,,,slash,0.653070926666,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
21,5,0,../data/raw/stimuli/pidi5.wav,i,,t_left,burst,,,,,,,,,0,0,0,0,,,,,3,6,123,20,,,,,,,,,,,,,,,,slash,1.30281209946,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
10,5,2,../data/raw/stimuli/pata2.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,3,7,124,9,,,,,,,,,,,,,,,,z,0.485862970352,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
23,5,1,../data/raw/stimuli/piti1.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,3,8,125,22,,,,,,,,,,,,,,,,z,1.03348398209,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
9,5,1,../data/raw/stimuli/pata1.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,3,9,126,8,,,,,,,,,,,,,,,,z,2.03710603714,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
39,5,3,../data/raw/stimuli/putu3.wav,u,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,3,10,127,38,,,,,,,,,,,,,,,,slash,0.469522953033,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
15,0,5,../data/raw/stimuli/pidi.wav,i,,t_left,confound,,,,,,,,,0,0,0,0,,,,,3,11,128,14,,,,,,,,,,,,,,,,slash,0.569771051407,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
33,3,0,../data/raw/stimuli/pudu3.wav,u,,t_left,burst,,,,,,,,,0,0,0,0,,,,,3,12,129,32,,,,,,,,,,,,,,,,slash,1.20326709747,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
26,5,4,../data/raw/stimuli/piti4.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,3,13,130,25,,,,,,,,,,,,,,,,z,0.68660402298,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
12,5,4,../data/raw/stimuli/pata4.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,3,14,131,11,,,,,,,,,,,,,,,,slash,1.20353293419,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
30,0,0,../data/raw/stimuli/pudu0.wav,u,,t_left,burst,,,,,,,,,0,0,0,0,,,,,3,15,132,29,,,,,,,,,,,,,,,,slash,0.602275133133,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
20,4,0,../data/raw/stimuli/pidi4.wav,i,,t_left,burst,,,,,,,,,0,0,0,0,,,,,3,16,133,19,,,,,,,,,,,,,,,,slash,0.669750213623,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
3,1,0,../data/raw/stimuli/pada1.wav,a,,t_left,burst,,,,,,,,,0,0,0,0,,,,,3,17,134,2,,,,,,,,,,,,,,,,slash,0.252346992493,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
18,2,0,../data/raw/stimuli/pidi2.wav,i,,t_left,burst,,,,,,,,,0,0,0,0,,,,,3,18,135,17,,,,,,,,,,,,,,,,slash,0.852150917053,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
36,5,0,../data/raw/stimuli/putu0.wav,u,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,3,19,136,35,,,,,,,,,,,,,,,,z,2.63660883904,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
14,5,6,../data/raw/stimuli/pata6.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,3,20,137,13,,,,,,,,,,,,,,,,slash,0.46938419342,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
8,5,0,../data/raw/stimuli/pata0.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,3,21,138,7,,,,,,,,,,,,,,,,z,1.11930894852,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
22,5,0,../data/raw/stimuli/piti0.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,3,22,139,21,,,,,,,,,,,,,,,,z,0.41942191124,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
25,5,3,../data/raw/stimuli/piti3.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,3,23,140,24,,,,,,,,,,,,,,,,slash,0.519324064255,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
4,2,0,../data/raw/stimuli/pada2.wav,a,,t_left,burst,,,,,,,,,0,0,0,0,,,,,3,24,141,3,,,,,,,,,,,,,,,,slash,0.802402973175,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
27,5,5,../data/raw/stimuli/piti5.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,3,25,142,26,,,,,,,,,,,,,,,,slash,1.26751899719,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
19,3,0,../data/raw/stimuli/pidi3.wav,i,,t_left,burst,,,,,,,,,0,0,0,0,,,,,3,26,143,18,,,,,,,,,,,,,,,,slash,0.686449050903,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
11,5,3,../data/raw/stimuli/pata3.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,3,27,144,10,,,,,,,,,,,,,,,,z,0.820154905319,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
16,0,0,../data/raw/stimuli/pidi0.wav,i,,t_left,burst,,,,,,,,,0,0,0,0,,,,,3,28,145,15,,,,,,,,,,,,,,,,slash,1.17019104958,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
31,1,0,../data/raw/stimuli/pudu1.wav,u,,t_left,burst,,,,,,,,,0,0,0,0,,,,,3,29,146,30,,,,,,,,,,,,,,,,slash,0.45176410675,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
2,0,0,../data/raw/stimuli/pada0.wav,a,,t_left,burst,,,,,,,,,0,0,0,0,,,,,3,30,147,1,,,,,,,,,,,,,,,,slash,1.30241703987,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
24,5,2,../data/raw/stimuli/piti2.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,3,31,148,23,,,,,,,,,,,,,,,,z,0.519581079483,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
35,5,0,../data/raw/stimuli/pudu5.wav,u,,t_left,burst,,,,,,,,,0,0,0,0,,,,,3,32,149,34,,,,,,,,,,,,,,,,slash,0.419944047928,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
6,4,0,../data/raw/stimuli/pada4.wav,a,,t_left,burst,,,,,,,,,0,0,0,0,,,,,3,33,150,5,,,,,,,,,,,,,,,,z,0.784379959106,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
29,0,5,../data/raw/stimuli/pudu.wav,u,,t_left,confound,,,,,,,,,0,0,0,0,,,,,3,34,151,28,,,,,,,,,,,,,,,,slash,0.486246109009,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
32,2,0,../data/raw/stimuli/pudu2.wav,u,,t_left,burst,,,,,,,,,0,0,0,0,,,,,3,35,152,31,,,,,,,,,,,,,,,,slash,0.335525989532,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
1,0,5,../data/raw/stimuli/pada.wav,a,,t_left,confound,,,,,,,,,0,0,0,0,,,,,3,36,153,0,,,,,,,,,,,,,,,,slash,0.669554948807,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
34,4,0,../data/raw/stimuli/pudu4.wav,u,,t_left,burst,,,,,,,,,0,0,0,0,,,,,3,37,154,33,,,,,,,,,,,,,,,,slash,0.803226947784,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
38,5,2,../data/raw/stimuli/putu2.wav,u,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,3,38,155,37,,,,,,,,,,,,,,,,slash,0.235809087753,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
27,5,5,../data/raw/stimuli/piti5.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,4,0,156,26,,,,,,,,,,,,,,,,slash,0.602972984314,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
19,3,0,../data/raw/stimuli/pidi3.wav,i,,t_left,burst,,,,,,,,,0,0,0,0,,,,,4,1,157,18,,,,,,,,,,,,,,,,slash,0.419262886047,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
37,5,1,../data/raw/stimuli/putu1.wav,u,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,4,2,158,36,,,,,,,,,,,,,,,,slash,0.185658931732,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
1,0,5,../data/raw/stimuli/pada.wav,a,,t_left,confound,,,,,,,,,0,0,0,0,,,,,4,3,159,0,,,,,,,,,,,,,,,,slash,0.267469882965,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
30,0,0,../data/raw/stimuli/pudu0.wav,u,,t_left,burst,,,,,,,,,0,0,0,0,,,,,4,4,160,29,,,,,,,,,,,,,,,,slash,0.169445991516,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
16,0,0,../data/raw/stimuli/pidi0.wav,i,,t_left,burst,,,,,,,,,0,0,0,0,,,,,4,5,161,15,,,,,,,,,,,,,,,,slash,0.63628411293,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
7,5,0,../data/raw/stimuli/pada5.wav,a,,t_left,burst,,,,,,,,,0,0,0,0,,,,,4,6,162,6,,,,,,,,,,,,,,,,z,1.15274715424,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
17,1,0,../data/raw/stimuli/pidi1.wav,i,,t_left,burst,,,,,,,,,0,0,0,0,,,,,4,7,163,16,,,,,,,,,,,,,,,,slash,3.10436987877,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
8,5,0,../data/raw/stimuli/pata0.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,4,8,164,7,,,,,,,,,,,,,,,,z,0.619719982147,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
23,5,1,../data/raw/stimuli/piti1.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,4,9,165,22,,,,,,,,,,,,,,,,z,0.650914907455,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
22,5,0,../data/raw/stimuli/piti0.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,4,10,166,21,,,,,,,,,,,,,,,,z,0.602866172791,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
10,5,2,../data/raw/stimuli/pata2.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,4,11,167,9,,,,,,,,,,,,,,,,z,1.31895184517,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
28,5,6,../data/raw/stimuli/piti6.wav,i,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,4,12,168,27,,,,,,,,,,,,,,,,slash,0.436716079712,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
3,1,0,../data/raw/stimuli/pada1.wav,a,,t_left,burst,,,,,,,,,0,0,0,0,,,,,4,13,169,2,,,,,,,,,,,,,,,,slash,0.586402893066,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
18,2,0,../data/raw/stimuli/pidi2.wav,i,,t_left,burst,,,,,,,,,0,0,0,0,,,,,4,14,170,17,,,,,,,,,,,,,,,,slash,1.90456986427,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
15,0,5,../data/raw/stimuli/pidi.wav,i,,t_left,confound,,,,,,,,,0,0,0,0,,,,,4,15,171,14,,,,,,,,,,,,,,,,slash,0.51953291893,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
2,0,0,../data/raw/stimuli/pada0.wav,a,,t_left,burst,,,,,,,,,0,0,0,0,,,,,4,16,172,1,,,,,,,,,,,,,,,,slash,0.88657784462,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
13,5,5,../data/raw/stimuli/pata5.wav,a,,t_left,voicing,,,,,,,,,0,0,0,0,,,,,4,17,173,12,,,,,,,,,,,,,,,,slash,0.185764074326,2018_Feb_01_1112,59.9678021692,perceptual-pilot,m004,
