index,burst,voicing,file_name,vowel,correct_answer,side_condition,condition,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,key_resp_5.keys,key_resp_5.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
16,0,0,../data/raw/stimuli/pidi0.wav,i,,t_right,burst,0,0,0,0,,,,,2,2,80,15,,,,,,,,,,,,,,,,,,,,z,0.602840185165,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
5,3,0,../data/raw/stimuli/pada3.wav,a,,t_right,burst,0,0,0,0,,,,,2,3,81,4,,,,,,,,,,,,,,,,,,,,slash,0.169735908508,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
3,1,0,../data/raw/stimuli/pada1.wav,a,,t_right,burst,0,0,0,0,,,,,2,4,82,2,,,,,,,,,,,,,,,,,,,,slash,0.736216068268,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
17,1,0,../data/raw/stimuli/pidi1.wav,i,,t_right,burst,0,0,0,0,,,,,2,5,83,16,,,,,,,,,,,,,,,,,,,,slash,0.919838190079,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
7,5,0,../data/raw/stimuli/pada5.wav,a,,t_right,burst,0,0,0,0,,,,,2,6,84,6,,,,,,,,,,,,,,,,,,,,slash,0.586411952972,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
29,0,5,../data/raw/stimuli/pudu.wav,u,,t_right,confound,0,0,0,0,,,,,2,7,85,28,,,,,,,,,,,,,,,,,,,,z,0.23602104187,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
10,5,2,../data/raw/stimuli/pata2.wav,a,,t_right,voicing,0,0,0,0,,,,,2,8,86,9,,,,,,,,,,,,,,,,,,,,slash,0.653268098831,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
33,3,0,../data/raw/stimuli/pudu3.wav,u,,t_right,burst,0,0,0,0,,,,,2,9,87,32,,,,,,,,,,,,,,,,,,,,slash,0.769962072372,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
21,5,0,../data/raw/stimuli/pidi5.wav,i,,t_right,burst,0,0,0,0,,,,,2,10,88,20,,,,,,,,,,,,,,,,,,,,slash,1.28717088699,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
35,5,0,../data/raw/stimuli/pudu5.wav,u,,t_right,burst,0,0,0,0,,,,,2,11,89,34,,,,,,,,,,,,,,,,,,,,slash,0.65274310112,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
39,5,3,../data/raw/stimuli/putu3.wav,u,,t_right,voicing,0,0,0,0,,,,,2,12,90,38,,,,,,,,,,,,,,,,,,,,z,0.369555950165,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
37,5,1,../data/raw/stimuli/putu1.wav,u,,t_right,voicing,0,0,0,0,,,,,2,13,91,36,,,,,,,,,,,,,,,,,,,,z,0.236167907715,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
18,2,0,../data/raw/stimuli/pidi2.wav,i,,t_right,burst,0,0,0,0,,,,,2,14,92,17,,,,,,,,,,,,,,,,,,,,slash,0.252883195877,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
23,5,1,../data/raw/stimuli/piti1.wav,i,,t_right,voicing,0,0,0,0,,,,,2,15,93,22,,,,,,,,,,,,,,,,,,,,slash,0.418637037277,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
9,5,1,../data/raw/stimuli/pata1.wav,a,,t_right,voicing,0,0,0,0,,,,,2,16,94,8,,,,,,,,,,,,,,,,,,,,slash,0.65314412117,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
20,4,0,../data/raw/stimuli/pidi4.wav,i,,t_right,burst,0,0,0,0,,,,,2,17,95,19,,,,,,,,,,,,,,,,,,,,slash,0.16895198822,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
19,3,0,../data/raw/stimuli/pidi3.wav,i,,t_right,burst,0,0,0,0,,,,,2,18,96,18,,,,,,,,,,,,,,,,,,,,slash,0.352450847626,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
38,5,2,../data/raw/stimuli/putu2.wav,u,,t_right,voicing,0,0,0,0,,,,,2,19,97,37,,,,,,,,,,,,,,,,,,,,z,0.319742918015,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
6,4,0,../data/raw/stimuli/pada4.wav,a,,t_right,burst,0,0,0,0,,,,,2,20,98,5,,,,,,,,,,,,,,,,,,,,slash,0.502915859222,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
31,1,0,../data/raw/stimuli/pudu1.wav,u,,t_right,burst,0,0,0,0,,,,,2,21,99,30,,,,,,,,,,,,,,,,,,,,z,0.402688026428,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
12,5,4,../data/raw/stimuli/pata4.wav,a,,t_right,voicing,0,0,0,0,,,,,2,22,100,11,,,,,,,,,,,,,,,,,,,,slash,0.719783067703,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
1,0,5,../data/raw/stimuli/pada.wav,a,,t_right,confound,0,0,0,0,,,,,2,23,101,0,,,,,,,,,,,,,,,,,,,,z,0.418846845627,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
34,4,0,../data/raw/stimuli/pudu4.wav,u,,t_right,burst,0,0,0,0,,,,,2,24,102,33,,,,,,,,,,,,,,,,,,,,slash,0.302508115768,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
25,5,3,../data/raw/stimuli/piti3.wav,i,,t_right,voicing,0,0,0,0,,,,,2,25,103,24,,,,,,,,,,,,,,,,,,,,slash,1.05220198631,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
27,5,5,../data/raw/stimuli/piti5.wav,i,,t_right,voicing,0,0,0,0,,,,,2,26,104,26,,,,,,,,,,,,,,,,,,,,z,1.15325307846,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
15,0,5,../data/raw/stimuli/pidi.wav,i,,t_right,confound,0,0,0,0,,,,,2,27,105,14,,,,,,,,,,,,,,,,,,,,z,0.369430065155,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
11,5,3,../data/raw/stimuli/pata3.wav,a,,t_right,voicing,0,0,0,0,,,,,2,28,106,10,,,,,,,,,,,,,,,,,,,,slash,0.335973978043,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
14,5,6,../data/raw/stimuli/pata6.wav,a,,t_right,voicing,0,0,0,0,,,,,2,29,107,13,,,,,,,,,,,,,,,,,,,,z,0.383984088898,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
13,5,5,../data/raw/stimuli/pata5.wav,a,,t_right,voicing,0,0,0,0,,,,,2,30,108,12,,,,,,,,,,,,,,,,,,,,z,0.386275053024,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
32,2,0,../data/raw/stimuli/pudu2.wav,u,,t_right,burst,0,0,0,0,,,,,2,31,109,31,,,,,,,,,,,,,,,,,,,,z,0.90084195137,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
36,5,0,../data/raw/stimuli/putu0.wav,u,,t_right,voicing,0,0,0,0,,,,,2,32,110,35,,,,,,,,,,,,,,,,,,,,slash,0.336059093475,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
28,5,6,../data/raw/stimuli/piti6.wav,i,,t_right,voicing,0,0,0,0,,,,,2,33,111,27,,,,,,,,,,,,,,,,,,,,z,0.252506017685,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
22,5,0,../data/raw/stimuli/piti0.wav,i,,t_right,voicing,0,0,0,0,,,,,2,34,112,21,,,,,,,,,,,,,,,,,,,,slash,0.453513860703,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
26,5,4,../data/raw/stimuli/piti4.wav,i,,t_right,voicing,0,0,0,0,,,,,2,35,113,25,,,,,,,,,,,,,,,,,,,,slash,0.436287879944,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
2,0,0,../data/raw/stimuli/pada0.wav,a,,t_right,burst,0,0,0,0,,,,,2,36,114,1,,,,,,,,,,,,,,,,,,,,z,0.736327171326,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
8,5,0,../data/raw/stimuli/pata0.wav,a,,t_right,voicing,0,0,0,0,,,,,2,37,115,7,,,,,,,,,,,,,,,,,,,,slash,0.619668960571,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
24,5,2,../data/raw/stimuli/piti2.wav,i,,t_right,voicing,0,0,0,0,,,,,2,38,116,23,,,,,,,,,,,,,,,,,,,,slash,0.719755887985,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
37,5,1,../data/raw/stimuli/putu1.wav,u,,t_right,voicing,0,0,0,0,,,,,3,0,117,36,,,,,,,,,,,,,,,,,,,,z,0.335311174393,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
31,1,0,../data/raw/stimuli/pudu1.wav,u,,t_right,burst,0,0,0,0,,,,,3,1,118,30,,,,,,,,,,,,,,,,,,,,z,0.269562005997,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
26,5,4,../data/raw/stimuli/piti4.wav,i,,t_right,voicing,0,0,0,0,,,,,3,2,119,25,,,,,,,,,,,,,,,,,,,,z,0.336020946503,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
33,3,0,../data/raw/stimuli/pudu3.wav,u,,t_right,burst,0,0,0,0,,,,,3,3,120,32,,,,,,,,,,,,,,,,,,,,slash,0.102046966553,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
32,2,0,../data/raw/stimuli/pudu2.wav,u,,t_right,burst,0,0,0,0,,,,,3,4,121,31,,,,,,,,,,,,,,,,,,,,slash,0.151872158051,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
22,5,0,../data/raw/stimuli/piti0.wav,i,,t_right,voicing,0,0,0,0,,,,,3,5,122,21,,,,,,,,,,,,,,,,,,,,slash,0.669207811356,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
34,4,0,../data/raw/stimuli/pudu4.wav,u,,t_right,burst,0,0,0,0,,,,,3,6,123,33,,,,,,,,,,,,,,,,,,,,slash,0.585821151733,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
11,5,3,../data/raw/stimuli/pata3.wav,a,,t_right,voicing,0,0,0,0,,,,,3,7,124,10,,,,,,,,,,,,,,,,,,,,z,0.819473028183,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
14,5,6,../data/raw/stimuli/pata6.wav,a,,t_right,voicing,0,0,0,0,,,,,3,8,125,13,,,,,,,,,,,,,,,,,,,,z,0.369899988174,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
18,2,0,../data/raw/stimuli/pidi2.wav,i,,t_right,burst,0,0,0,0,,,,,3,9,126,17,,,,,,,,,,,,,,,,,,,,slash,0.253077983856,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
17,1,0,../data/raw/stimuli/pidi1.wav,i,,t_right,burst,0,0,0,0,,,,,3,10,127,16,,,,,,,,,,,,,,,,,,,,slash,0.317216873169,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
38,5,2,../data/raw/stimuli/putu2.wav,u,,t_right,voicing,0,0,0,0,,,,,3,11,128,37,,,,,,,,,,,,,,,,,,,,z,0.352812051773,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
12,5,4,../data/raw/stimuli/pata4.wav,a,,t_right,voicing,0,0,0,0,,,,,3,12,129,11,,,,,,,,,,,,,,,,,,,,slash,0.818966150284,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
13,5,5,../data/raw/stimuli/pata5.wav,a,,t_right,voicing,0,0,0,0,,,,,3,13,130,12,,,,,,,,,,,,,,,,,,,,z,0.86993598938,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
6,4,0,../data/raw/stimuli/pada4.wav,a,,t_right,burst,0,0,0,0,,,,,3,14,131,5,,,,,,,,,,,,,,,,,,,,slash,0.402700901031,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
15,0,5,../data/raw/stimuli/pidi.wav,i,,t_right,confound,0,0,0,0,,,,,3,15,132,14,,,,,,,,,,,,,,,,,,,,z,0.384838104248,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
21,5,0,../data/raw/stimuli/pidi5.wav,i,,t_right,burst,0,0,0,0,,,,,3,16,133,20,,,,,,,,,,,,,,,,,,,,z,0.469753026962,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
20,4,0,../data/raw/stimuli/pidi4.wav,i,,t_right,burst,0,0,0,0,,,,,3,17,134,19,,,,,,,,,,,,,,,,,,,,z,0.419961929321,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
10,5,2,../data/raw/stimuli/pata2.wav,a,,t_right,voicing,0,0,0,0,,,,,3,18,135,9,,,,,,,,,,,,,,,,,,,,slash,0.886343002319,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
27,5,5,../data/raw/stimuli/piti5.wav,i,,t_right,voicing,0,0,0,0,,,,,3,19,136,26,,,,,,,,,,,,,,,,,,,,z,0.469341039658,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
3,1,0,../data/raw/stimuli/pada1.wav,a,,t_right,burst,0,0,0,0,,,,,3,20,137,2,,,,,,,,,,,,,,,,,,,,z,0.435930013657,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
2,0,0,../data/raw/stimuli/pada0.wav,a,,t_right,burst,0,0,0,0,,,,,3,21,138,1,,,,,,,,,,,,,,,,,,,,z,0.352765083313,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
25,5,3,../data/raw/stimuli/piti3.wav,i,,t_right,voicing,0,0,0,0,,,,,3,22,139,24,,,,,,,,,,,,,,,,,,,,slash,0.703075885773,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
35,5,0,../data/raw/stimuli/pudu5.wav,u,,t_right,burst,0,0,0,0,,,,,3,23,140,34,,,,,,,,,,,,,,,,,,,,slash,1.0856180191,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
9,5,1,../data/raw/stimuli/pata1.wav,a,,t_right,voicing,0,0,0,0,,,,,3,24,141,8,,,,,,,,,,,,,,,,,,,,slash,0.586570978165,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
36,5,0,../data/raw/stimuli/putu0.wav,u,,t_right,voicing,0,0,0,0,,,,,3,25,142,35,,,,,,,,,,,,,,,,,,,,slash,0.402413129807,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
29,0,5,../data/raw/stimuli/pudu.wav,u,,t_right,confound,0,0,0,0,,,,,3,26,143,28,,,,,,,,,,,,,,,,,,,,z,0.369601011276,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
16,0,0,../data/raw/stimuli/pidi0.wav,i,,t_right,burst,0,0,0,0,,,,,3,27,144,15,,,,,,,,,,,,,,,,,,,,z,0.469197034836,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
28,5,6,../data/raw/stimuli/piti6.wav,i,,t_right,voicing,0,0,0,0,,,,,3,28,145,27,,,,,,,,,,,,,,,,,,,,z,0.31961607933,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
4,2,0,../data/raw/stimuli/pada2.wav,a,,t_right,burst,0,0,0,0,,,,,3,29,146,3,,,,,,,,,,,,,,,,,,,,slash,0.634191989899,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
8,5,0,../data/raw/stimuli/pata0.wav,a,,t_right,voicing,0,0,0,0,,,,,3,30,147,7,,,,,,,,,,,,,,,,,,,,slash,0.336451053619,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
1,0,5,../data/raw/stimuli/pada.wav,a,,t_right,confound,0,0,0,0,,,,,3,31,148,0,,,,,,,,,,,,,,,,,,,,z,0.368927001953,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
30,0,0,../data/raw/stimuli/pudu0.wav,u,,t_right,burst,0,0,0,0,,,,,3,32,149,29,,,,,,,,,,,,,,,,,,,,z,0.719720840454,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
23,5,1,../data/raw/stimuli/piti1.wav,i,,t_right,voicing,0,0,0,0,,,,,3,33,150,22,,,,,,,,,,,,,,,,,,,,slash,0.503046035767,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
19,3,0,../data/raw/stimuli/pidi3.wav,i,,t_right,burst,0,0,0,0,,,,,3,34,151,18,,,,,,,,,,,,,,,,,,,,slash,0.88650393486,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
7,5,0,../data/raw/stimuli/pada5.wav,a,,t_right,burst,0,0,0,0,,,,,3,35,152,6,,,,,,,,,,,,,,,,,,,,slash,0.486209154129,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
24,5,2,../data/raw/stimuli/piti2.wav,i,,t_right,voicing,0,0,0,0,,,,,3,36,153,23,,,,,,,,,,,,,,,,,,,,slash,0.653062820435,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
39,5,3,../data/raw/stimuli/putu3.wav,u,,t_right,voicing,0,0,0,0,,,,,3,37,154,38,,,,,,,,,,,,,,,,,,,,z,0.452983856201,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
5,3,0,../data/raw/stimuli/pada3.wav,a,,t_right,burst,0,0,0,0,,,,,3,38,155,4,,,,,,,,,,,,,,,,,,,,slash,0.735780000687,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
3,1,0,../data/raw/stimuli/pada1.wav,a,,t_right,burst,0,0,0,0,,,,,4,0,156,2,,,,,,,,,,,,,,,,,,,,z,0.719078779221,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
17,1,0,../data/raw/stimuli/pidi1.wav,i,,t_right,burst,0,0,0,0,,,,,4,1,157,16,,,,,,,,,,,,,,,,,,,,z,2.2200949192,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
5,3,0,../data/raw/stimuli/pada3.wav,a,,t_right,burst,0,0,0,0,,,,,4,2,158,4,,,,,,,,,,,,,,,,,,,,slash,0.735950946808,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
14,5,6,../data/raw/stimuli/pata6.wav,a,,t_right,voicing,0,0,0,0,,,,,4,3,159,13,,,,,,,,,,,,,,,,,,,,z,0.733963012695,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
25,5,3,../data/raw/stimuli/piti3.wav,i,,t_right,voicing,0,0,0,0,,,,,4,4,160,24,,,,,,,,,,,,,,,,,,,,slash,0.803222894669,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
11,5,3,../data/raw/stimuli/pata3.wav,a,,t_right,voicing,0,0,0,0,,,,,4,5,161,10,,,,,,,,,,,,,,,,,,,,z,0.900869131088,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
37,5,1,../data/raw/stimuli/putu1.wav,u,,t_right,voicing,0,0,0,0,,,,,4,6,162,36,,,,,,,,,,,,,,,,,,,,z,1.41937994957,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
19,3,0,../data/raw/stimuli/pidi3.wav,i,,t_right,burst,0,0,0,0,,,,,4,7,163,18,,,,,,,,,,,,,,,,,,,,slash,0.368730068207,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
24,5,2,../data/raw/stimuli/piti2.wav,i,,t_right,voicing,0,0,0,0,,,,,4,8,164,23,,,,,,,,,,,,,,,,,,,,slash,0.669373035431,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
33,3,0,../data/raw/stimuli/pudu3.wav,u,,t_right,burst,0,0,0,0,,,,,4,9,165,32,,,,,,,,,,,,,,,,,,,,slash,0.618623971939,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
16,0,0,../data/raw/stimuli/pidi0.wav,i,,t_right,burst,0,0,0,0,,,,,4,10,166,15,,,,,,,,,,,,,,,,,,,,z,0.467583179474,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
31,1,0,../data/raw/stimuli/pudu1.wav,u,,t_right,burst,0,0,0,0,,,,,4,11,167,30,,,,,,,,,,,,,,,,,,,,slash,0.35262298584,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
7,5,0,../data/raw/stimuli/pada5.wav,a,,t_right,burst,0,0,0,0,,,,,4,12,168,6,,,,,,,,,,,,,,,,,,,,slash,0.517473936081,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
12,5,4,../data/raw/stimuli/pata4.wav,a,,t_right,voicing,0,0,0,0,,,,,4,13,169,11,,,,,,,,,,,,,,,,,,,,slash,1.26942205429,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
36,5,0,../data/raw/stimuli/putu0.wav,u,,t_right,voicing,0,0,0,0,,,,,4,14,170,35,,,,,,,,,,,,,,,,,,,,slash,0.650614023209,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
27,5,5,../data/raw/stimuli/piti5.wav,i,,t_right,voicing,0,0,0,0,,,,,4,15,171,26,,,,,,,,,,,,,,,,,,,,z,0.402191877365,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
26,5,4,../data/raw/stimuli/piti4.wav,i,,t_right,voicing,0,0,0,0,,,,,4,16,172,25,,,,,,,,,,,,,,,,,,,,z,0.483829021454,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
35,5,0,../data/raw/stimuli/pudu5.wav,u,,t_right,burst,0,0,0,0,,,,,4,17,173,34,,,,,,,,,,,,,,,,,,,,slash,0.236186981201,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
9,5,1,../data/raw/stimuli/pata1.wav,a,,t_right,voicing,0,0,0,0,,,,,4,18,174,8,,,,,,,,,,,,,,,,,,,,slash,0.970069885254,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
20,4,0,../data/raw/stimuli/pidi4.wav,i,,t_right,burst,0,0,0,0,,,,,4,19,175,19,,,,,,,,,,,,,,,,,,,,slash,0.469372034073,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
38,5,2,../data/raw/stimuli/putu2.wav,u,,t_right,voicing,0,0,0,0,,,,,4,20,176,37,,,,,,,,,,,,,,,,,,,,slash,1.13426995277,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
22,5,0,../data/raw/stimuli/piti0.wav,i,,t_right,voicing,0,0,0,0,,,,,4,21,177,21,,,,,,,,,,,,,,,,,,,,slash,1.38554286957,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
6,4,0,../data/raw/stimuli/pada4.wav,a,,t_right,burst,0,0,0,0,,,,,4,22,178,5,,,,,,,,,,,,,,,,,,,,slash,0.785309076309,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
18,2,0,../data/raw/stimuli/pidi2.wav,i,,t_right,burst,0,0,0,0,,,,,4,23,179,17,,,,,,,,,,,,,,,,,,,,z,2.33733296394,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
30,0,0,../data/raw/stimuli/pudu0.wav,u,,t_right,burst,0,0,0,0,,,,,4,24,180,29,,,,,,,,,,,,,,,,,,,,z,0.719799995422,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
15,0,5,../data/raw/stimuli/pidi.wav,i,,t_right,confound,0,0,0,0,,,,,4,25,181,14,,,,,,,,,,,,,,,,,,,,z,0.36946606636,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
28,5,6,../data/raw/stimuli/piti6.wav,i,,t_right,voicing,0,0,0,0,,,,,4,26,182,27,,,,,,,,,,,,,,,,,,,,z,0.269613981247,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
8,5,0,../data/raw/stimuli/pata0.wav,a,,t_right,voicing,0,0,0,0,,,,,4,27,183,7,,,,,,,,,,,,,,,,,,,,slash,0.65321803093,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
32,2,0,../data/raw/stimuli/pudu2.wav,u,,t_right,burst,0,0,0,0,,,,,4,28,184,31,,,,,,,,,,,,,,,,,,,,slash,0.95333981514,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
4,2,0,../data/raw/stimuli/pada2.wav,a,,t_right,burst,0,0,0,0,,,,,4,29,185,3,,,,,,,,,,,,,,,,,,,,z,1.05128598213,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
39,5,3,../data/raw/stimuli/putu3.wav,u,,t_right,voicing,0,0,0,0,,,,,4,30,186,38,,,,,,,,,,,,,,,,,,,,z,0.535724163055,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
21,5,0,../data/raw/stimuli/pidi5.wav,i,,t_right,burst,0,0,0,0,,,,,4,31,187,20,,,,,,,,,,,,,,,,,,,,slash,1.31945300102,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
29,0,5,../data/raw/stimuli/pudu.wav,u,,t_right,confound,0,0,0,0,,,,,4,32,188,28,,,,,,,,,,,,,,,,,,,,z,0.269575119019,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
2,0,0,../data/raw/stimuli/pada0.wav,a,,t_right,burst,0,0,0,0,,,,,4,33,189,1,,,,,,,,,,,,,,,,,,,,z,0.534747123718,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
10,5,2,../data/raw/stimuli/pata2.wav,a,,t_right,voicing,0,0,0,0,,,,,4,34,190,9,,,,,,,,,,,,,,,,,,,,slash,0.53635597229,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
1,0,5,../data/raw/stimuli/pada.wav,a,,t_right,confound,0,0,0,0,,,,,4,35,191,0,,,,,,,,,,,,,,,,,,,,z,0.335678100586,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
13,5,5,../data/raw/stimuli/pata5.wav,a,,t_right,voicing,0,0,0,0,,,,,4,36,192,12,,,,,,,,,,,,,,,,,,,,z,0.337054014206,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
23,5,1,../data/raw/stimuli/piti1.wav,i,,t_right,voicing,0,0,0,0,,,,,4,37,193,22,,,,,,,,,,,,,,,,,,,,slash,0.335877895355,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
34,4,0,../data/raw/stimuli/pudu4.wav,u,,t_right,burst,0,0,0,0,,,,,4,38,194,33,,,,,,,,,,,,,,,,,,,,slash,0.517278909683,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_Jan_11_1419,59.9649729291,perceptual-pilot,f001,
