index,burst,voicing,file_name,vowel,correct_answer,side_condition,condition,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,key_resp_5.keys,key_resp_5.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
2,0,0,../data/raw/stimuli/pada0.wav,a,,t_right,burst,,,,,0,0,0,0,,,,,2,7,85,1,,,,,,,,,,,,,,,,,,,,slash,0.518965005875,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
36,5,0,../data/raw/stimuli/putu0.wav,u,,t_right,voicing,,,,,0,0,0,0,,,,,2,8,86,35,,,,,,,,,,,,,,,,,,,,slash,0.568930864334,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
20,4,0,../data/raw/stimuli/pidi4.wav,i,,t_right,burst,,,,,0,0,0,0,,,,,2,9,87,19,,,,,,,,,,,,,,,,,,,,slash,0.486175060272,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
34,4,0,../data/raw/stimuli/pudu4.wav,u,,t_right,burst,,,,,0,0,0,0,,,,,2,10,88,33,,,,,,,,,,,,,,,,,,,,slash,0.63563990593,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
39,5,3,../data/raw/stimuli/putu3.wav,u,,t_right,voicing,,,,,0,0,0,0,,,,,2,11,89,38,,,,,,,,,,,,,,,,,,,,z,0.286130905151,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
14,5,6,../data/raw/stimuli/pata6.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,2,12,90,13,,,,,,,,,,,,,,,,,,,,z,0.419864177704,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
4,2,0,../data/raw/stimuli/pada2.wav,a,,t_right,burst,,,,,0,0,0,0,,,,,2,13,91,3,,,,,,,,,,,,,,,,,,,,z,0.28588104248,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
25,5,3,../data/raw/stimuli/piti3.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,2,14,92,24,,,,,,,,,,,,,,,,,,,,slash,0.569952011108,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
17,1,0,../data/raw/stimuli/pidi1.wav,i,,t_right,burst,,,,,0,0,0,0,,,,,2,15,93,16,,,,,,,,,,,,,,,,,,,,slash,0.236227035522,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
26,5,4,../data/raw/stimuli/piti4.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,2,16,94,25,,,,,,,,,,,,,,,,,,,,z,0.652521848679,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
29,0,5,../data/raw/stimuli/pudu.wav,u,,t_right,confound,,,,,0,0,0,0,,,,,2,17,95,28,,,,,,,,,,,,,,,,,,,,z,0.4020819664,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
9,5,1,../data/raw/stimuli/pata1.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,2,18,96,8,,,,,,,,,,,,,,,,,,,,slash,0.568900108337,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
21,5,0,../data/raw/stimuli/pidi5.wav,i,,t_right,burst,,,,,0,0,0,0,,,,,2,19,97,20,,,,,,,,,,,,,,,,,,,,z,0.467293977737,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
8,5,0,../data/raw/stimuli/pata0.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,2,20,98,7,,,,,,,,,,,,,,,,,,,,slash,0.502207040787,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
6,4,0,../data/raw/stimuli/pada4.wav,a,,t_right,burst,,,,,0,0,0,0,,,,,2,21,99,5,,,,,,,,,,,,,,,,,,,,slash,0.400872945786,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
27,5,5,../data/raw/stimuli/piti5.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,2,22,100,26,,,,,,,,,,,,,,,,,,,,slash,0.486164093018,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
15,0,5,../data/raw/stimuli/pidi.wav,i,,t_right,confound,,,,,0,0,0,0,,,,,2,23,101,14,,,,,,,,,,,,,,,,,,,,z,0.369843006134,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
12,5,4,../data/raw/stimuli/pata4.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,2,24,102,11,,,,,,,,,,,,,,,,,,,,z,0.669098854065,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
16,0,0,../data/raw/stimuli/pidi0.wav,i,,t_right,burst,,,,,0,0,0,0,,,,,2,25,103,15,,,,,,,,,,,,,,,,,,,,z,0.636247158051,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
24,5,2,../data/raw/stimuli/piti2.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,2,26,104,23,,,,,,,,,,,,,,,,,,,,z,0.183584928513,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
19,3,0,../data/raw/stimuli/pidi3.wav,i,,t_right,burst,,,,,0,0,0,0,,,,,2,27,105,18,,,,,,,,,,,,,,,,,,,,slash,0.152615070343,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
1,0,5,../data/raw/stimuli/pada.wav,a,,t_right,confound,,,,,0,0,0,0,,,,,2,28,106,0,,,,,,,,,,,,,,,,,,,,z,0.41965007782,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
23,5,1,../data/raw/stimuli/piti1.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,2,29,107,22,,,,,,,,,,,,,,,,,,,,slash,0.31884098053,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
35,5,0,../data/raw/stimuli/pudu5.wav,u,,t_right,burst,,,,,0,0,0,0,,,,,2,30,108,34,,,,,,,,,,,,,,,,,,,,z,0.41891503334,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
37,5,1,../data/raw/stimuli/putu1.wav,u,,t_right,voicing,,,,,0,0,0,0,,,,,2,31,109,36,,,,,,,,,,,,,,,,,,,,z,0.253399848938,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
31,1,0,../data/raw/stimuli/pudu1.wav,u,,t_right,burst,,,,,0,0,0,0,,,,,2,32,110,30,,,,,,,,,,,,,,,,,,,,z,0.385846853256,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
18,2,0,../data/raw/stimuli/pidi2.wav,i,,t_right,burst,,,,,0,0,0,0,,,,,2,33,111,17,,,,,,,,,,,,,,,,,,,,slash,0.300649881363,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
22,5,0,../data/raw/stimuli/piti0.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,2,34,112,21,,,,,,,,,,,,,,,,,,,,slash,0.386347055435,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
28,5,6,../data/raw/stimuli/piti6.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,2,35,113,27,,,,,,,,,,,,,,,,,,,,z,0.418901920319,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
5,3,0,../data/raw/stimuli/pada3.wav,a,,t_right,burst,,,,,0,0,0,0,,,,,2,36,114,4,,,,,,,,,,,,,,,,,,,,slash,0.535763978958,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
13,5,5,../data/raw/stimuli/pata5.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,2,37,115,12,,,,,,,,,,,,,,,,,,,,z,0.368835926056,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
30,0,0,../data/raw/stimuli/pudu0.wav,u,,t_right,burst,,,,,0,0,0,0,,,,,2,38,116,29,,,,,,,,,,,,,,,,,,,,z,0.368979930878,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
11,5,3,../data/raw/stimuli/pata3.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,3,0,117,10,,,,,,,,,,,,,,,,,,,,z,0.735452890396,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
23,5,1,../data/raw/stimuli/piti1.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,3,1,118,22,,,,,,,,,,,,,,,,,,,,slash,0.386253118515,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
20,4,0,../data/raw/stimuli/pidi4.wav,i,,t_right,burst,,,,,0,0,0,0,,,,,3,2,119,19,,,,,,,,,,,,,,,,,,,,slash,0.335810899734,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
19,3,0,../data/raw/stimuli/pidi3.wav,i,,t_right,burst,,,,,0,0,0,0,,,,,3,3,120,18,,,,,,,,,,,,,,,,,,,,slash,0.353080034256,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
7,5,0,../data/raw/stimuli/pada5.wav,a,,t_right,burst,,,,,0,0,0,0,,,,,3,4,121,6,,,,,,,,,,,,,,,,,,,,slash,0.55223107338,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
10,5,2,../data/raw/stimuli/pata2.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,3,5,122,9,,,,,,,,,,,,,,,,,,,,slash,0.450464010239,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
32,2,0,../data/raw/stimuli/pudu2.wav,u,,t_right,burst,,,,,0,0,0,0,,,,,3,6,123,31,,,,,,,,,,,,,,,,,,,,z,0.302570819855,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
18,2,0,../data/raw/stimuli/pidi2.wav,i,,t_right,burst,,,,,0,0,0,0,,,,,3,7,124,17,,,,,,,,,,,,,,,,,,,,slash,0.436411142349,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
29,0,5,../data/raw/stimuli/pudu.wav,u,,t_right,confound,,,,,0,0,0,0,,,,,3,8,125,28,,,,,,,,,,,,,,,,,,,,z,0.252813100815,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
36,5,0,../data/raw/stimuli/putu0.wav,u,,t_right,voicing,,,,,0,0,0,0,,,,,3,9,126,35,,,,,,,,,,,,,,,,,,,,slash,0.436347007751,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
34,4,0,../data/raw/stimuli/pudu4.wav,u,,t_right,burst,,,,,0,0,0,0,,,,,3,10,127,33,,,,,,,,,,,,,,,,,,,,slash,0.352401018143,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
15,0,5,../data/raw/stimuli/pidi.wav,i,,t_right,confound,,,,,0,0,0,0,,,,,3,11,128,14,,,,,,,,,,,,,,,,,,,,z,0.317291021347,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
37,5,1,../data/raw/stimuli/putu1.wav,u,,t_right,voicing,,,,,0,0,0,0,,,,,3,12,129,36,,,,,,,,,,,,,,,,,,,,z,0.636561155319,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
27,5,5,../data/raw/stimuli/piti5.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,3,13,130,26,,,,,,,,,,,,,,,,,,,,z,0.269484996796,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
31,1,0,../data/raw/stimuli/pudu1.wav,u,,t_right,burst,,,,,0,0,0,0,,,,,3,14,131,30,,,,,,,,,,,,,,,,,,,,z,0.435629844666,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
30,0,0,../data/raw/stimuli/pudu0.wav,u,,t_right,burst,,,,,0,0,0,0,,,,,3,15,132,29,,,,,,,,,,,,,,,,,,,,z,0.369031190872,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
38,5,2,../data/raw/stimuli/putu2.wav,u,,t_right,voicing,,,,,0,0,0,0,,,,,3,16,133,37,,,,,,,,,,,,,,,,,,,,z,0.753116130829,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
3,1,0,../data/raw/stimuli/pada1.wav,a,,t_right,burst,,,,,0,0,0,0,,,,,3,17,134,2,,,,,,,,,,,,,,,,,,,,slash,0.318708181381,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
2,0,0,../data/raw/stimuli/pada0.wav,a,,t_right,burst,,,,,0,0,0,0,,,,,3,18,135,1,,,,,,,,,,,,,,,,,,,,z,0.719907045364,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
8,5,0,../data/raw/stimuli/pata0.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,3,19,136,7,,,,,,,,,,,,,,,,,,,,slash,0.469481229782,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
28,5,6,../data/raw/stimuli/piti6.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,3,20,137,27,,,,,,,,,,,,,,,,,,,,z,0.33621096611,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
12,5,4,../data/raw/stimuli/pata4.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,3,21,138,11,,,,,,,,,,,,,,,,,,,,z,0.636183977127,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
26,5,4,../data/raw/stimuli/piti4.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,3,22,139,25,,,,,,,,,,,,,,,,,,,,z,0.419698953629,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
1,0,5,../data/raw/stimuli/pada.wav,a,,t_right,confound,,,,,0,0,0,0,,,,,3,23,140,0,,,,,,,,,,,,,,,,,,,,z,0.386354207993,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
9,5,1,../data/raw/stimuli/pata1.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,3,24,141,8,,,,,,,,,,,,,,,,,,,,slash,0.433845996857,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
21,5,0,../data/raw/stimuli/pidi5.wav,i,,t_right,burst,,,,,0,0,0,0,,,,,3,25,142,20,,,,,,,,,,,,,,,,,,,,slash,0.436177968979,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
13,5,5,../data/raw/stimuli/pata5.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,3,26,143,12,,,,,,,,,,,,,,,,,,,,slash,0.452993154526,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
35,5,0,../data/raw/stimuli/pudu5.wav,u,,t_right,burst,,,,,0,0,0,0,,,,,3,27,144,34,,,,,,,,,,,,,,,,,,,,z,0.453011035919,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
39,5,3,../data/raw/stimuli/putu3.wav,u,,t_right,voicing,,,,,0,0,0,0,,,,,3,28,145,38,,,,,,,,,,,,,,,,,,,,z,0.335556983948,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
6,4,0,../data/raw/stimuli/pada4.wav,a,,t_right,burst,,,,,0,0,0,0,,,,,3,29,146,5,,,,,,,,,,,,,,,,,,,,slash,0.619813919067,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
22,5,0,../data/raw/stimuli/piti0.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,3,30,147,21,,,,,,,,,,,,,,,,,,,,slash,0.319370985031,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
24,5,2,../data/raw/stimuli/piti2.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,3,31,148,23,,,,,,,,,,,,,,,,,,,,slash,0.386612892151,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
14,5,6,../data/raw/stimuli/pata6.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,3,32,149,13,,,,,,,,,,,,,,,,,,,,z,0.553253889084,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
5,3,0,../data/raw/stimuli/pada3.wav,a,,t_right,burst,,,,,0,0,0,0,,,,,3,33,150,4,,,,,,,,,,,,,,,,,,,,slash,0.469135046005,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
33,3,0,../data/raw/stimuli/pudu3.wav,u,,t_right,burst,,,,,0,0,0,0,,,,,3,34,151,32,,,,,,,,,,,,,,,,,,,,z,0.536073923111,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
16,0,0,../data/raw/stimuli/pidi0.wav,i,,t_right,burst,,,,,0,0,0,0,,,,,3,35,152,15,,,,,,,,,,,,,,,,,,,,z,0.569750070572,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
17,1,0,../data/raw/stimuli/pidi1.wav,i,,t_right,burst,,,,,0,0,0,0,,,,,3,36,153,16,,,,,,,,,,,,,,,,,,,,z,0.336106061935,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
25,5,3,../data/raw/stimuli/piti3.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,3,37,154,24,,,,,,,,,,,,,,,,,,,,slash,0.519006967545,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
4,2,0,../data/raw/stimuli/pada2.wav,a,,t_right,burst,,,,,0,0,0,0,,,,,3,38,155,3,,,,,,,,,,,,,,,,,,,,slash,0.353028059006,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
31,1,0,../data/raw/stimuli/pudu1.wav,u,,t_right,burst,,,,,0,0,0,0,,,,,4,0,156,30,,,,,,,,,,,,,,,,,,,,z,0.419107198715,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
15,0,5,../data/raw/stimuli/pidi.wav,i,,t_right,confound,,,,,0,0,0,0,,,,,4,1,157,14,,,,,,,,,,,,,,,,,,,,z,0.436463832855,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
29,0,5,../data/raw/stimuli/pudu.wav,u,,t_right,confound,,,,,0,0,0,0,,,,,4,2,158,28,,,,,,,,,,,,,,,,,,,,z,0.286140918732,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
20,4,0,../data/raw/stimuli/pidi4.wav,i,,t_right,burst,,,,,0,0,0,0,,,,,4,3,159,19,,,,,,,,,,,,,,,,,,,,slash,0.352133989334,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
4,2,0,../data/raw/stimuli/pada2.wav,a,,t_right,burst,,,,,0,0,0,0,,,,,4,4,160,3,,,,,,,,,,,,,,,,,,,,slash,0.786813020706,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
1,0,5,../data/raw/stimuli/pada.wav,a,,t_right,confound,,,,,0,0,0,0,,,,,4,5,161,0,,,,,,,,,,,,,,,,,,,,z,0.319719076157,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
36,5,0,../data/raw/stimuli/putu0.wav,u,,t_right,voicing,,,,,0,0,0,0,,,,,4,6,162,35,,,,,,,,,,,,,,,,,,,,slash,0.669981002808,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
23,5,1,../data/raw/stimuli/piti1.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,4,7,163,22,,,,,,,,,,,,,,,,,,,,slash,0.536590099335,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
22,5,0,../data/raw/stimuli/piti0.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,4,8,164,21,,,,,,,,,,,,,,,,,,,,slash,0.368823051453,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
33,3,0,../data/raw/stimuli/pudu3.wav,u,,t_right,burst,,,,,0,0,0,0,,,,,4,9,165,32,,,,,,,,,,,,,,,,,,,,z,0.369460105896,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
14,5,6,../data/raw/stimuli/pata6.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,4,10,166,13,,,,,,,,,,,,,,,,,,,,z,0.5862429142,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
10,5,2,../data/raw/stimuli/pata2.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,4,11,167,9,,,,,,,,,,,,,,,,,,,,slash,0.568995952606,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
28,5,6,../data/raw/stimuli/piti6.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,4,12,168,27,,,,,,,,,,,,,,,,,,,,z,0.320000886917,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
26,5,4,../data/raw/stimuli/piti4.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,4,13,169,25,,,,,,,,,,,,,,,,,,,,slash,0.419546842575,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
24,5,2,../data/raw/stimuli/piti2.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,4,14,170,23,,,,,,,,,,,,,,,,,,,,slash,0.40235209465,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
2,0,0,../data/raw/stimuli/pada0.wav,a,,t_right,burst,,,,,0,0,0,0,,,,,4,15,171,1,,,,,,,,,,,,,,,,,,,,z,0.486112833023,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
3,1,0,../data/raw/stimuli/pada1.wav,a,,t_right,burst,,,,,0,0,0,0,,,,,4,16,172,2,,,,,,,,,,,,,,,,,,,,z,0.269137144089,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
38,5,2,../data/raw/stimuli/putu2.wav,u,,t_right,voicing,,,,,0,0,0,0,,,,,4,17,173,37,,,,,,,,,,,,,,,,,,,,z,0.253074884415,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
19,3,0,../data/raw/stimuli/pidi3.wav,i,,t_right,burst,,,,,0,0,0,0,,,,,4,18,174,18,,,,,,,,,,,,,,,,,,,,z,0.353153944016,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
12,5,4,../data/raw/stimuli/pata4.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,4,19,175,11,,,,,,,,,,,,,,,,,,,,z,0.501743793488,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
5,3,0,../data/raw/stimuli/pada3.wav,a,,t_right,burst,,,,,0,0,0,0,,,,,4,20,176,4,,,,,,,,,,,,,,,,,,,,slash,0.552989006042,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
39,5,3,../data/raw/stimuli/putu3.wav,u,,t_right,voicing,,,,,0,0,0,0,,,,,4,21,177,38,,,,,,,,,,,,,,,,,,,,z,0.352818965912,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
9,5,1,../data/raw/stimuli/pata1.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,4,22,178,8,,,,,,,,,,,,,,,,,,,,slash,0.319473028183,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
16,0,0,../data/raw/stimuli/pidi0.wav,i,,t_right,burst,,,,,0,0,0,0,,,,,4,23,179,15,,,,,,,,,,,,,,,,,,,,z,0.236680030823,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
18,2,0,../data/raw/stimuli/pidi2.wav,i,,t_right,burst,,,,,0,0,0,0,,,,,4,24,180,17,,,,,,,,,,,,,,,,,,,,z,0.186159849167,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
25,5,3,../data/raw/stimuli/piti3.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,4,25,181,24,,,,,,,,,,,,,,,,,,,,slash,0.352161884308,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
35,5,0,../data/raw/stimuli/pudu5.wav,u,,t_right,burst,,,,,0,0,0,0,,,,,4,26,182,34,,,,,,,,,,,,,,,,,,,,z,0.402473926544,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
30,0,0,../data/raw/stimuli/pudu0.wav,u,,t_right,burst,,,,,0,0,0,0,,,,,4,27,183,29,,,,,,,,,,,,,,,,,,,,z,0.286299943924,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
34,4,0,../data/raw/stimuli/pudu4.wav,u,,t_right,burst,,,,,0,0,0,0,,,,,4,28,184,33,,,,,,,,,,,,,,,,,,,,z,0.519654989243,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
8,5,0,../data/raw/stimuli/pata0.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,4,29,185,7,,,,,,,,,,,,,,,,,,,,slash,0.353397846222,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
37,5,1,../data/raw/stimuli/putu1.wav,u,,t_right,voicing,,,,,0,0,0,0,,,,,4,30,186,36,,,,,,,,,,,,,,,,,,,,z,0.503036022186,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
21,5,0,../data/raw/stimuli/pidi5.wav,i,,t_right,burst,,,,,0,0,0,0,,,,,4,31,187,20,,,,,,,,,,,,,,,,,,,,slash,0.468950986862,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
6,4,0,../data/raw/stimuli/pada4.wav,a,,t_right,burst,,,,,0,0,0,0,,,,,4,32,188,5,,,,,,,,,,,,,,,,,,,,slash,0.468300819397,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
17,1,0,../data/raw/stimuli/pidi1.wav,i,,t_right,burst,,,,,0,0,0,0,,,,,4,33,189,16,,,,,,,,,,,,,,,,,,,,slash,0.91992688179,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
7,5,0,../data/raw/stimuli/pada5.wav,a,,t_right,burst,,,,,0,0,0,0,,,,,4,34,190,6,,,,,,,,,,,,,,,,,,,,slash,0.336164951324,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
27,5,5,../data/raw/stimuli/piti5.wav,i,,t_right,voicing,,,,,0,0,0,0,,,,,4,35,191,26,,,,,,,,,,,,,,,,,,,,slash,0.652832984924,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
11,5,3,../data/raw/stimuli/pata3.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,4,36,192,10,,,,,,,,,,,,,,,,,,,,slash,0.569597959518,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
32,2,0,../data/raw/stimuli/pudu2.wav,u,,t_right,burst,,,,,0,0,0,0,,,,,4,37,193,31,,,,,,,,,,,,,,,,,,,,z,0.435450077057,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
13,5,5,../data/raw/stimuli/pata5.wav,a,,t_right,voicing,,,,,0,0,0,0,,,,,4,38,194,12,,,,,,,,,,,,,,,,,,,,z,1.03701806068,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_Jan_25_1508,59.9678879079,perceptual-pilot,f003,
