stimulus_id,stimulus,sentence,word,consonant_1,vowel,consonant_2,backness,height,place_1,place_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
10,Ha detto "pipo" sei volte,Ha detto X sei volte,pipo,p,i,p,front,high,labial,labial,0,0,0,9,space,11.7891831398,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
5,Scrivete "pepo" sul foglio,Scrivete X sul foglio,pepo,p,e,p,front,mid-high,labial,labial,0,1,1,4,space,2.03741502762,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
107,Sentivo "tico" di nuovo,Sentivo X di nuovo,tico,t,i,k,front,high,coronal,velar,0,2,2,106,space,1.4831829071,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
37,Scrivete "paco" sul foglio,Scrivete X sul foglio,paco,p,a,k,central,low,labial,velar,0,3,3,36,space,1.60316610336,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
68,Ripete "tipo" da sempre,Ripete X da sempre,tipo,t,i,p,front,high,coronal,labial,0,4,4,67,space,1.65432405472,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
167,Sentivo "coco" di nuovo,Sentivo X di nuovo,coco,k,o,k,back,mid-low,velar,velar,0,5,5,166,space,1.45291090012,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
122,Ha detto "chepo" sei volte,Ha detto X sei volte,chepo,k,e,p,front,mid-high,velar,labial,0,6,6,121,space,1.75316309929,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
2,Ha detto "papo" sei volte,Ha detto X sei volte,papo,p,a,p,central,low,labial,labial,0,7,7,1,space,2.43638420105,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
102,Ha detto "teco" sei volte,Ha detto X sei volte,teco,t,e,k,front,mid-high,coronal,velar,0,8,8,101,space,1.90398693085,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
75,Sentivo "tupo" di nuovo,Sentivo X di nuovo,tupo,t,u,p,back,high,coronal,labial,0,9,9,74,space,1.7344520092,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
14,Ha detto "popo" sei volte,Ha detto X sei volte,popo,p,o,p,back,mid-low,labial,labial,0,10,10,13,space,1.78589105606,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
61,Scrivete "tepo" sul foglio,Scrivete X sul foglio,tepo,t,e,p,front,mid-high,coronal,labial,0,11,11,60,space,1.88551092148,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
22,Ha detto "pato" sei volte,Ha detto X sei volte,pato,p,a,t,central,low,labial,coronal,0,12,12,21,space,1.66948509216,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
78,Ha detto "tato" sei volte,Ha detto X sei volte,tato,t,a,t,central,low,coronal,coronal,0,13,13,77,space,1.83695006371,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
115,Sentivo "tuco" di nuovo,Sentivo X di nuovo,tuco,t,u,k,back,high,coronal,velar,0,14,14,114,space,1.6693239212,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
170,Ha detto "cuco" sei volte,Ha detto X sei volte,cuco,k,u,k,back,high,velar,velar,0,15,15,169,space,1.80419707298,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
134,Ha detto "cupo" sei volte,Ha detto X sei volte,cupo,k,u,p,back,high,velar,labial,0,16,16,133,space,1.68764781952,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
67,Sentivo "tipo" di nuovo,Sentivo X di nuovo,tipo,t,i,p,front,high,coronal,labial,0,17,17,66,space,1.70329904556,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
99,Sentivo "taco" di nuovo,Sentivo X di nuovo,taco,t,a,k,central,low,coronal,velar,0,18,18,98,space,1.56867814064,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
57,Scrivete "tapo" sul foglio,Scrivete X sul foglio,tapo,t,a,p,central,low,coronal,labial,0,19,19,56,space,1.67020988464,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
20,Ripete "pupo" da sempre,Ripete X da sempre,pupo,p,u,p,back,high,labial,labial,0,20,20,19,space,1.48797392845,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
142,Ha detto "cheto" sei volte,Ha detto X sei volte,cheto,k,e,t,front,mid-high,velar,coronal,0,21,21,141,space,1.63541197777,2018_Sep_09_2025,60.60826403288851,italian-egg,it18,
