stimulus_id,stimulus,sentence,word,consonant_1,vowel,consonant_2,backness,height,place_1,place_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
144,Ripete "cheto" da sempre,Ripete X da sempre,cheto,k,e,t,front,mid-high,velar,coronal,0,0,0,143,space,10.6556990147,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
10,Ha detto "pipo" sei volte,Ha detto X sei volte,pipo,p,i,p,front,high,labial,labial,0,1,1,9,space,2.52067399025,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
59,Sentivo "tapo" di nuovo,Sentivo X di nuovo,tapo,t,a,p,central,low,coronal,labial,0,2,2,58,space,2.20174884796,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
165,Scrivete "coco" sul foglio,Scrivete X sul foglio,coco,k,o,k,back,mid-low,velar,velar,0,3,3,164,space,2.15330910683,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
79,Sentivo "tato" di nuovo,Sentivo X di nuovo,tato,t,a,t,central,low,coronal,coronal,0,4,4,78,space,2.03620910645,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
13,Scrivete "popo" sul foglio,Scrivete X sul foglio,popo,p,o,p,back,mid-low,labial,labial,0,5,5,12,space,2.32132506371,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
75,Sentivo "tupo" di nuovo,Sentivo X di nuovo,tupo,t,u,p,back,high,coronal,labial,0,6,6,74,space,1.92037987709,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
133,Scrivete "cupo" sul foglio,Scrivete X sul foglio,cupo,k,u,p,back,high,velar,labial,0,7,7,132,space,2.26892709732,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
150,Ha detto "coto" sei volte,Ha detto X sei volte,coto,k,o,t,back,mid-low,velar,coronal,0,8,8,149,space,2.25306200981,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
136,Ripete "cupo" da sempre,Ripete X da sempre,cupo,k,u,p,back,high,velar,labial,0,9,9,135,space,2.65473222733,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
64,Ripete "tepo" da sempre,Ripete X da sempre,tepo,t,e,p,front,mid-high,coronal,labial,0,10,10,63,space,2.23643302917,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
116,Ripete "tuco" da sempre,Ripete X da sempre,tuco,t,u,k,back,high,coronal,velar,0,11,11,115,space,2.13668513298,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
151,Sentivo "coto" di nuovo,Sentivo X di nuovo,coto,k,o,t,back,mid-low,velar,coronal,0,12,12,150,space,2.05293917656,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
99,Sentivo "taco" di nuovo,Sentivo X di nuovo,taco,t,a,k,central,low,coronal,velar,0,13,13,98,space,1.95483803749,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
77,Scrivete "tato" sul foglio,Scrivete X sul foglio,tato,t,a,t,central,low,coronal,coronal,0,14,14,76,space,2.2860159874,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
53,Scrivete "puco" sul foglio,Scrivete X sul foglio,puco,p,u,k,back,high,labial,velar,0,15,15,52,space,1.85357189178,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
112,Ripete "toco" da sempre,Ripete X da sempre,toco,t,o,k,back,mid-low,coronal,velar,0,16,16,111,space,2.23406004906,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
43,Sentivo "peco" di nuovo,Sentivo X di nuovo,peco,p,e,k,front,mid-high,labial,velar,0,17,17,42,space,1.85365200043,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
96,Ripete "tuto" da sempre,Ripete X da sempre,tuto,t,u,t,back,high,coronal,coronal,0,18,18,95,space,1.90403103828,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
48,Ripete "pico" da sempre,Ripete X da sempre,pico,p,i,k,front,high,labial,velar,0,19,19,47,space,2.17197990417,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
74,Ha detto "tupo" sei volte,Ha detto X sei volte,tupo,t,u,p,back,high,coronal,labial,0,20,20,73,space,2.3048081398,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
172,Ripete "cuco" da sempre,Ripete X da sempre,cuco,k,u,k,back,high,velar,velar,0,21,21,171,space,1.88620901108,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
84,Ripete "teto" da sempre,Ripete X da sempre,teto,t,e,t,front,mid-high,coronal,coronal,0,22,22,83,space,1.96943306923,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
167,Sentivo "coco" di nuovo,Sentivo X di nuovo,coco,k,o,k,back,mid-low,velar,velar,0,23,23,166,space,1.85258388519,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
8,Ripete "pepo" da sempre,Ripete X da sempre,pepo,p,e,p,front,mid-high,labial,labial,0,24,24,7,space,1.66938900948,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
100,Ripete "taco" da sempre,Ripete X da sempre,taco,t,a,k,central,low,coronal,velar,0,25,25,99,space,2.03711009026,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
130,Ha detto "copo" sei volte,Ha detto X sei volte,copo,k,o,p,back,mid-low,velar,labial,0,26,26,129,space,2.03440904617,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
152,Ripete "coto" da sempre,Ripete X da sempre,coto,k,o,t,back,mid-low,velar,coronal,0,27,27,151,space,1.83685183525,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
47,Sentivo "pico" di nuovo,Sentivo X di nuovo,pico,p,i,k,front,high,labial,velar,0,28,28,46,space,1.81600284576,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
124,Ripete "chepo" da sempre,Ripete X da sempre,chepo,k,e,p,front,mid-high,velar,labial,0,29,29,123,space,1.65316605568,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
115,Sentivo "tuco" di nuovo,Sentivo X di nuovo,tuco,t,u,k,back,high,coronal,velar,0,30,30,114,space,1.82933998108,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
125,Scrivete "chipo" sul foglio,Scrivete X sul foglio,chipo,k,i,p,front,high,velar,labial,0,31,31,124,space,2.01981592178,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
89,Scrivete "toto" sul foglio,Scrivete X sul foglio,toto,t,o,t,back,mid-low,coronal,coronal,0,32,32,88,space,2.00418806076,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
55,Sentivo "puco" di nuovo,Sentivo X di nuovo,puco,p,u,k,back,high,labial,velar,0,33,33,54,space,1.6699590683,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
39,Sentivo "paco" di nuovo,Sentivo X di nuovo,paco,p,a,k,central,low,labial,velar,0,34,34,38,space,1.63520717621,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
1,Scrivete "papo" sul foglio,Scrivete X sul foglio,papo,p,a,p,central,low,labial,labial,0,35,35,0,space,2.1204969883,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
91,Sentivo "toto" di nuovo,Sentivo X di nuovo,toto,t,o,t,back,mid-low,coronal,coronal,0,36,36,90,space,1.90311813354,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
158,Ha detto "checo" sei volte,Ha detto X sei volte,checo,k,e,k,front,mid-high,velar,velar,0,37,37,157,space,2.03695392609,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
80,Ripete "tato" da sempre,Ripete X da sempre,tato,t,a,t,central,low,coronal,coronal,0,38,38,79,space,2.05372190475,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
118,Ha detto "capo" sei volte,Ha detto X sei volte,capo,k,a,p,central,low,velar,labial,0,39,39,117,space,1.71919488907,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
127,Sentivo "chipo" di nuovo,Sentivo X di nuovo,chipo,k,i,p,front,high,velar,labial,0,40,40,126,space,1.85142588615,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
137,Scrivete "cato" sul foglio,Scrivete X sul foglio,cato,k,a,t,central,low,velar,coronal,0,41,41,136,space,1.78672409058,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
23,Sentivo "pato" di nuovo,Sentivo X di nuovo,pato,p,a,t,central,low,labial,coronal,0,42,42,22,space,1.95262312889,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
41,Scrivete "peco" sul foglio,Scrivete X sul foglio,peco,p,e,k,front,mid-high,labial,velar,0,43,43,40,space,1.93685913086,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
97,Scrivete "taco" sul foglio,Scrivete X sul foglio,taco,t,a,k,central,low,coronal,velar,0,44,44,96,space,1.90255999565,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
102,Ha detto "teco" sei volte,Ha detto X sei volte,teco,t,e,k,front,mid-high,coronal,velar,0,45,45,101,space,2.18613004684,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
170,Ha detto "cuco" sei volte,Ha detto X sei volte,cuco,k,u,k,back,high,velar,velar,0,46,46,169,space,1.78713679314,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
40,Ripete "paco" da sempre,Ripete X da sempre,paco,p,a,k,central,low,labial,velar,0,47,47,39,space,2.30530905724,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
109,Scrivete "toco" sul foglio,Scrivete X sul foglio,toco,t,o,k,back,mid-low,coronal,velar,0,48,48,108,space,2.03705000877,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
169,Scrivete "cuco" sul foglio,Scrivete X sul foglio,cuco,k,u,k,back,high,velar,velar,0,49,49,168,space,1.98669195175,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
166,Ha detto "coco" sei volte,Ha detto X sei volte,coco,k,o,k,back,mid-low,velar,velar,0,50,50,165,space,1.95506381989,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
27,Sentivo "pito" di nuovo,Sentivo X di nuovo,pito,p,i,t,front,high,labial,coronal,0,51,51,26,space,1.83354187012,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
142,Ha detto "cheto" sei volte,Ha detto X sei volte,cheto,k,e,t,front,mid-high,velar,coronal,0,52,52,141,space,1.85396099091,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
163,Sentivo "chico" di nuovo,Sentivo X di nuovo,chico,k,i,k,front,high,velar,velar,0,53,53,162,space,1.88686800003,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
114,Ha detto "tuco" sei volte,Ha detto X sei volte,tuco,t,u,k,back,high,coronal,velar,0,54,54,113,space,2.01908111572,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
51,Sentivo "poco" di nuovo,Sentivo X di nuovo,poco,p,o,k,back,mid-low,labial,velar,0,55,55,50,space,1.83407211304,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
78,Ha detto "tato" sei volte,Ha detto X sei volte,tato,t,a,t,central,low,coronal,coronal,0,56,56,77,space,1.78605008125,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
153,Scrivete "cuto" sul foglio,Scrivete X sul foglio,cuto,k,u,t,back,high,velar,coronal,0,57,57,152,space,2.08764791489,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
168,Ripete "coco" da sempre,Ripete X da sempre,coco,k,o,k,back,mid-low,velar,velar,0,58,58,167,space,1.83771300316,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
103,Sentivo "teco" di nuovo,Sentivo X di nuovo,teco,t,e,k,front,mid-high,coronal,velar,0,59,59,102,space,1.9044508934,2018_Aug_21_1124,60.557248006837824,italian-egg,it08,
