stimulus_id,stimulus,sentence,word,consonant_1,vowel,consonant_2,backness,height,place_1,place_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
2,Ha detto "papo" sei volte,Ha detto X sei volte,papo,p,a,p,central,low,labial,labial,0,0,0,1,space,3.07179188728,2018_Aug_30_1108,59.84655621872516,italian-egg,it14,
131,Sentivo "copo" di nuovo,Sentivo X di nuovo,copo,k,o,p,back,mid-low,velar,labial,0,1,1,130,space,1.87081980705,2018_Aug_30_1108,59.84655621872516,italian-egg,it14,
123,Sentivo "chepo" di nuovo,Sentivo X di nuovo,chepo,k,e,p,front,mid-high,velar,labial,0,2,2,122,space,1.93767619133,2018_Aug_30_1108,59.84655621872516,italian-egg,it14,
61,Scrivete "tepo" sul foglio,Scrivete X sul foglio,tepo,t,e,p,front,mid-high,coronal,labial,0,3,3,60,space,2.22036290169,2018_Aug_30_1108,59.84655621872516,italian-egg,it14,
169,Scrivete "cuco" sul foglio,Scrivete X sul foglio,cuco,k,u,k,back,high,velar,velar,0,4,4,168,space,4.97098302841,2018_Aug_30_1108,59.84655621872516,italian-egg,it14,
85,Scrivete "tito" sul foglio,Scrivete X sul foglio,tito,t,i,t,front,high,coronal,coronal,0,5,5,84,space,1.93641781807,2018_Aug_30_1108,59.84655621872516,italian-egg,it14,
33,Scrivete "puto" sul foglio,Scrivete X sul foglio,puto,p,u,t,back,high,labial,coronal,0,6,6,32,space,2.0217590332,2018_Aug_30_1108,59.84655621872516,italian-egg,it14,
136,Ripete "cupo" da sempre,Ripete X da sempre,cupo,k,u,p,back,high,velar,labial,0,7,7,135,space,2.01942491531,2018_Aug_30_1108,59.84655621872516,italian-egg,it14,
42,Ha detto "peco" sei volte,Ha detto X sei volte,peco,p,e,k,front,mid-high,labial,velar,0,8,8,41,space,1.73720598221,2018_Aug_30_1108,59.84655621872516,italian-egg,it14,
25,Scrivete "pito" sul foglio,Scrivete X sul foglio,pito,p,i,t,front,high,labial,coronal,0,9,9,24,space,1.91982507706,2018_Aug_30_1108,59.84655621872516,italian-egg,it14,
52,Ripete "poco" da sempre,Ripete X da sempre,poco,p,o,k,back,mid-low,labial,velar,0,10,10,51,space,1.80450391769,2018_Aug_30_1108,59.84655621872516,italian-egg,it14,
66,Ha detto "tipo" sei volte,Ha detto X sei volte,tipo,t,i,p,front,high,coronal,labial,0,11,11,65,space,1.78585386276,2018_Aug_30_1108,59.84655621872516,italian-egg,it14,
104,Ripete "teco" da sempre,Ripete X da sempre,teco,t,e,k,front,mid-high,coronal,velar,0,12,12,103,space,1.95315408707,2018_Aug_30_1108,59.84655621872516,italian-egg,it14,
48,Ripete "pico" da sempre,Ripete X da sempre,pico,p,i,k,front,high,labial,velar,0,13,13,47,space,1.76966714859,2018_Aug_30_1108,59.84655621872516,italian-egg,it14,
110,Ha detto "toco" sei volte,Ha detto X sei volte,toco,t,o,k,back,mid-low,coronal,velar,0,14,14,109,space,1.88520288467,2018_Aug_30_1108,59.84655621872516,italian-egg,it14,
