stimulus_id,stimulus,sentence,word,consonant_1,vowel,consonant_2,backness,height,place_1,place_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
161,Scrivete "chico" sul foglio,Scrivete X sul foglio,chico,k,i,k,front,high,velar,velar,0,0,0,160,space,14.8917241096,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
76,Ripete "tupo" da sempre,Ripete X da sempre,tupo,t,u,p,back,high,coronal,labial,0,1,1,75,space,5.43862009048,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
119,Sentivo "capo" di nuovo,Sentivo X di nuovo,capo,k,a,p,central,low,velar,labial,0,2,2,118,space,7.80691409111,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
92,Ripete "toto" da sempre,Ripete X da sempre,toto,t,o,t,back,mid-low,coronal,coronal,0,3,3,91,space,1.55459809303,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
1,Scrivete "papo" sul foglio,Scrivete X sul foglio,papo,p,a,p,central,low,labial,labial,0,4,4,0,space,1.6873281002,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
166,Ha detto "coco" sei volte,Ha detto X sei volte,coco,k,o,k,back,mid-low,velar,velar,0,5,5,165,space,1.65339493752,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
124,Ripete "chepo" da sempre,Ripete X da sempre,chepo,k,e,p,front,mid-high,velar,labial,0,6,6,123,space,1.52006196976,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
123,Sentivo "chepo" di nuovo,Sentivo X di nuovo,chepo,k,e,p,front,mid-high,velar,labial,0,7,7,122,space,1.30246305466,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
120,Ripete "capo" da sempre,Ripete X da sempre,capo,k,a,p,central,low,velar,labial,0,8,8,119,space,1.38511300087,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
142,Ha detto "cheto" sei volte,Ha detto X sei volte,cheto,k,e,t,front,mid-high,velar,coronal,0,9,9,141,space,1.4694519043,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
4,Ripete "papo" da sempre,Ripete X da sempre,papo,p,a,p,central,low,labial,labial,0,10,10,3,space,1.23516798019,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
20,Ripete "pupo" da sempre,Ripete X da sempre,pupo,p,u,p,back,high,labial,labial,0,11,11,19,space,1.42082691193,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
69,Scrivete "topo" sul foglio,Scrivete X sul foglio,topo,t,o,p,back,mid-low,coronal,labial,0,12,12,68,space,1.30184292793,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
59,Sentivo "tapo" di nuovo,Sentivo X di nuovo,tapo,t,a,p,central,low,coronal,labial,0,13,13,58,space,4.07205796242,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
82,Ha detto "teto" sei volte,Ha detto X sei volte,teto,t,e,t,front,mid-high,coronal,coronal,0,14,14,81,space,1.5354321003,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
91,Sentivo "toto" di nuovo,Sentivo X di nuovo,toto,t,o,t,back,mid-low,coronal,coronal,0,15,15,90,space,1.40275096893,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
100,Ripete "taco" da sempre,Ripete X da sempre,taco,t,a,k,central,low,coronal,velar,0,16,16,99,space,1.28313708305,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
30,Ha detto "poto" sei volte,Ha detto X sei volte,poto,p,o,t,back,mid-low,labial,coronal,0,17,17,29,space,1.36988997459,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
87,Sentivo "tito" di nuovo,Sentivo X di nuovo,tito,t,i,t,front,high,coronal,coronal,0,18,18,86,space,1.21971607208,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
146,Ha detto "chito" sei volte,Ha detto X sei volte,chito,k,i,t,front,high,velar,coronal,0,19,19,145,space,1.10347294807,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
11,Sentivo "pipo" di nuovo,Sentivo X di nuovo,pipo,p,i,p,front,high,labial,labial,0,20,20,10,space,1.00103592873,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
125,Scrivete "chipo" sul foglio,Scrivete X sul foglio,chipo,k,i,p,front,high,velar,labial,0,21,21,124,space,1.48669505119,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
95,Sentivo "tuto" di nuovo,Sentivo X di nuovo,tuto,t,u,t,back,high,coronal,coronal,0,22,22,94,space,1.2518491745,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
108,Ripete "tico" da sempre,Ripete X da sempre,tico,t,i,k,front,high,coronal,velar,0,23,23,107,space,1.28619289398,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
139,Sentivo "cato" di nuovo,Sentivo X di nuovo,cato,k,a,t,central,low,velar,coronal,0,24,24,138,space,1.27095603943,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
3,Sentivo "papo" di nuovo,Sentivo X di nuovo,papo,p,a,p,central,low,labial,labial,0,25,25,2,space,1.25296211243,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
36,Ripete "puto" da sempre,Ripete X da sempre,puto,p,u,t,back,high,labial,coronal,0,26,26,35,space,1.43715500832,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
160,Ripete "checo" da sempre,Ripete X da sempre,checo,k,e,k,front,mid-high,velar,velar,0,27,27,159,space,1.25223684311,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
16,Ripete "popo" da sempre,Ripete X da sempre,popo,p,o,p,back,mid-low,labial,labial,0,28,28,15,space,1.13462400436,2018_Aug_23_1615,60.4296040375691,italian-egg,it11,
