stimulus_id,stimulus,sentence,word,consonant_1,vowel,consonant_2,backness,height,place_1,place_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
160,Ripete "checo" da sempre,Ripete X da sempre,checo,k,e,k,front,mid-high,velar,velar,0,0,0,159,space,10.4228341579,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
16,Ripete "popo" da sempre,Ripete X da sempre,popo,p,o,p,back,mid-low,labial,labial,0,1,1,15,space,1.55290102959,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
74,Ha detto "tupo" sei volte,Ha detto X sei volte,tupo,t,u,p,back,high,coronal,labial,0,2,2,73,space,1.38640594482,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
3,Sentivo "papo" di nuovo,Sentivo X di nuovo,papo,p,a,p,central,low,labial,labial,0,3,3,2,space,1.47001004219,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
20,Ripete "pupo" da sempre,Ripete X da sempre,pupo,p,u,p,back,high,labial,labial,0,4,4,19,space,1.48713493347,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
14,Ha detto "popo" sei volte,Ha detto X sei volte,popo,p,o,p,back,mid-low,labial,labial,0,5,5,13,space,1.36966896057,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
91,Sentivo "toto" di nuovo,Sentivo X di nuovo,toto,t,o,t,back,mid-low,coronal,coronal,0,6,6,90,space,1.41883611679,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
105,Scrivete "tico" sul foglio,Scrivete X sul foglio,tico,t,i,k,front,high,coronal,velar,0,7,7,104,space,1.55187392235,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
39,Sentivo "paco" di nuovo,Sentivo X di nuovo,paco,p,a,k,central,low,labial,velar,0,8,8,38,space,1.4369738102,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
109,Scrivete "toco" sul foglio,Scrivete X sul foglio,toco,t,o,k,back,mid-low,coronal,velar,0,9,9,108,space,1.35254716873,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
115,Sentivo "tuco" di nuovo,Sentivo X di nuovo,tuco,t,u,k,back,high,coronal,velar,0,10,10,114,space,1.3029999733,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
123,Sentivo "chepo" di nuovo,Sentivo X di nuovo,chepo,k,e,p,front,mid-high,velar,labial,0,11,11,122,space,1.32047891617,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
100,Ripete "taco" da sempre,Ripete X da sempre,taco,t,a,k,central,low,coronal,velar,0,12,12,99,space,1.52060389519,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
48,Ripete "pico" da sempre,Ripete X da sempre,pico,p,i,k,front,high,labial,velar,0,13,13,47,space,1.28761100769,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
130,Ha detto "copo" sei volte,Ha detto X sei volte,copo,k,o,p,back,mid-low,velar,labial,0,14,14,129,space,1.40189003944,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
112,Ripete "toco" da sempre,Ripete X da sempre,toco,t,o,k,back,mid-low,coronal,velar,0,15,15,111,space,1.38768911362,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
119,Sentivo "capo" di nuovo,Sentivo X di nuovo,capo,k,a,p,central,low,velar,labial,0,16,16,118,space,1.23541688919,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
142,Ha detto "cheto" sei volte,Ha detto X sei volte,cheto,k,e,t,front,mid-high,velar,coronal,0,17,17,141,space,1.65302300453,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
50,Ha detto "poco" sei volte,Ha detto X sei volte,poco,p,o,k,back,mid-low,labial,velar,0,18,18,49,space,1.55252504349,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
85,Scrivete "tito" sul foglio,Scrivete X sul foglio,tito,t,i,t,front,high,coronal,coronal,0,19,19,84,space,1.7029838562,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
53,Scrivete "puco" sul foglio,Scrivete X sul foglio,puco,p,u,k,back,high,labial,velar,0,20,20,52,space,1.51982212067,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
61,Scrivete "tepo" sul foglio,Scrivete X sul foglio,tepo,t,e,p,front,mid-high,coronal,labial,0,21,21,60,space,1.65412116051,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
19,Sentivo "pupo" di nuovo,Sentivo X di nuovo,pupo,p,u,p,back,high,labial,labial,0,22,22,18,space,1.41844892502,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
96,Ripete "tuto" da sempre,Ripete X da sempre,tuto,t,u,t,back,high,coronal,coronal,0,23,23,95,space,1.61959290504,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
167,Sentivo "coco" di nuovo,Sentivo X di nuovo,coco,k,o,k,back,mid-low,velar,velar,0,24,24,166,space,1.40384292603,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
46,Ha detto "pico" sei volte,Ha detto X sei volte,pico,p,i,k,front,high,labial,velar,0,25,25,45,space,1.48583316803,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
168,Ripete "coco" da sempre,Ripete X da sempre,coco,k,o,k,back,mid-low,velar,velar,0,26,26,167,space,1.57063698769,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
67,Sentivo "tipo" di nuovo,Sentivo X di nuovo,tipo,t,i,p,front,high,coronal,labial,0,27,27,66,space,1.50258302689,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
143,Sentivo "cheto" di nuovo,Sentivo X di nuovo,cheto,k,e,t,front,mid-high,velar,coronal,0,28,28,142,space,5.00533699989,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
113,Scrivete "tuco" sul foglio,Scrivete X sul foglio,tuco,t,u,k,back,high,coronal,velar,0,29,29,112,space,1.78631305695,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
82,Ha detto "teto" sei volte,Ha detto X sei volte,teto,t,e,t,front,mid-high,coronal,coronal,0,30,30,81,space,1.30280900002,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
97,Scrivete "taco" sul foglio,Scrivete X sul foglio,taco,t,a,k,central,low,coronal,velar,0,31,31,96,space,1.55179309845,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
127,Sentivo "chipo" di nuovo,Sentivo X di nuovo,chipo,k,i,p,front,high,velar,labial,0,32,32,126,space,1.53728079796,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
155,Sentivo "cuto" di nuovo,Sentivo X di nuovo,cuto,k,u,t,back,high,velar,coronal,0,33,33,154,space,1.57124996185,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
126,Ha detto "chipo" sei volte,Ha detto X sei volte,chipo,k,i,p,front,high,velar,labial,0,34,34,125,space,1.55245184898,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
137,Scrivete "cato" sul foglio,Scrivete X sul foglio,cato,k,a,t,central,low,velar,coronal,0,35,35,136,space,1.51985096931,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
65,Scrivete "tipo" sul foglio,Scrivete X sul foglio,tipo,t,i,p,front,high,coronal,labial,0,36,36,64,space,1.55352783203,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
13,Scrivete "popo" sul foglio,Scrivete X sul foglio,popo,p,o,p,back,mid-low,labial,labial,0,37,37,12,space,1.58573794365,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
102,Ha detto "teco" sei volte,Ha detto X sei volte,teco,t,e,k,front,mid-high,coronal,velar,0,38,38,101,space,1.66972303391,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
5,Scrivete "pepo" sul foglio,Scrivete X sul foglio,pepo,p,e,p,front,mid-high,labial,labial,0,39,39,4,space,1.50287985802,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
150,Ha detto "coto" sei volte,Ha detto X sei volte,coto,k,o,t,back,mid-low,velar,coronal,0,40,40,149,space,1.35257005692,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
76,Ripete "tupo" da sempre,Ripete X da sempre,tupo,t,u,p,back,high,coronal,labial,0,41,41,75,space,1.48643398285,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
132,Ripete "copo" da sempre,Ripete X da sempre,copo,k,o,p,back,mid-low,velar,labial,0,42,42,131,space,1.33485007286,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
157,Scrivete "checo" sul foglio,Scrivete X sul foglio,checo,k,e,k,front,mid-high,velar,velar,0,43,43,156,space,1.60376596451,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
87,Sentivo "tito" di nuovo,Sentivo X di nuovo,tito,t,i,t,front,high,coronal,coronal,0,44,44,86,space,1.35334086418,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
133,Scrivete "cupo" sul foglio,Scrivete X sul foglio,cupo,k,u,p,back,high,velar,labial,0,45,45,132,space,1.81997895241,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
37,Scrivete "paco" sul foglio,Scrivete X sul foglio,paco,p,a,k,central,low,labial,velar,0,46,46,36,space,1.91906499863,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
18,Ha detto "pupo" sei volte,Ha detto X sei volte,pupo,p,u,p,back,high,labial,labial,0,47,47,17,space,1.45327782631,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
54,Ha detto "puco" sei volte,Ha detto X sei volte,puco,p,u,k,back,high,labial,velar,0,48,48,53,space,1.53633403778,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
1,Scrivete "papo" sul foglio,Scrivete X sul foglio,papo,p,a,p,central,low,labial,labial,0,49,49,0,space,1.64989280701,2018_Aug_30_1930,60.28273629867255,italian-egg,it16,
