stimulus_id,stimulus,sentence,word,consonant_1,vowel,consonant_2,backness,height,place_1,place_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
108,Ripete "tico" da sempre,Ripete X da sempre,tico,t,i,k,front,high,coronal,velar,0,0,0,107,space,18.5269157887,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
14,Ha detto "popo" sei volte,Ha detto X sei volte,popo,p,o,p,back,mid-low,labial,labial,0,1,1,13,space,1.73661708832,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
151,Sentivo "coto" di nuovo,Sentivo X di nuovo,coto,k,o,t,back,mid-low,velar,coronal,0,2,2,150,space,1.75254487991,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
54,Ha detto "puco" sei volte,Ha detto X sei volte,puco,p,u,k,back,high,labial,velar,0,3,3,53,space,1.73699188232,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
91,Sentivo "toto" di nuovo,Sentivo X di nuovo,toto,t,o,t,back,mid-low,coronal,coronal,0,4,4,90,space,1.52036714554,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
40,Ripete "paco" da sempre,Ripete X da sempre,paco,p,a,k,central,low,labial,velar,0,5,5,39,space,1.58558487892,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
15,Sentivo "popo" di nuovo,Sentivo X di nuovo,popo,p,o,p,back,mid-low,labial,labial,0,6,6,14,space,1.50355577469,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
115,Sentivo "tuco" di nuovo,Sentivo X di nuovo,tuco,t,u,k,back,high,coronal,velar,0,7,7,114,space,1.40352916718,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
19,Sentivo "pupo" di nuovo,Sentivo X di nuovo,pupo,p,u,p,back,high,labial,labial,0,8,8,18,space,1.48623299599,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
10,Ha detto "pipo" sei volte,Ha detto X sei volte,pipo,p,i,p,front,high,labial,labial,0,9,9,9,space,9.59065699577,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
62,Ha detto "tepo" sei volte,Ha detto X sei volte,tepo,t,e,p,front,mid-high,coronal,labial,0,10,10,61,space,1.6520049572,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
116,Ripete "tuco" da sempre,Ripete X da sempre,tuco,t,u,k,back,high,coronal,velar,0,11,11,115,space,1.50308394432,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
70,Ha detto "topo" sei volte,Ha detto X sei volte,topo,t,o,p,back,mid-low,coronal,labial,0,12,12,69,space,1.60383892059,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
167,Sentivo "coco" di nuovo,Sentivo X di nuovo,coco,k,o,k,back,mid-low,velar,velar,0,13,13,166,space,1.52001214027,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
31,Sentivo "poto" di nuovo,Sentivo X di nuovo,poto,p,o,t,back,mid-low,labial,coronal,0,14,14,30,space,1.41931891441,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
17,Scrivete "pupo" sul foglio,Scrivete X sul foglio,pupo,p,u,p,back,high,labial,labial,0,15,15,16,space,1.78520417213,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
65,Scrivete "tipo" sul foglio,Scrivete X sul foglio,tipo,t,i,p,front,high,coronal,labial,0,16,16,64,space,1.61982393265,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
162,Ha detto "chico" sei volte,Ha detto X sei volte,chico,k,i,k,front,high,velar,velar,0,17,17,161,space,1.53685498238,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
60,Ripete "tapo" da sempre,Ripete X da sempre,tapo,t,a,p,central,low,coronal,labial,0,18,18,59,space,1.67015314102,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
107,Sentivo "tico" di nuovo,Sentivo X di nuovo,tico,t,i,k,front,high,coronal,velar,0,19,19,106,space,1.48537898064,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
41,Scrivete "peco" sul foglio,Scrivete X sul foglio,peco,p,e,k,front,mid-high,labial,velar,0,20,20,40,space,1.58553814888,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
38,Ha detto "paco" sei volte,Ha detto X sei volte,paco,p,a,k,central,low,labial,velar,0,21,21,37,space,1.61914587021,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
95,Sentivo "tuto" di nuovo,Sentivo X di nuovo,tuto,t,u,t,back,high,coronal,coronal,0,22,22,94,space,1.45341205597,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
59,Sentivo "tapo" di nuovo,Sentivo X di nuovo,tapo,t,a,p,central,low,coronal,labial,0,23,23,58,space,1.43487405777,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
93,Scrivete "tuto" sul foglio,Scrivete X sul foglio,tuto,t,u,t,back,high,coronal,coronal,0,24,24,92,space,4.33906793594,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
142,Ha detto "cheto" sei volte,Ha detto X sei volte,cheto,k,e,t,front,mid-high,velar,coronal,0,25,25,141,space,1.63725209236,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
138,Ha detto "cato" sei volte,Ha detto X sei volte,cato,k,a,t,central,low,velar,coronal,0,26,26,137,space,1.38632011414,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
4,Ripete "papo" da sempre,Ripete X da sempre,papo,p,a,p,central,low,labial,labial,0,27,27,3,space,4.17222094536,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
166,Ha detto "coco" sei volte,Ha detto X sei volte,coco,k,o,k,back,mid-low,velar,velar,0,28,28,165,space,1.56985092163,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
46,Ha detto "pico" sei volte,Ha detto X sei volte,pico,p,i,k,front,high,labial,velar,0,29,29,45,space,1.53777503967,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
24,Ripete "pato" da sempre,Ripete X da sempre,pato,p,a,t,central,low,labial,coronal,0,30,30,23,space,1.68542218208,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
161,Scrivete "chico" sul foglio,Scrivete X sul foglio,chico,k,i,k,front,high,velar,velar,0,31,31,160,space,1.73711705208,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
120,Ripete "capo" da sempre,Ripete X da sempre,capo,k,a,p,central,low,velar,labial,0,32,32,119,space,1.63569903374,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
33,Scrivete "puto" sul foglio,Scrivete X sul foglio,puto,p,u,t,back,high,labial,coronal,0,33,33,32,space,1.63618993759,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
78,Ha detto "tato" sei volte,Ha detto X sei volte,tato,t,a,t,central,low,coronal,coronal,0,34,34,77,space,1.40427517891,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
149,Scrivete "coto" sul foglio,Scrivete X sul foglio,coto,k,o,t,back,mid-low,velar,coronal,0,35,35,148,space,1.57160401344,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
129,Scrivete "copo" sul foglio,Scrivete X sul foglio,copo,k,o,p,back,mid-low,velar,labial,0,36,36,128,space,1.60142207146,2018_Aug_30_1518,59.72435378063072,italian-egg,it15,
