stimulus_id,stimulus,sentence,word,consonant_1,vowel,consonant_2,backness,height,place_1,place_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,participant,
81,Scrivete "teto" sul foglio,Scrivete X sul foglio,teto,t,e,t,front,mid-high,coronal,coronal,0,0,0,80,space,7.57241797447,2018_Aug_20_1741,59.818987229842854,italian-egg,it07,
15,Sentivo "popo" di nuovo,Sentivo X di nuovo,popo,p,o,p,back,mid-low,labial,labial,0,1,1,14,space,9.93951201439,2018_Aug_20_1741,59.818987229842854,italian-egg,it07,
119,Sentivo "capo" di nuovo,Sentivo X di nuovo,capo,k,a,p,central,low,velar,labial,0,2,2,118,space,2.13609814644,2018_Aug_20_1741,59.818987229842854,italian-egg,it07,
51,Sentivo "poco" di nuovo,Sentivo X di nuovo,poco,p,o,k,back,mid-low,labial,velar,0,3,3,50,space,1.86727285385,2018_Aug_20_1741,59.818987229842854,italian-egg,it07,
118,Ha detto "capo" sei volte,Ha detto X sei volte,capo,k,a,p,central,low,velar,labial,0,4,4,117,space,1.93630886078,2018_Aug_20_1741,59.818987229842854,italian-egg,it07,
55,Sentivo "puco" di nuovo,Sentivo X di nuovo,puco,p,u,k,back,high,labial,velar,0,5,5,54,space,3.06935191154,2018_Aug_20_1741,59.818987229842854,italian-egg,it07,
73,Scrivete "tupo" sul foglio,Scrivete X sul foglio,tupo,t,u,p,back,high,coronal,labial,0,6,6,72,space,1.98846006393,2018_Aug_20_1741,59.818987229842854,italian-egg,it07,
163,Sentivo "chico" di nuovo,Sentivo X di nuovo,chico,k,i,k,front,high,velar,velar,0,7,7,162,space,2.13450098038,2018_Aug_20_1741,59.818987229842854,italian-egg,it07,
103,Sentivo "teco" di nuovo,Sentivo X di nuovo,teco,t,e,k,front,mid-high,coronal,velar,0,8,8,102,space,1.86809420586,2018_Aug_20_1741,59.818987229842854,italian-egg,it07,
24,Ripete "pato" da sempre,Ripete X da sempre,pato,p,a,t,central,low,labial,coronal,0,9,9,23,space,2.35402202606,2018_Aug_20_1741,59.818987229842854,italian-egg,it07,
62,Ha detto "tepo" sei volte,Ha detto X sei volte,tepo,t,e,p,front,mid-high,coronal,labial,0,10,10,61,space,1.93545985222,2018_Aug_20_1741,59.818987229842854,italian-egg,it07,
74,Ha detto "tupo" sei volte,Ha detto X sei volte,tupo,t,u,p,back,high,coronal,labial,0,11,11,73,space,1.96985912323,2018_Aug_20_1741,59.818987229842854,italian-egg,it07,
39,Sentivo "paco" di nuovo,Sentivo X di nuovo,paco,p,a,k,central,low,labial,velar,0,12,12,38,space,1.96858501434,2018_Aug_20_1741,59.818987229842854,italian-egg,it07,
19,Sentivo "pupo" di nuovo,Sentivo X di nuovo,pupo,p,u,p,back,high,labial,labial,0,13,13,18,space,1.85314583778,2018_Aug_20_1741,59.818987229842854,italian-egg,it07,
85,Scrivete "tito" sul foglio,Scrivete X sul foglio,tito,t,i,t,front,high,coronal,coronal,0,14,14,84,space,2.00244092941,2018_Aug_20_1741,59.818987229842854,italian-egg,it07,
33,Scrivete "puto" sul foglio,Scrivete X sul foglio,puto,p,u,t,back,high,labial,coronal,0,15,15,32,space,1.93791294098,2018_Aug_20_1741,59.818987229842854,italian-egg,it07,
169,Scrivete "cuco" sul foglio,Scrivete X sul foglio,cuco,k,u,k,back,high,velar,velar,0,16,16,168,space,2.06973004341,2018_Aug_20_1741,59.818987229842854,italian-egg,it07,
