sound,time,period,maximum.abs,minimum.abs,maximum,minimum
mod2bre,4.214661940922067,0.008150531596868404,4.2192434500745,4.221502670539228,0.5621116976214602,0.8392985826579964
mod2bre,4.222812472518935,0.008102909628832755,4.227322187668352,4.2295989168229005,0.5565550346717006,0.8375317774514953
mod2bre,4.230915382147768,0.008157233986767487,4.235429889854938,4.237700701645871,0.553436092981192,0.8318162147990811
mod2bre,4.239072616134536,0.008103573493055016,4.2435410921416,4.24582369664191,0.5514204333302748,0.83309918928487
mod2bre,4.247176189627591,0.008114969651597193,4.251625234022045,4.253931707510591,0.5482515136182695,0.8324760501933517
mod2bre,4.255291159279188,0.00805530033205848,4.259704799070445,4.26199367724844,0.5479174716418036,0.832063075609666
mod2bre,4.263346459611246,0.008045153268396277,4.267787505570207,4.270076362685429,0.5520150842130914,0.8365164527840091
mod2bre,4.2713916128796425,0.008121349971300873,4.2758362163635475,4.278150551760851,0.5472739753379978,0.8322432729895246
mod2bre,4.279512962850943,0.00800843519406591,4.2839354705121115,4.2862202115732515,0.5522311854936567,0.8375230066515413
mod2bre,4.287521398045009,0.008161569341555541,4.291958227728456,4.294279914153215,0.543624577304745,0.8280902636939943
mod2bre,4.295682967386565,0.007966863073858299,4.30003273904965,4.302291221895509,0.5459829826067736,0.829467564294939
mod2bre,4.303649830460423,0.008008867021226607,4.308017890822757,4.310303111922091,0.5454030327582059,0.830739409711066
mod2bre,4.31165869748165,0.007940257146551666,4.315980501054062,4.318269806959432,0.5442901272144669,0.8326064705162577
mod2bre,4.319598954628201,0.008010067612197247,4.323981526498476,4.326286927596777,0.5471329434973606,0.8349458821535204
mod2bre,4.327609022240399,0.00799211097914565,4.331907152996462,4.334232421639533,0.5377966806615453,0.8287421704249799
mod2bre,4.335601133219544,0.007970496606960253,4.339827585634662,4.3422822595809,0.5302621183512101,0.838232131674359
mod2bre,4.343571629826505,0.007999067923607939,4.347818354505968,4.3502176599149305,0.5309024401367797,0.8308505630776347
mod2bre,4.3515706977501125,0.007976477814723992,4.35585348698668,4.358249653866089,0.5369273676987903,0.8373314978257337
mod2bre,4.3595471755648365,0.008100791712966071,4.363888883265463,4.366271982851676,0.5359609102992914,0.8301419818109445
mod2bre,4.367647967277803,0.00790258841902336,4.371975065223594,4.374311999420582,0.5475545120602101,0.8432720761134297
mod2bre,4.375550555696826,0.00811636709875252,4.3800257927320025,4.382311129155517,0.5513842561242019,0.8329556039585954
mod2bre,4.3836669227955785,0.008012308576772043,4.388017235177855,4.390306203298992,0.542953674411371,0.8286351480097418
mod2bre,4.3916792313723505,0.007954507028848923,4.39602818415758,4.398299133999032,0.5467281340574724,0.8322203503841143
mod2bre,4.399633738401199,0.008082884561533277,4.4040589555936505,4.406319491362938,0.5474799446611913,0.8271493809964912
mod2bre,4.407716622962733,0.00787280366674814,4.412063020532023,4.414332127646634,0.5520774749722188,0.8402984456277521
mod2bre,4.415589426629481,0.008071261343574498,4.420101345365416,4.422370650353423,0.5590103632968325,0.8401690188535712
mod2bre,4.423660687973055,0.008154035281471295,4.428111971348099,4.430395961358914,0.5458994499519357,0.8260049353923667
mod2bre,4.431814723254527,0.007907183048818212,4.436116077688594,4.438403336643418,0.5439806322316809,0.8332440703868887
mod2bre,4.439721906303345,0.008030091755905744,4.444159524504986,4.446423575831925,0.5526235984012987,0.8345694834247694
mod2bre,4.447751998059251,0.008062377713661029,4.452192044952104,4.4544391488250685,0.5507118433970827,0.8294266286342699
mod2bre,4.455814375772912,0.008017309703589603,4.460185007402766,4.462409298475532,0.5451494069010568,0.8225854989321402
mod2bre,4.463831685476501,0.007924477468053581,4.468195437125846,4.470364268912069,0.5506674309993255,0.8243551025165494
mod2bre,4.471756162944555,0.007984400954180515,4.476204872186444,4.478395071492536,0.5571750801868169,0.8314848648107285
mod2bre,4.479740563898735,0.008106300102553199,4.484186194600914,4.486373794806831,0.5484167432659868,0.8182809449661078
mod2bre,4.4878468640012885,0.008033090694120837,4.492224883499881,4.494382467240996,0.5449981414745138,0.8135851428256221
mod2bre,4.495879954695409,0.007994795464160376,4.500209721862266,4.502364994048349,0.5415732255148107,0.8111576314879835
mod2bre,4.50387475015957,0.007889299245245951,4.508185172105432,4.510378246033819,0.5463630940935528,0.824343921060994
mod2bre,4.511764049404816,0.008089689334908279,4.5161834023745095,4.518318859600103,0.5462945221670833,0.810267233254832
mod2bre,4.519853738739724,0.007869735066231343,4.524143569137657,4.526315591194999,0.5451048049050702,0.8211016509313745
mod2bre,4.527723473805955,0.007937684896458741,4.532161043110839,4.534312365583732,0.5590508268806722,0.8300772660698955
mod2bre,4.535661158702414,0.00815997094127674,4.5401522226634246,4.542298012858053,0.550377445377008,0.8133428664637554
mod2bre,4.543821129643691,0.007843098219943556,4.548132729175385,4.550268794805259,0.5497316762820103,0.8220813995638755
mod2bre,4.551664227863634,0.00797096322034374,4.556140961434377,4.55825032952291,0.5616301878443798,0.8262617047920676
mod2bre,4.559635191083978,0.008245276931314827,4.564190054345743,4.566249389274403,0.5524208949812156,0.8021802354878734
mod2bre,4.567880468015293,0.007844444525331618,4.572208430914744,4.574250626225201,0.5517233101049751,0.8120598200850346
mod2bre,4.5757249125406245,0.007986058373598226,4.580153067144518,4.582273510267045,0.5544856294229609,0.8200037390247928
mod2bre,4.583710970914223,0.008142901551084769,4.588219844403384,4.590309710985397,0.5537182859051938,0.8103671682356747
mod2bre,4.5918538724653075,0.008040590375567369,4.596310089580346,4.5983589650768995,0.554215164172412,0.8090317138103077
mod2bre,4.599894462840875,0.008016235322793719,4.6043820640072415,4.6064247130881055,0.5598140505688937,0.8146280622104789
mod2bre,4.607910698163669,0.008167624481188795,4.61244334882288,4.614427534503286,0.5549533612435903,0.7978863811169001
