filename	phoneme	duration	item	height	voice	position	speed	subj
tack_f	T	45.338	tack	low	-voice	final	fast	F1
tack_f	AE1	150.627	tack	low	-voice	final	fast	F1
tack_f	K	88.059	tack	low	-voice	final	fast	F1
tack_f1	T	47.490	tack	low	-voice	final	fast	F1
tack_f1	AE1	148.429	tack	low	-voice	final	fast	F1
tack_f1	K	110.553	tack	low	-voice	final	fast	F1
tack_f2	T	50.242	tack	low	-voice	final	fast	F1
tack_f2	AE1	160.074	tack	low	-voice	final	fast	F1
tack_f3	T	48.367	tack	low	-voice	final	fast	F1
tack_f3	AE1	143.966	tack	low	-voice	final	fast	F1
tack_i	T	66.822	tack	low	-voice	initial	fast	F1
tack_i	AE1	94.823	tack	low	-voice	initial	fast	F1
tack_i	K	56.985	tack	low	-voice	initial	fast	F1
tack_i1	T	52.366	tack	low	-voice	initial	fast	F1
tack_i1	AE1	113.289	tack	low	-voice	initial	fast	F1
tack_i1	K	61.191	tack	low	-voice	initial	fast	F1
tack_i2	T	58.581	tack	low	-voice	initial	fast	F1
tack_i2	AE1	111.326	tack	low	-voice	initial	fast	F1
tack_i2	K	50.298	tack	low	-voice	initial	fast	F1
tack_i3	T	53.328	tack	low	-voice	initial	fast	F1
tack_i3	AE1	99.231	tack	low	-voice	initial	fast	F1
tack_i3	K	49.490	tack	low	-voice	initial	fast	F1
tack_m	T	42.825	tack	low	-voice	mid	fast	F1
tack_m	AE1	81.807	tack	low	-voice	mid	fast	F1
tack_m	K	74.670	tack	low	-voice	mid	fast	F1
tack_m1	T	43.020	tack	low	-voice	mid	fast	F1
tack_m1	AE1	104.951	tack	low	-voice	mid	fast	F1
tack_m1	K	43.157	tack	low	-voice	mid	fast	F1
tack_m2	T	33.261	tack	low	-voice	mid	fast	F1
tack_m2	AE1	100.985	tack	low	-voice	mid	fast	F1
tack_m2	K	59.309	tack	low	-voice	mid	fast	F1
tack_m3	T	51.581	tack	low	-voice	mid	fast	F1
tack_m3	AE1	79.849	tack	low	-voice	mid	fast	F1
tack_m3	K	59.389	tack	low	-voice	mid	fast	F1
tag_f	T	44.348	tag	low	+voice	final	fast	F1
tag_f	AE1	244.153	tag	low	+voice	final	fast	F1
tag_f	G	26.811	tag	low	+voice	final	fast	F1
tag_f1	T	57.754	tag	low	+voice	final	fast	F1
tag_f1	AE1	251.667	tag	low	+voice	final	fast	F1
tag_f2	T	53.440	tag	low	+voice	final	fast	F1
tag_f2	AE1	246.778	tag	low	+voice	final	fast	F1
tag_f3	T	42.983	tag	low	+voice	final	fast	F1
tag_f3	AE1	271.082	tag	low	+voice	final	fast	F1
tag_i	T	55.477	tag	low	+voice	initial	fast	F1
tag_i	AE1	121.435	tag	low	+voice	initial	fast	F1
tag_i	G	40.674	tag	low	+voice	initial	fast	F1
tag_i1	T	64.886	tag	low	+voice	initial	fast	F1
tag_i1	AE1	138.979	tag	low	+voice	initial	fast	F1
tag_i1	G	33.320	tag	low	+voice	initial	fast	F1
tag_i2	T	40.962	tag	low	+voice	initial	fast	F1
tag_i2	AE1	132.818	tag	low	+voice	initial	fast	F1
tag_i2	G	52.784	tag	low	+voice	initial	fast	F1
tag_i3	T	44.666	tag	low	+voice	initial	fast	F1
tag_i3	AE1	152.946	tag	low	+voice	initial	fast	F1
tag_i3	G	48.275	tag	low	+voice	initial	fast	F1
tag_m	T	40.756	tag	low	+voice	mid	fast	F1
tag_m	AE1	112.257	tag	low	+voice	mid	fast	F1
tag_m	G	48.621	tag	low	+voice	mid	fast	F1
tag_m1	T	33.599	tag	low	+voice	mid	fast	F1
tag_m1	AE1	98.718	tag	low	+voice	mid	fast	F1
tag_m1	G	62.348	tag	low	+voice	mid	fast	F1
tag_m2	T	44.917	tag	low	+voice	mid	fast	F1
tag_m2	AE1	103.387	tag	low	+voice	mid	fast	F1
tag_m3	T	45.199	tag	low	+voice	mid	fast	F1
tag_m3	AE1	123.696	tag	low	+voice	mid	fast	F1
tag_m3	G	57.546	tag	low	+voice	mid	fast	F1
teck_f	T	52.270	teck	mid	-voice	final	fast	F1
teck_f	EH1	102.709	teck	mid	-voice	final	fast	F1
teck_f	K	110.367	teck	mid	-voice	final	fast	F1
teck_f1	T	63.001	teck	mid	-voice	final	fast	F1
teck_f1	EH1	103.808	teck	mid	-voice	final	fast	F1
teck_f2	T	59.878	teck	mid	-voice	final	fast	F1
teck_f2	EH1	98.343	teck	mid	-voice	final	fast	F1
teck_f2	K	63.432	teck	mid	-voice	final	fast	F1
teck_f3	T	47.513	teck	mid	-voice	final	fast	F1
teck_f3	EH1	110.865	teck	mid	-voice	final	fast	F1
teck_i	T	53.117	teck	mid	-voice	initial	fast	F1
teck_i	EH1	78.811	teck	mid	-voice	initial	fast	F1
teck_i	K	48.299	teck	mid	-voice	initial	fast	F1
teck_i1	T	53.835	teck	mid	-voice	initial	fast	F1
teck_i1	EH1	79.108	teck	mid	-voice	initial	fast	F1
teck_i1	K	40.252	teck	mid	-voice	initial	fast	F1
teck_i2	T	44.482	teck	mid	-voice	initial	fast	F1
teck_i2	EH1	86.538	teck	mid	-voice	initial	fast	F1
teck_i2	K	45.296	teck	mid	-voice	initial	fast	F1
teck_i3	T	56.984	teck	mid	-voice	initial	fast	F1
teck_i3	EH1	85.838	teck	mid	-voice	initial	fast	F1
teck_i3	K	60.285	teck	mid	-voice	initial	fast	F1
teck_m	T	39.988	teck	mid	-voice	mid	fast	F1
teck_m	EH1	83.830	teck	mid	-voice	mid	fast	F1
teck_m	K	67.931	teck	mid	-voice	mid	fast	F1
teck_m1	T	19.134	teck	mid	-voice	mid	fast	F1
teck_m1	EH1	90.123	teck	mid	-voice	mid	fast	F1
teck_m1	K	58.567	teck	mid	-voice	mid	fast	F1
teck_m2	T	31.326	teck	mid	-voice	mid	fast	F1
teck_m2	EH1	92.413	teck	mid	-voice	mid	fast	F1
teck_m2	K	77.925	teck	mid	-voice	mid	fast	F1
teck_m3	T	45.769	teck	mid	-voice	mid	fast	F1
teck_m3	EH1	75.643	teck	mid	-voice	mid	fast	F1
teck_m3	K	53.273	teck	mid	-voice	mid	fast	F1
teg_f	T	53.777	teg	mid	+voice	final	fast	F1
teg_f	EH1	173.327	teg	mid	+voice	final	fast	F1
teg_f1	T	55.073	teg	mid	+voice	final	fast	F1
teg_f1	EH1	201.516	teg	mid	+voice	final	fast	F1
teg_f2	T	73.070	teg	mid	+voice	final	fast	F1
teg_f2	EH1	183.416	teg	mid	+voice	final	fast	F1
teg_f2	G	133.146	teg	mid	+voice	final	fast	F1
teg_f3	T	43.117	teg	mid	+voice	final	fast	F1
teg_f3	EH1	205.954	teg	mid	+voice	final	fast	F1
teg_f3	G	144.948	teg	mid	+voice	final	fast	F1
teg_i	T	56.169	teg	mid	+voice	initial	fast	F1
teg_i	EH1	90.054	teg	mid	+voice	initial	fast	F1
teg_i	G	46.710	teg	mid	+voice	initial	fast	F1
teg_i1	T	50.920	teg	mid	+voice	initial	fast	F1
teg_i1	EH1	106.487	teg	mid	+voice	initial	fast	F1
teg_i1	G	52.539	teg	mid	+voice	initial	fast	F1
teg_i2	T	33.616	teg	mid	+voice	initial	fast	F1
teg_i2	EH1	106.089	teg	mid	+voice	initial	fast	F1
teg_i2	G	31.215	teg	mid	+voice	initial	fast	F1
teg_i3	T	51.269	teg	mid	+voice	initial	fast	F1
teg_i3	EH1	120.359	teg	mid	+voice	initial	fast	F1
teg_i3	G	42.878	teg	mid	+voice	initial	fast	F1
teg_m	T	23.149	teg	mid	+voice	mid	fast	F1
teg_m	EH1	90.313	teg	mid	+voice	mid	fast	F1
teg_m	G	60.743	teg	mid	+voice	mid	fast	F1
teg_m1	T	51.811	teg	mid	+voice	mid	fast	F1
teg_m1	EH1	101.896	teg	mid	+voice	mid	fast	F1
teg_m1	G	55.266	teg	mid	+voice	mid	fast	F1
teg_m2	T	46.885	teg	mid	+voice	mid	fast	F1
teg_m2	EH1	105.224	teg	mid	+voice	mid	fast	F1
teg_m2	G	56.116	teg	mid	+voice	mid	fast	F1
teg_m3	T	40.623	teg	mid	+voice	mid	fast	F1
teg_m3	EH1	113.582	teg	mid	+voice	mid	fast	F1
teg_m3	G	57.245	teg	mid	+voice	mid	fast	F1
tick_f	T	52.279	tick	high	-voice	final	fast	F1
tick_f	IH1	92.087	tick	high	-voice	final	fast	F1
tick_f	K	103.462	tick	high	-voice	final	fast	F1
tick_f1	T	54.183	tick	high	-voice	final	fast	F1
tick_f1	IH1	115.459	tick	high	-voice	final	fast	F1
tick_f2	T	40.639	tick	high	-voice	final	fast	F1
tick_f2	IH1	103.854	tick	high	-voice	final	fast	F1
tick_f2	K	71.608	tick	high	-voice	final	fast	F1
tick_f3	T	58.758	tick	high	-voice	final	fast	F1
tick_f3	IH1	85.827	tick	high	-voice	final	fast	F1
tick_i	T	59.144	tick	high	-voice	initial	fast	F1
tick_i	IH1	54.224	tick	high	-voice	initial	fast	F1
tick_i	K	56.543	tick	high	-voice	initial	fast	F1
tick_i1	T	60.653	tick	high	-voice	initial	fast	F1
tick_i1	IH1	55.903	tick	high	-voice	initial	fast	F1
tick_i1	K	35.442	tick	high	-voice	initial	fast	F1
tick_i2	T	33.964	tick	high	-voice	initial	fast	F1
tick_i2	IH1	64.355	tick	high	-voice	initial	fast	F1
tick_i2	K	58.235	tick	high	-voice	initial	fast	F1
tick_i3	T	34.560	tick	high	-voice	initial	fast	F1
tick_i3	IH1	91.899	tick	high	-voice	initial	fast	F1
tick_i3	K	61.266	tick	high	-voice	initial	fast	F1
tick_m	T	42.222	tick	high	-voice	mid	fast	F1
tick_m	IH1	49.887	tick	high	-voice	mid	fast	F1
tick_m	K	52.711	tick	high	-voice	mid	fast	F1
tick_m1	T	28.585	tick	high	-voice	mid	fast	F1
tick_m1	IH1	69.310	tick	high	-voice	mid	fast	F1
tick_m1	K	62.261	tick	high	-voice	mid	fast	F1
tick_m2	T	34.785	tick	high	-voice	mid	fast	F1
tick_m2	IH1	64.931	tick	high	-voice	mid	fast	F1
tick_m2	K	52.563	tick	high	-voice	mid	fast	F1
tick_m3	T	26.698	tick	high	-voice	mid	fast	F1
tick_m3	IH1	59.771	tick	high	-voice	mid	fast	F1
tick_m3	K	61.763	tick	high	-voice	mid	fast	F1
tig_f	T	51.198	tig	high	+voice	final	fast	F1
tig_f	IH1	168.986	tig	high	+voice	final	fast	F1
tig_f1	T	75.535	tig	high	+voice	final	fast	F1
tig_f1	IH1	182.846	tig	high	+voice	final	fast	F1
tig_f2	T	50.376	tig	high	+voice	final	fast	F1
tig_f2	IH1	191.946	tig	high	+voice	final	fast	F1
tig_f3	T	66.612	tig	high	+voice	final	fast	F1
tig_f3	IH1	170.008	tig	high	+voice	final	fast	F1
tig_f3	G	207.831	tig	high	+voice	final	fast	F1
tig_i	T	74.031	tig	high	+voice	initial	fast	F1
tig_i	IH1	69.797	tig	high	+voice	initial	fast	F1
tig_i	G	54.798	tig	high	+voice	initial	fast	F1
tig_i1	T	44.106	tig	high	+voice	initial	fast	F1
tig_i1	IH1	92.541	tig	high	+voice	initial	fast	F1
tig_i1	G	64.590	tig	high	+voice	initial	fast	F1
tig_i2	T	42.304	tig	high	+voice	initial	fast	F1
tig_i2	IH1	108.404	tig	high	+voice	initial	fast	F1
tig_i2	G	34.698	tig	high	+voice	initial	fast	F1
tig_i3	T	27.271	tig	high	+voice	initial	fast	F1
tig_i3	IH1	119.194	tig	high	+voice	initial	fast	F1
tig_i3	G	45.655	tig	high	+voice	initial	fast	F1
tig_m	T	37.114	tig	high	+voice	mid	fast	F1
tig_m	IH1	63.441	tig	high	+voice	mid	fast	F1
tig_m	G	65.513	tig	high	+voice	mid	fast	F1
tig_m1	T	31.542	tig	high	+voice	mid	fast	F1
tig_m1	IH1	55.254	tig	high	+voice	mid	fast	F1
tig_m1	G	61.082	tig	high	+voice	mid	fast	F1
tig_m2	T	46.006	tig	high	+voice	mid	fast	F1
tig_m2	IH1	54.066	tig	high	+voice	mid	fast	F1
tig_m2	G	61.818	tig	high	+voice	mid	fast	F1
tig_m3	T	32.320	tig	high	+voice	mid	fast	F1
tig_m3	IH1	80.865	tig	high	+voice	mid	fast	F1
tig_m3	G	67.093	tig	high	+voice	mid	fast	F1
tack_f	T	51.411	tack	low	-voice	final	habitual	F1
tack_f	AE1	152.242	tack	low	-voice	final	habitual	F1
tack_f	K	75.846	tack	low	-voice	final	habitual	F1
tack_f1	T	54.350	tack	low	-voice	final	habitual	F1
tack_f1	AE1	161.458	tack	low	-voice	final	habitual	F1
tack_f1	K	243.654	tack	low	-voice	final	habitual	F1
tack_f2	T	63.497	tack	low	-voice	final	habitual	F1
tack_f2	AE1	163.781	tack	low	-voice	final	habitual	F1
tack_f2	K	147.030	tack	low	-voice	final	habitual	F1
tack_f3	T	50.369	tack	low	-voice	final	habitual	F1
tack_f3	AE1	191.887	tack	low	-voice	final	habitual	F1
tack_f3	K	144.726	tack	low	-voice	final	habitual	F1
tack_i	T	47.577	tack	low	-voice	initial	habitual	F1
tack_i	AE1	139.421	tack	low	-voice	initial	habitual	F1
tack_i	K	77.922	tack	low	-voice	initial	habitual	F1
tack_i1	T	44.810	tack	low	-voice	initial	habitual	F1
tack_i1	AE1	151.351	tack	low	-voice	initial	habitual	F1
tack_i1	K	77.274	tack	low	-voice	initial	habitual	F1
tack_i2	T	39.309	tack	low	-voice	initial	habitual	F1
tack_i2	AE1	148.286	tack	low	-voice	initial	habitual	F1
tack_i2	K	70.516	tack	low	-voice	initial	habitual	F1
tack_i3	T	49.481	tack	low	-voice	initial	habitual	F1
tack_i3	AE1	155.641	tack	low	-voice	initial	habitual	F1
tack_i3	K	67.186	tack	low	-voice	initial	habitual	F1
tack_m	T	24.744	tack	low	-voice	mid	habitual	F1
tack_m	AE1	121.614	tack	low	-voice	mid	habitual	F1
tack_m	K	66.335	tack	low	-voice	mid	habitual	F1
tack_m1	T	41.232	tack	low	-voice	mid	habitual	F1
tack_m1	AE1	147.815	tack	low	-voice	mid	habitual	F1
tack_m1	K	60.765	tack	low	-voice	mid	habitual	F1
tack_m2	T	28.695	tack	low	-voice	mid	habitual	F1
tack_m2	AE1	148.028	tack	low	-voice	mid	habitual	F1
tack_m2	K	58.756	tack	low	-voice	mid	habitual	F1
tack_m3	T	35.520	tack	low	-voice	mid	habitual	F1
tack_m3	AE1	136.889	tack	low	-voice	mid	habitual	F1
tack_m3	K	70.233	tack	low	-voice	mid	habitual	F1
tag_f	T	51.077	tag	low	+voice	final	habitual	F1
tag_f	AE1	266.586	tag	low	+voice	final	habitual	F1
tag_f1	T	61.176	tag	low	+voice	final	habitual	F1
tag_f1	AE1	299.672	tag	low	+voice	final	habitual	F1
tag_f2	T	53.127	tag	low	+voice	final	habitual	F1
tag_f2	AE1	297.186	tag	low	+voice	final	habitual	F1
tag_f2	G	95.301	tag	low	+voice	final	habitual	F1
tag_f3	T	61.311	tag	low	+voice	final	habitual	F1
tag_f3	AE1	261.982	tag	low	+voice	final	habitual	F1
tag_f3	G	52.418	tag	low	+voice	final	habitual	F1
tag_i	T	57.995	tag	low	+voice	initial	habitual	F1
tag_i	AE1	199.029	tag	low	+voice	initial	habitual	F1
tag_i	G	51.405	tag	low	+voice	initial	habitual	F1
tag_i1	T	66.176	tag	low	+voice	initial	habitual	F1
tag_i1	AE1	191.345	tag	low	+voice	initial	habitual	F1
tag_i1	G	42.065	tag	low	+voice	initial	habitual	F1
tag_i2	T	93.147	tag	low	+voice	initial	habitual	F1
tag_i2	AE1	203.333	tag	low	+voice	initial	habitual	F1
tag_i2	G	39.653	tag	low	+voice	initial	habitual	F1
tag_i3	T	46.002	tag	low	+voice	initial	habitual	F1
tag_i3	AE1	210.000	tag	low	+voice	initial	habitual	F1
tag_i3	G	52.425	tag	low	+voice	initial	habitual	F1
tag_m	T	37.215	tag	low	+voice	mid	habitual	F1
tag_m	AE1	164.341	tag	low	+voice	mid	habitual	F1
tag_m	G	51.858	tag	low	+voice	mid	habitual	F1
tag_m1	T	37.408	tag	low	+voice	mid	habitual	F1
tag_m1	AE1	166.429	tag	low	+voice	mid	habitual	F1
tag_m1	G	51.887	tag	low	+voice	mid	habitual	F1
tag_m2	T	31.177	tag	low	+voice	mid	habitual	F1
tag_m2	AE1	179.865	tag	low	+voice	mid	habitual	F1
tag_m2	G	51.114	tag	low	+voice	mid	habitual	F1
tag_m3	T	40.066	tag	low	+voice	mid	habitual	F1
tag_m3	AE1	171.246	tag	low	+voice	mid	habitual	F1
tag_m3	G	60.449	tag	low	+voice	mid	habitual	F1
teck_f	T	71.153	teck	mid	-voice	final	habitual	F1
teck_f	EH1	149.421	teck	mid	-voice	final	habitual	F1
teck_f1	T	51.417	teck	mid	-voice	final	habitual	F1
teck_f1	EH1	149.108	teck	mid	-voice	final	habitual	F1
teck_f2	T	55.575	teck	mid	-voice	final	habitual	F1
teck_f2	EH1	149.660	teck	mid	-voice	final	habitual	F1
teck_f3	T	53.412	teck	mid	-voice	final	habitual	F1
teck_f3	EH1	155.783	teck	mid	-voice	final	habitual	F1
teck_f3	K	104.247	teck	mid	-voice	final	habitual	F1
teck_i	T	52.500	teck	mid	-voice	initial	habitual	F1
teck_i	EH1	120.461	teck	mid	-voice	initial	habitual	F1
teck_i	K	75.612	teck	mid	-voice	initial	habitual	F1
teck_i1	T	50.823	teck	mid	-voice	initial	habitual	F1
teck_i1	EH1	128.190	teck	mid	-voice	initial	habitual	F1
teck_i1	K	93.678	teck	mid	-voice	initial	habitual	F1
teck_i2	T	49.653	teck	mid	-voice	initial	habitual	F1
teck_i2	EH1	116.049	teck	mid	-voice	initial	habitual	F1
teck_i2	K	75.634	teck	mid	-voice	initial	habitual	F1
teck_i3	T	73.092	teck	mid	-voice	initial	habitual	F1
teck_i3	EH1	117.884	teck	mid	-voice	initial	habitual	F1
teck_i3	K	70.821	teck	mid	-voice	initial	habitual	F1
teck_m	EH1	139.683	teck	mid	-voice	mid	habitual	F1
teck_m	T	45.378	teck	mid	-voice	mid	habitual	F1
teck_m	EH1	88.392	teck	mid	-voice	mid	habitual	F1
teck_m	K	70.903	teck	mid	-voice	mid	habitual	F1
teck_m	EH1	189.569	teck	mid	-voice	mid	habitual	F1
teck_m1	EH1	139.683	teck	mid	-voice	mid	habitual	F1
teck_m1	T	31.358	teck	mid	-voice	mid	habitual	F1
teck_m1	EH1	101.718	teck	mid	-voice	mid	habitual	F1
teck_m1	K	64.089	teck	mid	-voice	mid	habitual	F1
teck_m1	EH1	199.546	teck	mid	-voice	mid	habitual	F1
teck_m2	EH1	129.705	teck	mid	-voice	mid	habitual	F1
teck_m2	T	38.923	teck	mid	-voice	mid	habitual	F1
teck_m2	EH1	111.350	teck	mid	-voice	mid	habitual	F1
teck_m2	K	49.763	teck	mid	-voice	mid	habitual	F1
teck_m2	EH1	199.546	teck	mid	-voice	mid	habitual	F1
teck_m3	EH1	139.683	teck	mid	-voice	mid	habitual	F1
teck_m3	T	29.083	teck	mid	-voice	mid	habitual	F1
teck_m3	EH1	121.632	teck	mid	-voice	mid	habitual	F1
teck_m3	K	45.577	teck	mid	-voice	mid	habitual	F1
teck_m3	EH1	189.569	teck	mid	-voice	mid	habitual	F1
teg_f	T	47.785	teg	mid	+voice	final	habitual	F1
teg_f	EH1	244.350	teg	mid	+voice	final	habitual	F1
teg_f	G	49.887	teg	mid	+voice	final	habitual	F1
teg_f1	T	59.372	teg	mid	+voice	final	habitual	F1
teg_f1	EH1	207.801	teg	mid	+voice	final	habitual	F1
teg_f1	G	76.335	teg	mid	+voice	final	habitual	F1
teg_f2	T	63.929	teg	mid	+voice	final	habitual	F1
teg_f2	EH1	230.680	teg	mid	+voice	final	habitual	F1
teg_f2	G	103.656	teg	mid	+voice	final	habitual	F1
teg_f3	T	61.450	teg	mid	+voice	final	habitual	F1
teg_f3	EH1	200.097	teg	mid	+voice	final	habitual	F1
teg_f3	G	107.421	teg	mid	+voice	final	habitual	F1
teg_i	T	60.004	teg	mid	+voice	initial	habitual	F1
teg_i	EH1	171.336	teg	mid	+voice	initial	habitual	F1
teg_i	G	44.822	teg	mid	+voice	initial	habitual	F1
teg_i1	T	55.721	teg	mid	+voice	initial	habitual	F1
teg_i1	EH1	127.538	teg	mid	+voice	initial	habitual	F1
teg_i1	G	58.634	teg	mid	+voice	initial	habitual	F1
teg_i2	T	66.042	teg	mid	+voice	initial	habitual	F1
teg_i2	EH1	161.666	teg	mid	+voice	initial	habitual	F1
teg_i2	G	58.770	teg	mid	+voice	initial	habitual	F1
teg_i3	T	47.930	teg	mid	+voice	initial	habitual	F1
teg_i3	EH1	152.100	teg	mid	+voice	initial	habitual	F1
teg_i3	G	67.719	teg	mid	+voice	initial	habitual	F1
teg_m	EH1	139.683	teg	mid	+voice	mid	habitual	F1
teg_m	T	39.753	teg	mid	+voice	mid	habitual	F1
teg_m	EH1	119.629	teg	mid	+voice	mid	habitual	F1
teg_m	G	57.957	teg	mid	+voice	mid	habitual	F1
teg_m	EH1	169.615	teg	mid	+voice	mid	habitual	F1
teg_m1	EH1	139.683	teg	mid	+voice	mid	habitual	F1
teg_m1	T	37.670	teg	mid	+voice	mid	habitual	F1
teg_m1	EH1	134.536	teg	mid	+voice	mid	habitual	F1
teg_m1	G	59.196	teg	mid	+voice	mid	habitual	F1
teg_m1	EH1	209.524	teg	mid	+voice	mid	habitual	F1
teg_m2	EH1	139.683	teg	mid	+voice	mid	habitual	F1
teg_m2	T	32.808	teg	mid	+voice	mid	habitual	F1
teg_m2	EH1	134.382	teg	mid	+voice	mid	habitual	F1
teg_m2	G	53.827	teg	mid	+voice	mid	habitual	F1
teg_m2	EH1	179.592	teg	mid	+voice	mid	habitual	F1
teg_m3	EH1	129.705	teg	mid	+voice	mid	habitual	F1
teg_m3	T	34.756	teg	mid	+voice	mid	habitual	F1
teg_m3	EH1	122.135	teg	mid	+voice	mid	habitual	F1
teg_m3	G	51.972	teg	mid	+voice	mid	habitual	F1
teg_m3	EH1	189.569	teg	mid	+voice	mid	habitual	F1
tick_f	T	66.631	tick	high	-voice	final	habitual	F1
tick_f	IH1	107.465	tick	high	-voice	final	habitual	F1
tick_f1	T	51.308	tick	high	-voice	final	habitual	F1
tick_f1	IH1	126.197	tick	high	-voice	final	habitual	F1
tick_f2	T	57.976	tick	high	-voice	final	habitual	F1
tick_f2	IH1	131.013	tick	high	-voice	final	habitual	F1
tick_f2	K	153.900	tick	high	-voice	final	habitual	F1
tick_f3	T	60.154	tick	high	-voice	final	habitual	F1
tick_f3	IH1	114.007	tick	high	-voice	final	habitual	F1
tick_f3	K	112.288	tick	high	-voice	final	habitual	F1
tick_i	T	50.712	tick	high	-voice	initial	habitual	F1
tick_i	IH1	90.997	tick	high	-voice	initial	habitual	F1
tick_i	K	80.571	tick	high	-voice	initial	habitual	F1
tick_i1	T	45.203	tick	high	-voice	initial	habitual	F1
tick_i1	IH1	96.589	tick	high	-voice	initial	habitual	F1
tick_i1	K	49.706	tick	high	-voice	initial	habitual	F1
tick_i2	T	43.048	tick	high	-voice	initial	habitual	F1
tick_i2	IH1	77.015	tick	high	-voice	initial	habitual	F1
tick_i2	K	68.607	tick	high	-voice	initial	habitual	F1
tick_i3	T	45.511	tick	high	-voice	initial	habitual	F1
tick_i3	IH1	85.102	tick	high	-voice	initial	habitual	F1
tick_i3	K	66.408	tick	high	-voice	initial	habitual	F1
tick_m	T	32.445	tick	high	-voice	mid	habitual	F1
tick_m	IH1	71.969	tick	high	-voice	mid	habitual	F1
tick_m	K	61.351	tick	high	-voice	mid	habitual	F1
tick_m1	T	53.402	tick	high	-voice	mid	habitual	F1
tick_m1	IH1	76.386	tick	high	-voice	mid	habitual	F1
tick_m1	K	64.894	tick	high	-voice	mid	habitual	F1
tick_m2	T	45.647	tick	high	-voice	mid	habitual	F1
tick_m2	IH1	81.001	tick	high	-voice	mid	habitual	F1
tick_m2	K	57.283	tick	high	-voice	mid	habitual	F1
tick_m3	T	40.173	tick	high	-voice	mid	habitual	F1
tick_m3	IH1	84.177	tick	high	-voice	mid	habitual	F1
tick_m3	K	56.123	tick	high	-voice	mid	habitual	F1
tig_f	T	73.445	tig	high	+voice	final	habitual	F1
tig_f	IH1	223.106	tig	high	+voice	final	habitual	F1
tig_f	G	156.642	tig	high	+voice	final	habitual	F1
tig_f1	T	67.353	tig	high	+voice	final	habitual	F1
tig_f2	T	66.878	tig	high	+voice	final	habitual	F1
tig_f2	IH1	219.501	tig	high	+voice	final	habitual	F1
tig_f2	G	82.291	tig	high	+voice	final	habitual	F1
tig_f3	T	56.692	tig	high	+voice	final	habitual	F1
tig_f3	IH1	209.882	tig	high	+voice	final	habitual	F1
tig_f3	G	68.754	tig	high	+voice	final	habitual	F1
tig_i	T	66.936	tig	high	+voice	initial	habitual	F1
tig_i	IH1	119.728	tig	high	+voice	initial	habitual	F1
tig_i	G	49.121	tig	high	+voice	initial	habitual	F1
tig_i1	T	60.415	tig	high	+voice	initial	habitual	F1
tig_i1	IH1	126.178	tig	high	+voice	initial	habitual	F1
tig_i1	G	51.358	tig	high	+voice	initial	habitual	F1
tig_i2	T	47.354	tig	high	+voice	initial	habitual	F1
tig_i2	IH1	135.670	tig	high	+voice	initial	habitual	F1
tig_i2	G	72.811	tig	high	+voice	initial	habitual	F1
tig_i3	T	55.731	tig	high	+voice	initial	habitual	F1
tig_i3	IH1	132.229	tig	high	+voice	initial	habitual	F1
tig_i3	G	56.942	tig	high	+voice	initial	habitual	F1
tig_m	T	51.707	tig	high	+voice	mid	habitual	F1
tig_m	IH1	89.796	tig	high	+voice	mid	habitual	F1
tig_m	G	49.765	tig	high	+voice	mid	habitual	F1
tig_m1	T	61.911	tig	high	+voice	mid	habitual	F1
tig_m1	IH1	104.758	tig	high	+voice	mid	habitual	F1
tig_m1	G	55.907	tig	high	+voice	mid	habitual	F1
tig_m2	T	57.540	tig	high	+voice	mid	habitual	F1
tig_m2	IH1	99.773	tig	high	+voice	mid	habitual	F1
tig_m2	G	66.016	tig	high	+voice	mid	habitual	F1
tig_m3	T	68.331	tig	high	+voice	mid	habitual	F1
tig_m3	IH1	102.027	tig	high	+voice	mid	habitual	F1
tig_m3	G	48.539	tig	high	+voice	mid	habitual	F1
tack_f	T	85.592	tack	low	-voice	final	slow	F1
tack_f	AE1	195.291	tack	low	-voice	final	slow	F1
tack_f	K	180.317	tack	low	-voice	final	slow	F1
tack_f1	T	90.059	tack	low	-voice	final	slow	F1
tack_f1	AE1	174.217	tack	low	-voice	final	slow	F1
tack_f1	K	161.937	tack	low	-voice	final	slow	F1
tack_f2	T	87.003	tack	low	-voice	final	slow	F1
tack_f2	AE1	150.726	tack	low	-voice	final	slow	F1
tack_f2	K	149.830	tack	low	-voice	final	slow	F1
tack_f3	T	81.100	tack	low	-voice	final	slow	F1
tack_f3	AE1	136.078	tack	low	-voice	final	slow	F1
tack_f3	K	151.109	tack	low	-voice	final	slow	F1
tack_i	T	107.884	tack	low	-voice	initial	slow	F1
tack_i	AE1	182.969	tack	low	-voice	initial	slow	F1
tack_i	K	107.128	tack	low	-voice	initial	slow	F1
tack_i1	T	118.431	tack	low	-voice	initial	slow	F1
tack_i1	AE1	176.216	tack	low	-voice	initial	slow	F1
tack_i1	K	127.699	tack	low	-voice	initial	slow	F1
tack_i2	T	106.685	tack	low	-voice	initial	slow	F1
tack_i2	AE1	182.468	tack	low	-voice	initial	slow	F1
tack_i2	K	127.286	tack	low	-voice	initial	slow	F1
tack_i3	T	74.527	tack	low	-voice	initial	slow	F1
tack_i3	AE1	159.637	tack	low	-voice	initial	slow	F1
tack_i3	K	102.789	tack	low	-voice	initial	slow	F1
tack_m	T	87.412	tack	low	-voice	mid	slow	F1
tack_m	AE1	184.230	tack	low	-voice	mid	slow	F1
